time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gz_normalized_1,gy_normalized_1
6.363,-1.86,-1.69,5.7,-0.05,-0.04,-0.05,-33.0,32.0,90.0,6.2294221240818155,4.654731131878351,-0.06042202462673499,-0.054899581515689314,0.18516426901741367,-8.197022737363017e-05,-6.557618189890413e-05,-8.197022737363017e-05,-0.02532334921715453,-0.017927230295958416,0.078039430449069,-0.0036049026676279743,-0.0035816618911174783,-0.0014925373134328358
6.442,-1.6,-1.31,10.67,0.02,0.15,-0.0,-35.0,30.0,87.0,10.868532559642079,8.670424754028428,-0.05197593516278279,-0.042555296914528404,0.34661451761680767,3.278809094945206e-05,0.0002459106821208905,-0.0,-0.02178352620830497,-0.013896255436512147,0.14608433734939757,0.0014419610670511898,-0.0,0.005597014925373134
6.531,-3.52,0.87,10.11,0.05,0.52,-0.22,-36.0,29.0,87.0,10.74054933418212,32.47715628343673,-0.11434705735812212,0.02826191474476314,0.3284229403098337,8.197022737363017e-05,0.0008524903646857537,-0.0003606690004439727,-0.04792375765827093,0.009228810862416463,0.13841730558598025,0.0036049026676279743,-0.015759312320916905,0.019402985074626865
6.543,-3.52,0.87,10.11,0.05,0.52,-0.22,-36.0,29.0,87.0,10.74054933418212,32.47715628343673,-0.11434705735812212,0.02826191474476314,0.3284229403098337,8.197022737363017e-05,0.0008524903646857537,-0.0003606690004439727,-0.04792375765827093,0.009228810862416463,0.13841730558598025,0.0036049026676279743,-0.015759312320916905,0.019402985074626865
6.555,-1.13,5.2,10.16,0.03,0.16,-0.31,-36.0,29.0,87.0,11.469197879538047,20.061706271188395,-0.03670800420871534,0.16892178927904405,0.3300471882836707,4.91821364241781e-05,0.0002623047275956165,-0.000508215409716507,-0.015384615384615382,0.05516070860294898,0.13910186199342825,0.0021629416005767843,-0.022206303724928364,0.005970149253731343
6.566,-1.13,5.2,10.16,0.03,0.16,-0.31,-36.0,29.0,87.0,11.469197879538047,20.061706271188395,-0.03670800420871534,0.16892178927904405,0.3300471882836707,4.91821364241781e-05,0.0002623047275956165,-0.000508215409716507,-0.015384615384615382,0.05516070860294898,0.13910186199342825,0.0021629416005767843,-0.022206303724928364,0.005970149253731343
6.579,-0.54,9.24,5.8,0.04,0.4,-0.32,-36.0,29.0,87.0,10.922875079391872,29.439104544858363,-0.01754187811743919,0.30016102556507057,0.18841276496508758,6.557618189890413e-05,0.0006557618189890413,-0.000524609455191233,-0.007351940095302927,0.09801633605600935,0.07940854326396495,0.0028839221341023795,-0.022922636103151862,0.014925373134328358
6.591,-0.1,16.42,8.67,0.08,0.9,-0.35,-36.0,29.0,87.0,18.568664464629652,55.517806891357175,-0.0032484959476739243,0.5334030346080584,0.2816445986633292,0.00013115236379780825,0.001475464092725343,-0.0005737915916154111,-0.0013614703880190607,0.1741805452423889,0.11870208105147863,0.005767844268204759,-0.025071633237822348,0.033582089552238806
6.603,-0.1,16.42,8.67,0.08,0.9,-0.35,-36.0,29.0,87.0,18.568664464629652,55.517806891357175,-0.0032484959476739243,0.5334030346080584,0.2816445986633292,0.00013115236379780825,0.001475464092725343,-0.0005737915916154111,-0.0013614703880190607,0.1741805452423889,0.11870208105147863,0.005767844268204759,-0.025071633237822348,0.033582089552238806
6.614,-2.87,9.61,7.0,0.26,1.2,-0.48,-36.0,29.0,87.0,12.230658199786307,75.53487562921124,-0.09323183369824162,0.3121804605714641,0.22739471633717467,0.00042624518234287686,0.001967285456967124,-0.0007869141827868496,-0.03907420013614704,0.1019412326296807,0.09583789704271631,0.018745493871665467,-0.03438395415472779,0.04477611940298507
