time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr
6.66,2.68,2.27,7.48,0.13,-0.03,0.63,80.0,8.0,20.0,8.263516200746508,36.896880536840385
6.68,0.77,-1.04,8.05,0.14,-0.05,0.67,77.0,2.0,20.0,8.263516200746508,36.896880536840385
6.69,0.77,-1.04,8.05,0.14,-0.05,0.67,77.0,2.0,20.0,8.153342872711782,39.32177247855864
6.7,1.63,1.98,3.91,0.07,-0.02,0.67,77.0,2.0,20.0,8.153342872711782,39.32177247855864
6.72,-2.91,3.56,11.65,0.13,-0.15,0.62,77.0,2.0,20.0,4.676045337675844,38.61412493085056
6.73,-2.91,3.56,11.65,0.13,-0.15,0.62,77.0,2.0,20.0,12.52454390387131,37.299508457015584
6.74,2.08,-0.2,6.69,0.17,-0.14,0.61,77.0,2.0,20.0,12.52454390387131,37.299508457015584
6.75,-0.91,1.45,9.65,0.15,-0.08,0.62,77.0,2.0,20.0,7.008744538075275,37.15842234023048
6.76,-0.91,1.45,9.65,0.15,-0.08,0.62,77.0,2.0,20.0,9.800668344556916,36.834547159695795
6.78,-1.44,3.15,9.89,0.23,0.07,0.63,77.0,2.0,20.0,9.800668344556916,36.834547159695795
6.79,-1.44,3.15,9.89,0.23,0.07,0.63,77.0,2.0,20.0,10.478940786167275,38.63537300648643
6.8,0.55,4.61,7.17,0.3,0.07,0.54,77.0,-3.0,20.0,10.478940786167275,38.63537300648643
6.82,-2.44,5.38,13.08,0.27,0.24,0.49,77.0,-3.0,20.0,8.541867477314314,35.62028430935861
6.83,-2.44,5.38,13.08,0.27,0.24,0.49,77.0,-3.0,20.0,14.352156632367137,34.879908734317986
6.84,3.34,10.13,12.58,0.24,0.49,0.4,77.0,-3.0,20.0,14.352156632367137,34.879908734317986
6.85,3.34,10.13,12.58,0.24,0.49,0.4,77.0,-3.0,20.0,16.493298639144324,38.762616867290774
6.86,-0.88,6.12,14.78,0.22,1.13,0.23,77.0,-3.0,20.0,16.493298639144324,38.762616867290774
6.88,4.08,-7.89,-0.31,0.28,2.21,-0.14,77.0,-3.0,20.0,16.02114852312405,67.2633905745628
6.89,4.08,-7.89,-0.31,0.28,2.21,-0.14,77.0,-3.0,20.0,8.887890638391092,127.88772230512791
6.9,13.18,-19.48,5.61,0.35,0.81,-1.15,77.0,-3.0,20.0,8.887890638391092,127.88772230512791
6.91,18.36,-15.91,12.07,0.51,-0.02,-2.74,77.0,-3.0,20.0,24.179638127978674,83.05121565642295
6.93,18.36,-15.91,12.07,0.51,-0.02,-2.74,77.0,-3.0,20.0,27.127524767291245,159.69085135826106
6.94,15.43,-2.4,14.3,1.98,-0.44,-4.86,70.0,6.0,22.0,27.127524767291245,159.69085135826106
6.95,15.43,-2.4,14.3,1.98,-0.44,-4.86,70.0,6.0,22.0,21.1739202794381,301.7350463381503
6.96,9.42,9.77,8.84,4.49,-0.09,-6.64,70.0,6.0,22.0,21.1739202794381,301.7350463381503
6.98,3.0,23.66,-16.37,6.79,-0.78,-7.61,70.0,6.0,22.0,16.196755848008575,459.28848655043015
6.99,3.0,23.66,-16.37,6.79,-0.78,-7.61,70.0,6.0,22.0,28.927020240598583,586.0565682998858
7.0,-15.82,19.81,-0.36,7.0,-3.42,-8.48,70.0,6.0,22.0,28.927020240598583,586.0565682998858
7.01,26.99,18.11,53.35,4.74,-3.7,-8.62,70.0,6.0,22.0,25.35425210886726,659.7896976270071
7.03,26.99,18.11,53.35,4.74,-3.7,-8.62,70.0,6.0,22.0,62.47123097874733,602.1838216317317
7.04,3.76,12.21,16.84,1.96,-2.43,-8.14,70.0,6.0,22.0,62.47123097874733,602.1838216317317
7.05,3.76,12.21,16.84,1.96,-2.43,-8.14,70.0,6.0,22.0,21.13781682198992,499.51307061940594
7.06,0.0,11.39,7.82,1.06,-2.13,-8.04,22.0,92.0,1.0,21.13781682198992,499.51307061940594
7.07,-0.21,10.48,3.3,0.56,-2.4,-8.08,22.0,92.0,1.0,13.816095685829627,480.4041843064656
7.09,-0.21,10.48,3.3,0.56,-2.4,-8.08,22.0,92.0,1.0,10.98929024095733,484.0052284189067
7.1,-0.4,10.51,-1.64,0.08,-2.7,-8.12,22.0,92.0,1.0,10.98929024095733,484.0052284189067
7.11,-0.73,10.23,-1.78,-0.43,-2.83,-8.1,22.0,92.0,1.0,10.644702908019555,490.3086122601152
7.12,-0.73,10.23,-1.78,-0.43,-2.83,-8.1,22.0,92.0,1.0,10.409332351308608,492.2231031707032
7.14,-1.14,10.08,-0.12,-0.97,-2.94,-8.05,22.0,92.0,1.0,10.409332351308608,492.2231031707032
7.15,-1.14,10.08,-0.12,-0.97,-2.94,-8.05,22.0,92.0,1.0,10.144969196601831,494.16405773621744
7.16,-0.91,10.54,-0.05,-1.52,-3.07,-7.98,22.0,92.0,1.0,10.144969196601831,494.16405773621744
7.18,-0.73,10.8,-0.0,-2.06,-3.12,-7.85,-48.0,72.0,8.0,10.579328901211078,497.56923020880294
7.19,-0.73,10.8,-0.0,-2.06,-3.12,-7.85,-48.0,72.0,8.0,10.82464318118616,498.1784835418556
