time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
0,-0.0083984375,-0.018310546875,-0.4896158854166667,0.0011952718098958333,0.00008194534866898149,0.00024866174768518515,0.3366666754086812,-0.11733333220084509,-0.5366666475931804
21.12000000104308,-0.008577473958333333,-0.018424479166666667,-0.4894205729166667,0.001198097511574074,0.00007064254195601853,0.00024583604600694444,0.3353333413600922,-0.11933333178361256,-0.5339999794960022
46.13000000268221,-0.00859375,-0.018424479166666667,-0.489404296875,0.0011980975115740739,0.0000678168402777778,0.00023453323929398148,0.3353333413600922,-0.11866666475931803,-0.5333333134651184
85.9400000013411,-0.008528645833333333,-0.018408203125,-0.489453125,0.0011896204065393518,0.00007911964699074074,0.00023735894097222214,0.3320000072320302,-0.1179999977350235,-0.5333333134651184
116.3450000025332,-0.008447265625,-0.0181640625,-0.4893880208333333,0.0011896204065393518,0.00008194534866898148,0.00024301034432870364,0.3320000072320302,-0.12066666434208552,-0.5313333153724671
147.39499999955297,-0.008430989583333333,-0.01826171875,-0.4893717447916667,0.0011980975115740739,0.00007911964699074075,0.00025431315104166663,0.33266667524973553,-0.12133333086967468,-0.5299999793370564
172.19999999925494,-0.00830078125,-0.018229166666666668,-0.48902994791666665,0.0012235288266782408,0.00006499113859953703,0.00025148744936342586,0.3340000073115031,-0.12133333086967468,-0.5293333133061727
201.95000000298023,-0.008072916666666667,-0.018098958333333335,-0.4894205729166667,0.0012207031250000002,0.00009324815538194445,0.00024866174768518515,0.33533333937327064,-0.12133333086967468,-0.5306666493415833
224.08500000089407,-0.008024088541666667,-0.018033854166666665,-0.48935546875,0.0012207031250000004,0.00007911964699074075,0.0002514874493634259,0.33533333937327064,-0.12266666392485301,-0.5306666493415833
251.8800000026822,-0.007975260416666666,-0.018196614583333333,-0.489208984375,0.0011980975115740743,0.00007911964699074075,0.00025148744936342586,0.33666667143503826,-0.12199999739726385,-0.5279999812444051
285.39000000059605,-0.00810546875,-0.018212890625,-0.48919270833333334,0.0012065746166087965,0.00008194534866898148,0.0002571388527199074,0.33533333738644916,-0.12266666442155838,-0.525333313147227
307.9700000025332,-0.008170572916666667,-0.018375651041666666,-0.48902994791666665,0.0012178774233217592,0.00008759675202546297,0.00024866174768518515,0.33200000325838724,-0.12266666442155838,-0.5259999791781108
335.964999999851,-0.008251953125,-0.018310546875,-0.48898111979166664,0.0012178774233217592,0.0000904224537037037,0.00024018464265046296,0.33200000325838724,-0.1239999974767367,-0.525333313147227
357.51500000432134,-0.008170572916666667,-0.018310546875,-0.4891276041666667,0.0012178774233217592,0.0000904224537037037,0.00024866174768518515,0.3333333353201548,-0.1239999974767367,-0.5266666452089945
387.0599999986589,-0.008333333333333333,-0.01826171875,-0.4890625,0.0012037489149305557,0.00009607385706018518,0.0002430103443287037,0.3346666693687439,-0.1239999974767367,-0.5299999793370564
413.4800000041723,-0.008365885416666666,-0.018294270833333334,-0.4893880208333333,0.0012037489149305555,0.00008477105034722222,0.0002543131510416667,0.336000003417333,-0.12333333094914754,-0.5313333153724671
453.6000000014901,-0.008349609375,-0.018310546875,-0.4893717447916667,0.0012122260199652778,0.00008477105034722222,0.00025431315104166663,0.336000003417333,-0.12066666483879089,-0.5306666493415833
483.3150000013411,-0.008382161458333334,-0.018359375,-0.4893880208333333,0.0012207031250000002,0.00009889955873842592,0.0002769187644675926,0.336000003417333,-0.11999999831120173,-0.5339999834696452
523.859999999404,-0.008317057291666667,-0.018424479166666667,-0.48946940104166664,0.0012178774233217592,0.00009889955873842593,0.0002740930627893518,0.3386666695276896,-0.11799999872843424,-0.5319999853769938
561.410000000149,-0.008333333333333333,-0.018522135416666665,-0.48953450520833336,0.0012122260199652775,0.00009889955873842593,0.0002656159577546296,0.33733333547910055,-0.1173333317041397,-0.5353333195050557
597.695000000298,-0.008317057291666667,-0.01845703125,-0.4896484375,0.0012009232132523147,0.00011302806712962963,0.0002458360460069444,0.3366666674613953,-0.1173333317041397,-0.5366666555404663
630.0600000023842,-0.008317057291666667,-0.018538411458333334,-0.489697265625,0.0011924461082175924,0.00012998227719907406,0.0002514874493634259,0.33400000135103863,-0.11599999864896139,-0.5366666555404663
669.6150000020862,-0.0083984375,-0.018570963541666666,-0.4896484375,0.0012037489149305557,0.00012150517216435185,0.0002571388527199074,0.331333335240682,-0.1173333317041397,-0.534666653474172
712.4750000014901,-0.008333333333333333,-0.018603515625,-0.48968098958333334,0.0012037489149305557,0.00012433087384259258,0.00025996455439814816,0.331333335240682,-0.11533333212137223,-0.5339999874432881
742.6700000017881,-0.008414713541666667,-0.018619791666666666,-0.4898763020833333,0.001220703125,0.00013563368055555556,0.00026561595775462964,0.32733333508173623,-0.11533333212137223,-0.5353333234786988
785.9550000019372,-0.008382161458333334,-0.018684895833333333,-0.48994140625,0.0012150517216435186,0.00012433087384259258,0.0002740930627893518,0.32866666913032533,-0.11399999856948853,-0.5366666595141093
823.519999999553,-0.00830078125,-0.0185546875,-0.48997395833333335,0.001209400318287037,0.00012150517216435185,0.00028257016782407403,0.3293333371480306,-0.11533333162466684,-0.5366666595141093
859.3800000026822,-0.008219401041666666,-0.018619791666666666,-0.49000651041666665,0.0012122260199652775,0.00012433087384259258,0.0002853958695023148,0.32800000508626304,-0.115999998152256,-0.5386666615804037
895.9600000008941,-0.008186848958333333,-0.018570963541666666,-0.48992513020833334,0.0012235288266782406,0.00012998227719907406,0.0002797444661458333,0.3266666730244954,-0.115999998152256,-0.5386666615804037
928.2600000016391,-0.008154296875,-0.018489583333333334,-0.48995768229166664,0.0012263545283564814,0.00013563368055555553,0.0002995243778935185,0.3253333389759064,-0.11399999856948853,-0.5346666614214579
963.5800000019372,-0.008072916666666667,-0.018668619791666667,-0.489794921875,0.0012150517216435181,0.00014411078559027773,0.0002910472728587963,0.3240000049273173,-0.11533333212137223,-0.5346666614214579
998.1849999986589,-0.007877604166666666,-0.018603515625,-0.48992513020833334,0.0011980975115740739,0.00015541359230324074,0.00028822157118055556,0.32666667103767394,-0.11599999864896139,-0.5353333274523417
1031.155000001192,-0.007845052083333333,-0.018587239583333335,-0.48995768229166664,0.0011924461082175922,0.00013845938223379627,0.0002797444661458333,0.32800000309944155,-0.11666666517655054,-0.5359999934832255
1064.769999999553,-0.00810546875,-0.018473307291666668,-0.4900390625,0.0011980975115740739,0.00013280797887731477,0.0002825701678240741,0.32800000309944155,-0.11666666517655054,-0.5379999915758769
