time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,ax_filter,ay_filter,az_filter,gx_filter,gy_filter,gz_filter,mx_filter,my_filter,mz_filter
0.0,-1.0,0.53,-10.02,0.05,-0.31,-0.1,-100.0,100.0,100.0,0.0,0.0,0.0,-1.0,0.53,-10.02,164.14031750058717,-1017.6699685036405,-328.28063500117435,-100.0,100.0,100.0
0.01,-1.03,0.54,-10.0,0.05,-0.29,-0.1,-100.0,100.0,100.0,10.08371459334307,173.20508075688772,18.8815457421069,-1.0150000000000001,0.535,-10.01,164.14031750058717,-984.8419050035232,-328.28063500117435,-100.0,100.0,100.0
0.03,-1.03,0.54,-10.0,0.05,-0.29,-0.1,-100.0,100.0,100.0,10.067397876313422,173.20508075688772,17.80783797688912,-1.0200000000000002,0.5366666666666667,-10.006666666666666,164.14031750058717,-973.8992171701506,-328.28063500117435,-100.0,100.0,100.0
0.04,-1.01,0.53,-10.04,0.05,-0.27,-0.1,-100.0,100.0,100.0,10.067397876313422,173.20508075688772,17.80783797688912,-1.0175,0.535,-10.015,164.14031750058717,-952.0138415034057,-328.28063500117435,-100.0,100.0,100.0
0.1,-0.95,0.52,-10.02,0.05,-0.24,-0.1,-100.0,100.0,50.0,10.104583118565554,173.20508075688772,16.74370515420655,-1.004,0.532,-10.016,164.14031750058717,-919.1857780032883,-328.28063500117435,-100.0,100.0,90.0
0.11,-0.93,0.52,-10.02,0.05,-0.25,-0.1,-100.0,100.0,50.0,10.078358001182533,150.0,15.169862396733308,-0.99,0.53,-10.016,164.14031750058717,-879.7921018031474,-328.28063500117435,-100.0,100.0,80.0
0.12,-0.93,0.52,-10.02,0.05,-0.25,-0.1,-100.0,100.0,50.0,10.076492445290672,150.0,15.691095444578774,-0.9700000000000001,0.526,-10.02,164.14031750058717,-853.5296510030533,-328.28063500117435,-100.0,100.0,70.0
0.13,-0.92,0.52,-10.01,0.05,-0.26,-0.1,-100.0,100.0,50.0,10.076492445290672,150.0,15.691095444578774,-0.9480000000000001,0.522,-10.022,164.14031750058717,-833.832812902983,-328.28063500117435,-100.0,100.0,60.0
0.15,-0.93,0.52,-10.0,0.05,-0.27,-0.1,-100.0,100.0,50.0,10.065629637533858,150.0,16.21581908618682,-0.932,0.52,-10.014,164.14031750058717,-833.832812902983,-328.28063500117435,-100.0,100.0,50.0
0.16,-0.93,0.52,-10.0,0.05,-0.27,-0.1,-100.0,100.0,50.0,10.056604794859943,150.0,16.74370515420655,-0.9280000000000002,0.52,-10.01,164.14031750058717,-853.5296510030535,-328.28063500117435,-100.0,100.0,50.0
