time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,ax_filter,ay_filter,az_filter,gx_filter,gy_filter,gz_filter,mx_filter,my_filter,mz_filter
0.0,-0.79,0.83,-9.97,-0.01,0.04,0.0,12.0,16.0,-100.0,0.0,0.0,0.0,-0.79,0.83,-9.97,-32.828063500117445,131.31225400046978,0.0,12.0,16.0,-100.0
0.01,-0.79,0.83,-9.97,-0.01,0.04,0.0,12.0,16.0,-100.0,10.03563151974005,101.9803902718557,2.362365508345388,-0.79,0.83,-9.97,-32.828063500117445,131.31225400046978,0.0,12.0,16.0,-100.0
0.03,-0.78,0.84,-9.96,-0.0,0.04,0.0,12.0,16.0,-100.0,10.03563151974005,101.9803902718557,2.362365508345388,-0.7866666666666667,0.8333333333333334,-9.966666666666667,-21.885375666744963,131.31225400046978,0.0,12.0,16.0,-100.0
0.04,-0.78,0.84,-9.96,-0.0,0.03,-0.0,12.0,16.0,-100.0,10.025746854972951,101.9803902718557,2.291831180523293,-0.7850000000000001,0.835,-9.965,-16.414031750058722,123.10523812544041,0.0,12.0,16.0,-100.0
0.1,-0.79,0.84,-9.96,-0.0,0.0,-0.0,12.0,16.0,-100.0,10.025746854972951,101.9803902718557,1.7188733853924696,-0.7860000000000001,0.836,-9.964,-13.131225400046976,98.48419050035234,0.0,12.0,16.0,-100.0
0.11,-0.79,0.84,-9.96,-0.0,0.0,-0.0,12.0,16.0,-100.0,10.026529808463147,101.9803902718557,0.0,-0.7860000000000001,0.8379999999999999,-9.962,-6.565612700023488,72.22173970025837,0.0,12.0,16.0,-100.0
0.12,-0.86,0.87,-10.18,-0.01,0.0,-0.0,12.0,16.0,-100.0,10.026529808463147,101.9803902718557,0.0,-0.8,0.8459999999999999,-10.004000000000001,-6.565612700023488,45.95928890016442,0.0,12.0,16.0,-100.0
0.14,-0.86,0.85,-9.96,-0.01,0.0,-0.0,12.0,16.0,-100.0,10.253238512782193,101.9803902718557,0.5729577951308232,-0.8160000000000001,0.8480000000000001,-10.004000000000001,-13.131225400046976,19.69683810007046,0.0,12.0,16.0,-100.0
0.15,-0.86,0.85,-9.96,-0.01,0.0,-0.0,12.0,16.0,-100.0,10.03313011975824,101.9803902718557,0.5729577951308232,-0.8320000000000001,0.85,-10.004000000000001,-19.696838100070465,0.0,0.0,12.0,16.0,-100.0
0.16,-0.85,0.82,-9.92,-0.0,0.01,-0.0,12.0,16.0,-100.0,10.03313011975824,101.9803902718557,0.5729577951308232,-0.844,0.8460000000000001,-9.996,-19.696838100070465,6.565612700023488,0.0,12.0,16.0,-100.0
0.17,-0.85,0.82,-9.92,-0.0,0.01,-0.0,12.0,16.0,-100.0,9.99006005987952,101.9803902718557,0.5729577951308232,-0.8560000000000001,0.842,-9.988000000000001,-19.696838100070465,13.131225400046976,0.0,12.0,16.0,-100.0
0.19,-0.9,0.84,-9.97,-0.0,0.02,-0.0,12.0,16.0,-100.0,9.99006005987952,101.9803902718557,0.5729577951308232,-0.8640000000000001,0.836,-9.946000000000002,-13.131225400046976,26.26245080009395,0.0,12.0,16.0,-100.0
0.2,-0.91,0.85,-9.96,-0.0,0.04,0.0,12.0,16.0,-100.0,10.045720481876849,101.9803902718557,1.1459155902616465,-0.874,0.836,-9.946000000000002,-6.565612700023488,52.5249016001879,0.0,12.0,16.0,-100.0
0.21,-0.91,0.85,-9.96,-0.0,0.04,0.0,12.0,16.0,-100.0,10.037539539150021,101.9803902718557,2.291831180523293,-0.884,0.836,-9.946000000000002,0.0,78.78735240028185,0.0,12.0,16.0,-100.0
0.22,-0.88,0.83,-9.95,-0.0,0.06,0.0,12.0,16.0,-100.0,10.037539539150021,101.9803902718557,2.291831180523293,-0.89,0.8379999999999999,-9.952000000000002,0.0,111.61541590039931,0.0,12.0,16.0,-100.0
0.24,-0.81,0.83,-9.97,-0.0,0.08,0.0,12.0,16.0,-100.0,10.023262941776993,101.9803902718557,3.437746770784939,-0.882,0.8400000000000001,-9.962,0.0,157.5747048005637,0.0,12.0,16.0,-100.0
0.25,-0.81,0.83,-9.97,-0.0,0.08,0.0,12.0,16.0,-100.0,10.037225712317124,101.9803902718557,4.583662361046586,-0.8640000000000001,0.8379999999999999,-9.962,0.0,196.96838100070462,0.0,12.0,16.0,-100.0
0.26,-0.79,0.83,-9.95,-0.0,0.08,0.0,12.0,16.0,-100.0,10.037225712317124,101.9803902718557,4.583662361046586,-0.8400000000000001,0.834,-9.96,0.0,223.23083180079863,0.0,12.0,16.0,-100.0
