time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized
53.01,1.25,-5.0,8.96,-0.01,-0.53,-0.18,10.336541974954681,32.075403506326786,0.06626397721479042,-0.2650559088591617,0.47498018867561775,-7.438734202941585e-05,-0.003942529127559041,-0.0013389721565294852
53.02,1.05,-4.73,9.27,-0.02,-0.36,-0.2,10.45984225502469,23.623655083453883,0.055661740860423956,-0.250742889780767,0.4914136550248857,-0.0001487746840588317,-0.0026779443130589705,-0.0014877468405883171
53.03,1.05,-4.73,9.27,-0.02,-0.36,-0.2,10.45984225502469,23.623655083453883,0.055661740860423956,-0.250742889780767,0.4914136550248857,-0.0001487746840588317,-0.0026779443130589705,-0.0014877468405883171
53.04,1.085,-5.085000000000001,9.085,-0.025,-0.26,-0.2,10.46764897195163,18.848918197870695,0.05751713222243808,-0.26956185930976745,0.4816065863970968,-0.00018596835507353964,-0.0019340708927648121,-0.0014877468405883171
53.05,1.12,-5.44,8.9,-0.03,-0.16,-0.2,10.490853158823644,14.775202952101232,0.05937252358445222,-0.2883808288387679,0.4717995177693078,-0.00022316202608824756,-0.0011901974724706536,-0.0014877468405883171
53.06,1.04,-5.04,8.84,-0.04,-0.01,-0.22,10.228822024065137,12.824531107825674,0.05513162904270563,-0.267176356130035,0.4686188468629978,-0.0002975493681176634,-7.438734202941585e-05,-0.0016365215246471488
53.07,1.04,-5.04,8.84,-0.04,-0.01,-0.22,10.228822024065137,12.824531107825674,0.05513162904270563,-0.267176356130035,0.4686188468629978,-0.0002975493681176634,-7.438734202941585e-05,-0.0016365215246471488
53.08,1.01,-5.34,9.13,-0.06,0.11,-0.25,10.625092940769978,16.022342418351894,0.05354129358955066,-0.28307971066158466,0.48399208957682927,-0.0004463240521764951,0.0008182607623235744,-0.0018596835507353963
53.09,1.45999999999984,-4.925000000000147,9.085000000000017,-0.06,0.1849999999999733,-0.2549999999999982,10.436687692941726,18.37489137651356,0.07739632538686674,-0.26108007022628205,0.48160658639709764,-0.0004463240521764951,0.0013761658275439946,-0.0018968772217500907
53.1,1.91,-4.51,9.04,-0.06,0.26,-0.26,10.281527123924732,21.346042288481254,0.10125135718419975,-0.23908042979096383,0.4792210832173643,-0.0004463240521764951,0.0019340708927648121,-0.0019340708927648121
53.11,1.91,-4.51,9.04,-0.06,0.26,-0.26,10.281527123924732,21.346042288481254,0.10125135718419975,-0.23908042979096383,0.4792210832173643,-0.0004463240521764951,0.0019340708927648121,-0.0019340708927648121
53.12,0.4,-5.13,9.12,-0.06,0.39,-0.25,10.471451666316375,26.763937407873353,0.021204472708732935,-0.27194736248949986,0.4834619777591109,-0.0004463240521764951,0.002901106339147218,-0.0018596835507353963
53.13,0.4,-5.13,9.12,-0.06,0.39,-0.25,10.471451666316375,26.763937407873353,0.021204472708732935,-0.27194736248949986,0.4834619777591109,-0.0004463240521764951,0.002901106339147218,-0.0018596835507353963
53.14,0.55,-5.109999999999999,8.895,-0.06,0.425,-0.255,10.273053343578042,28.604885644596223,0.029156149974507786,-0.2708871388540632,0.4715344618604486,-0.0004463240521764951,0.0031614620362501737,-0.0018968772217501043
53.15,0.7,-5.09,8.67,-0.06,0.46,-0.26,10.07804544542244,30.469290043965927,0.03710782724028263,-0.26982691521862656,0.45960694596178636,-0.0004463240521764951,0.0034218177333531293,-0.0019340708927648121
53.16,0.95,-5.25,10.01,-0.08,0.63,-0.24,11.343063959971309,38.897884861781534,0.050360622683240715,-0.27830870430211974,0.5306419295360416,-0.0005950987362353268,0.004686402547853199,-0.0017852962087059805
53.17,0.95,-5.25,10.01,-0.08,0.63,-0.24,11.343063959971309,38.897884861781534,0.050360622683240715,-0.27830870430211974,0.5306419295360416,-0.0005950987362353268,0.004686402547853199,-0.0017852962087059805
53.18,0.71,-5.13,9.28,-0.08,0.81,-0.21,10.627295046247657,48.162547346649944,0.03763793905800095,-0.27194736248949986,0.49194376684260405,-0.0005950987362353268,0.006025374704382684,-0.0015621341826177327
53.19,1.03,-5.44,8.52,-0.09,0.99,-0.17,10.160949758757791,57.78358191213958,0.05460151722498731,-0.2883808288387679,0.45165526869601147,-0.0006694860782647426,0.00736434686091217,-0.0012645848145000696
53.2,1.03,-5.44,8.52,-0.09,0.99,-0.17,10.160949758757791,57.78358191213958,0.05460151722498731,-0.2883808288387679,0.45165526869601147,-0.0006694860782647426,0.00736434686091217,-0.0012645848145000696
53.21,1.03,-5.44,8.52,-0.09,0.99,-0.17,10.160949758757791,57.78358191213958,0.05460151722498731,-0.2883808288387679,0.45165526869601147,-0.0006694860782647426,0.00736434686091217,-0.0012645848145000696
53.22,0.73,-4.82,7.91,-0.06,1.22,-0.08,9.291576830656894,70.13527667912629,0.03869816269343761,-0.2555138961402319,0.4193184478151938,-0.0004463240521764951,0.009075255727588733,-0.0005950987362353268
53.23,0.73,-4.82,7.91,-0.06,1.22,-0.08,9.291576830656894,70.13527667912629,0.03869816269343761,-0.2555138961402319,0.4193184478151938,-0.0004463240521764951,0.009075255727588733,-0.0005950987362353268
53.24,1.78,-2.8,7.7,-0.03,1.47,0.03,8.384414111910266,84.25986763086209,0.09435990355386156,-0.14843130896113052,0.408186099643109,-0.00022316202608824756,0.01093493927832413,0.00022316202608824756
53.25,1.905,-1.38,8.58,-0.025,1.7,0.1,8.896618739723536,97.58171021765715,0.1009863012753406,-0.07315543084512861,0.45483593960232144,-0.00018596835507353964,0.012645848145000695,0.0007438734202941586
