time,ax,ay,az,gx,gy,gz,mx,my,mz
0.002,1.72,1.33,-10.33,0.22,0.36,0.44,61.0,100.0,78.0
0.013,1.43,1.36,-10.12,0.25,0.34,0.44,61.0,100.0,78.0
0.025,1.35,1.29,-9.54,0.27,0.42,0.43,61.0,100.0,78.0
0.087,1.72,0.97,-7.0,0.41,1.49,0.32,61.0,100.0,78.0
0.098,1.72,0.97,-7.0,0.41,1.49,0.32,61.0,100.0,78.0
0.11,1.62,0.91,-6.78,0.46,1.76,0.28,61.0,100.0,78.0
0.121,1.62,0.91,-6.78,0.46,1.76,0.28,61.0,100.0,78.0
0.133,1.63,1.04,-6.5,0.5,1.89,0.22,93.0,84.0,100.0
0.146,1.8,0.71,-6.35,0.52,2.01,0.15,93.0,84.0,100.0
0.157,1.8,0.71,-6.35,0.52,2.01,0.15,93.0,84.0,100.0
0.169,1.99,0.67,-5.72,0.57,2.24,0.12,93.0,84.0,100.0
0.179,1.99,0.67,-5.72,0.57,2.24,0.12,93.0,84.0,100.0
0.193,2.28,1.06,-5.33,0.63,2.41,0.12,93.0,84.0,100.0
0.205,2.39,1.36,-5.15,0.68,2.57,0.17,93.0,84.0,100.0
0.217,2.39,1.36,-5.15,0.68,2.57,0.17,93.0,84.0,100.0
0.227,2.17,1.05,-4.79,0.72,2.72,0.24,93.0,84.0,100.0
0.239,2.17,1.05,-4.79,0.72,2.72,0.24,93.0,84.0,100.0
0.252,1.89,0.52,-4.9,0.74,2.99,0.32,100.0,67.0,100.0
0.263,1.89,0.52,-4.9,0.74,2.99,0.32,100.0,67.0,100.0
0.275,1.79,0.13,-4.84,0.74,3.53,0.4,100.0,67.0,100.0
0.287,2.06,0.18,-4.53,0.72,4.24,0.48,100.0,67.0,100.0
0.299,2.06,0.18,-4.53,0.72,4.24,0.48,100.0,67.0,100.0
0.311,2.78,0.47,-4.21,0.7,4.99,0.58,100.0,67.0,100.0
0.322,2.78,0.47,-4.21,0.7,4.99,0.58,100.0,67.0,100.0
0.334,3.56,0.49,-3.63,0.66,5.72,0.7,100.0,67.0,100.0
0.347,4.55,0.5,-3.08,0.62,6.25,0.81,100.0,67.0,100.0
0.359,4.55,0.5,-3.08,0.62,6.25,0.81,100.0,67.0,100.0
0.37,5.74,0.69,-2.57,0.56,6.55,0.9,100.0,34.0,100.0
0.382,5.74,0.69,-2.57,0.56,6.55,0.9,100.0,34.0,100.0
0.393,6.73,0.52,-1.83,0.49,6.67,0.95,100.0,34.0,100.0
0.407,7.62,0.27,-0.87,0.42,6.6,0.95,100.0,34.0,100.0
0.418,7.62,0.27,-0.87,0.42,6.6,0.95,100.0,34.0,100.0
0.43,8.58,0.13,0.06,0.35,6.33,0.92,100.0,34.0,100.0
0.442,8.58,0.13,0.06,0.35,6.33,0.92,100.0,34.0,100.0
0.456,9.31,0.29,0.9,0.28,5.9,0.88,100.0,34.0,100.0
0.467,10.23,0.38,1.79,0.22,5.29,0.83,100.0,34.0,100.0
0.479,10.23,0.38,1.79,0.22,5.29,0.83,100.0,34.0,100.0
0.49,10.82,-0.67,2.54,0.16,4.5,0.76,100.0,34.0,100.0
0.503,10.82,-0.67,2.54,0.16,4.5,0.76,100.0,34.0,100.0
0.515,10.47,-1.89,3.34,0.13,3.52,0.64,100.0,34.0,100.0
0.527,10.02,-2.13,3.72,0.11,2.43,0.49,100.0,34.0,100.0
0.539,10.02,-2.13,3.72,0.11,2.43,0.49,100.0,34.0,100.0
0.551,9.62,-1.77,3.45,0.11,1.51,0.33,100.0,34.0,100.0
0.564,9.62,-1.77,3.45,0.11,1.51,0.33,100.0,34.0,100.0
0.576,9.05,-1.68,3.48,0.12,1.0,0.19,100.0,34.0,100.0
0.587,9.09,-1.35,3.65,0.11,0.82,0.07,100.0,34.0,100.0
0.599,9.09,-1.35,3.65,0.11,0.82,0.07,100.0,34.0,100.0
