time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.058,7.62,0.2,2.72,-0.02,3.56,0.15,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.069,7.62,0.2,2.72,-0.02,3.56,0.15,100.0,100.0,100.0,8.093380010848373,173.20508075688772,204.15717186257282,-0.016048003402080523,2.8565446055703325,0.12036002551560392,0.10671447963800905,0.002800904977375566,0.038092307692307696,0.0,0.0,0.0
0.081,7.22,0.21,2.95,-0.05,3.77,0.14,100.0,100.0,100.0,8.093380010848373,173.20508075688772,204.15717186257282,-0.03209600680416105,5.713089211140665,0.24072005103120783,0.2134289592760181,0.005601809954751132,0.07618461538461539,0.0014944855858807149,3.922534346143609e-05,0.0005334646710755309
0.168,3.07,-0.89,8.07,-0.15,4.6,0.14,100.0,100.0,100.0,7.802243267163617,173.20508075688772,216.1729594385412,-0.07221601530936235,8.738137852432843,0.3530560748457715,0.314541628959276,0.008542760180995475,0.11749796380090499,0.004483456757642145,0.00011767603038430826,0.0016003940132265926
0.18,2.93,-1.11,11.75,-0.31,4.84,0.12,100.0,100.0,100.0,8.679971198108898,173.20508075688772,263.8226459453092,-0.19257604082496627,12.429178634911363,0.46539209866033515,0.35753552036199093,-0.003921266968325791,0.23051447963800906,0.008888462828361417,0.00023731332794168833,0.0032458971714338365
0.192,2.93,-1.11,11.75,-0.31,4.84,0.12,100.0,100.0,100.0,12.160571532621319,173.20508075688772,277.96485125733324,-0.44132009355721435,16.31279545821485,0.5616801190728182,0.398568778280543,-0.01946628959276018,0.3950676470588235,0.013895577921213733,0.00018239784709567783,0.0064741429383100265
0.20400000000000001,1.62,-1.18,12.77,-0.58,4.97,0.1,-72.0,100.0,100.0,12.160571532621319,173.20508075688772,277.96485125733324,-0.6900641462894624,20.196412281518334,0.6579681394853014,0.43960203619909505,-0.03501131221719457,0.559620814479638,0.019477344295776088,-9.021828996130294e-05,0.012006877633545587
0.218,0.4,-1.0,12.71,-0.86,5.03,0.04,-72.0,100.0,100.0,12.926318114606339,158.694675399019,286.74977853635585,-1.1554562449497976,24.184341126935344,0.738208156495704,0.46228936651583713,-0.0515366515837104,0.7384585972850678,0.025633761952048483,-0.0005805350832292541,0.019844101257140517
0.23,0.4,-1.0,12.71,-0.86,5.03,0.04,-72.0,100.0,100.0,12.755551732481038,158.694675399019,292.38873310652866,-1.8455203912392601,28.220413982558597,0.7703041632998651,0.46789117647058825,-0.06554117647058823,0.916456108597285,0.03210790489035851,-0.0013022814029196778,0.03018586306074814
0.241,-0.47,-0.77,11.75,-1.11,5.11,-0.05,-72.0,100.0,100.0,12.755551732481038,158.694675399019,292.38873310652866,-2.535584537528723,32.25648683818185,0.8024001701040261,0.4734929864253394,-0.07954570135746605,1.094453619909502,0.038660498515591404,-0.002220154439917282,0.043020395441330024
