time,ax,ay,az,gx,gy,gz,mx,my,mz
0.001,-0.59,0.46,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.013,-0.59,0.46,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.024,-0.6,0.46,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.085,-0.64,0.47,-10.0,-0.0,0.01,-0.0,8.0,30.0,-100.0
0.097,-0.64,0.47,-10.0,-0.0,0.01,-0.0,8.0,30.0,-100.0
0.109,-0.62,0.47,-10.01,0.0,0.02,-0.0,8.0,30.0,-100.0
0.121,-0.59,0.45,-10.01,-0.0,0.03,-0.0,8.0,30.0,-100.0
0.134,-0.59,0.45,-10.01,-0.0,0.03,-0.0,8.0,30.0,-100.0
0.146,-0.57,0.45,-9.99,-0.0,0.03,-0.0,8.0,30.0,-100.0
0.157,-0.57,0.45,-9.99,-0.0,0.03,-0.0,8.0,30.0,-100.0
0.169,-0.54,0.46,-10.02,-0.0,0.02,-0.0,8.0,30.0,-100.0
0.18,-0.55,0.45,-9.99,-0.0,0.0,-0.0,8.0,30.0,-100.0
0.193,-0.55,0.45,-9.99,-0.0,0.0,-0.0,8.0,30.0,-100.0
0.205,-0.57,0.45,-9.99,-0.0,-0.0,-0.0,8.0,30.0,-100.0
0.217,-0.57,0.45,-9.99,-0.0,-0.0,-0.0,8.0,30.0,-100.0
0.228,-0.59,0.45,-10.01,0.0,-0.0,-0.0,8.0,30.0,-100.0
0.241,-0.6,0.46,-9.98,0.0,-0.0,-0.0,8.0,30.0,-100.0
0.253,-0.6,0.46,-9.98,0.0,-0.0,-0.0,8.0,30.0,-100.0
0.265,-0.57,0.46,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.276,-0.57,0.46,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.289,-0.58,0.46,-10.02,-0.0,0.0,-0.0,8.0,30.0,-100.0
0.301,-0.57,0.45,-10.0,-0.0,-0.0,-0.0,8.0,30.0,-100.0
0.313,-0.57,0.45,-10.0,-0.0,-0.0,-0.0,8.0,30.0,-100.0
0.324,-0.58,0.46,-9.99,-0.0,-0.0,-0.0,8.0,30.0,-100.0
0.338,-0.59,0.46,-10.01,0.0,-0.0,-0.0,8.0,30.0,-100.0
0.35,-0.59,0.46,-10.01,0.0,-0.0,-0.0,8.0,30.0,-100.0
0.361,-0.6,0.47,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.372,-0.6,0.47,-10.0,0.0,0.0,-0.0,8.0,30.0,-100.0
0.386,-0.59,0.46,-9.98,-0.0,0.01,-0.0,8.0,30.0,-100.0
0.397,-0.59,0.46,-9.98,-0.0,0.01,-0.0,8.0,30.0,-100.0
0.409,-0.57,0.45,-9.99,0.0,0.01,-0.0,8.0,30.0,-100.0
0.42,-0.58,0.45,-9.99,0.0,0.01,-0.0,8.0,30.0,-100.0
0.433,-0.58,0.45,-9.99,0.0,0.01,-0.0,8.0,30.0,-100.0
0.445,-0.63,0.46,-10.0,-0.0,0.01,-0.0,8.0,30.0,-100.0
0.456,-0.63,0.46,-10.0,-0.0,0.01,-0.0,8.0,30.0,-100.0
0.468,-0.63,0.46,-10.01,-0.0,0.03,-0.0,8.0,30.0,-100.0
0.48,-0.62,0.46,-10.0,-0.0,0.06,0.0,8.0,30.0,-100.0
0.493,-0.62,0.46,-10.0,-0.0,0.06,0.0,8.0,30.0,-100.0
0.505,-0.59,0.45,-10.0,-0.0,0.08,0.0,8.0,30.0,-100.0
0.517,-0.59,0.45,-10.0,-0.0,0.08,0.0,8.0,30.0,-100.0
0.529,-0.58,0.46,-10.0,-0.0,0.09,0.0,8.0,30.0,-100.0
0.543,-0.53,0.48,-9.98,0.0,0.11,0.0,8.0,30.0,-100.0
0.555,-0.53,0.48,-9.98,0.0,0.11,0.0,8.0,30.0,-100.0
0.566,-0.57,0.48,-10.0,0.0,0.12,0.0,8.0,30.0,-100.0
0.578,-0.57,0.48,-10.0,0.0,0.12,0.0,8.0,30.0,-100.0
0.591,-0.63,0.47,-10.11,0.0,0.16,0.0,8.0,30.0,-100.0
0.603,-0.55,0.46,-10.06,-0.0,0.21,0.01,8.0,30.0,-100.0
0.614,-0.55,0.46,-10.06,-0.0,0.21,0.01,8.0,30.0,-100.0
0.627,-0.41,0.46,-10.02,-0.0,0.26,0.01,8.0,30.0,-100.0
0.641,-0.33,0.47,-10.05,-0.01,0.27,0.01,8.0,30.0,-100.0
0.653,-0.33,0.47,-10.05,-0.01,0.27,0.01,8.0,30.0,-100.0
0.664,-0.48,0.51,-10.52,-0.01,0.29,0.01,8.0,30.0,-100.0
0.675,-0.48,0.51,-10.52,-0.01,0.29,0.01,8.0,30.0,-100.0
0.686,-0.25,0.47,-9.96,-0.03,0.36,0.01,8.0,30.0,-100.0
0.7,0.02,0.6,-10.15,-0.02,0.41,0.02,8.0,30.0,-100.0
0.711,0.02,0.6,-10.15,-0.02,0.41,0.02,8.0,30.0,-100.0
0.723,0.93,1.51,-11.47,-0.02,0.58,0.05,8.0,30.0,-100.0
0.735,0.93,1.51,-11.47,-0.02,0.58,0.05,8.0,30.0,-100.0
0.739,0.93,1.51,-11.47,-0.02,0.58,0.05,8.0,30.0,-100.0
0.818,3.02,0.01,-12.96,0.22,0.53,0.44,8.0,30.0,-100.0
0.894,3.75,0.56,-12.79,0.41,0.7,0.96,8.0,30.0,-100.0
0.973,3.29,-0.45,-10.43,0.38,1.48,1.58,8.0,30.0,-100.0
1.062,5.44,-1.61,-7.42,-0.23,2.58,2.07,8.0,30.0,-100.0
1.074,5.44,-1.61,-7.42,-0.23,2.58,2.07,8.0,30.0,-100.0
1.086,5.18,-1.65,-6.6,-0.46,2.62,2.11,8.0,30.0,-100.0
1.098,5.18,-1.65,-6.6,-0.46,2.62,2.11,8.0,30.0,-100.0
1.111,5.69,-1.49,-6.34,-0.71,2.69,2.11,8.0,30.0,-100.0
1.123,6.09,-1.14,-5.31,-0.97,2.8,2.09,8.0,30.0,-100.0
1.135,6.09,-1.14,-5.31,-0.97,2.8,2.09,8.0,30.0,-100.0
1.146,5.54,-0.92,-4.43,-1.23,2.9,2.02,8.0,30.0,-100.0
1.159,5.14,-0.85,-3.17,-1.5,2.91,1.93,8.0,30.0,-100.0
1.171,5.14,-0.85,-3.17,-1.5,2.91,1.93,8.0,30.0,-100.0
1.182,5.52,-0.48,-2.21,-1.75,2.88,1.83,8.0,30.0,-100.0
1.193,5.52,-0.48,-2.21,-1.75,2.88,1.83,8.0,30.0,-100.0
1.205,5.62,-0.34,-2.23,-2.0,2.97,1.74,8.0,30.0,-100.0
1.218,5.62,-0.34,-2.23,-2.0,2.97,1.74,8.0,30.0,-100.0
1.229,5.79,-0.05,-2.6,-2.24,3.19,1.63,8.0,30.0,-100.0
1.241,5.95,0.26,-2.23,-2.46,3.46,1.51,8.0,30.0,-100.0
1.253,5.95,0.26,-2.23,-2.46,3.46,1.51,8.0,30.0,-100.0
1.266,6.5,0.51,-1.92,-2.66,3.51,1.36,8.0,30.0,-100.0
1.278,6.5,0.51,-1.92,-2.66,3.51,1.36,8.0,30.0,-100.0
1.29,6.89,0.49,-1.81,-2.84,3.38,1.2,8.0,30.0,-100.0
1.301,7.21,0.48,-2.06,-2.99,3.17,1.03,8.0,30.0,-100.0
1.314,7.21,0.48,-2.06,-2.99,3.17,1.03,8.0,30.0,-100.0
1.326,7.36,0.49,-2.37,-3.1,3.02,0.86,8.0,30.0,-100.0
1.337,7.36,0.49,-2.37,-3.1,3.02,0.86,8.0,30.0,-100.0
1.349,7.44,0.67,-2.43,-3.18,3.0,0.69,8.0,30.0,-100.0
1.362,8.03,1.12,-2.26,-3.21,3.09,0.51,8.0,30.0,-100.0
1.373,8.03,1.12,-2.26,-3.21,3.09,0.51,8.0,30.0,-100.0
1.385,8.91,1.09,-2.21,-3.22,3.21,0.36,8.0,30.0,-100.0
1.396,8.91,1.09,-2.21,-3.22,3.21,0.36,8.0,30.0,-100.0
1.408,9.1,1.1,-1.75,-3.21,3.32,0.2,8.0,30.0,-100.0
1.421,8.84,1.2,-0.53,-3.16,3.25,0.06,8.0,30.0,-100.0
1.433,8.84,1.2,-0.53,-3.16,3.25,0.06,8.0,30.0,-100.0
1.445,8.94,1.3,0.45,-3.04,2.77,-0.06,8.0,30.0,-100.0
1.456,8.94,1.3,0.45,-3.04,2.77,-0.06,8.0,30.0,-100.0
1.469,8.73,1.26,-0.37,-2.81,1.88,-0.15,8.0,30.0,-100.0
1.481,8.65,1.36,-0.7,-2.59,1.29,-0.18,8.0,30.0,-100.0
1.493,8.65,1.36,-0.7,-2.59,1.29,-0.18,8.0,30.0,-100.0
1.504,7.83,1.47,-0.28,-2.46,1.19,-0.1,8.0,30.0,-100.0
1.517,7.83,1.47,-0.28,-2.46,1.19,-0.1,8.0,30.0,-100.0
1.528,8.31,1.28,0.73,-2.38,1.34,0.05,8.0,30.0,-100.0
1.54,8.62,0.77,0.26,-2.26,1.58,0.1,8.0,30.0,-100.0
1.551,8.62,0.77,0.26,-2.26,1.58,0.1,8.0,30.0,-100.0
1.564,9.2,0.13,0.35,-2.11,2.25,0.08,8.0,30.0,-100.0
1.576,9.2,0.13,0.35,-2.11,2.25,0.08,8.0,30.0,-100.0
1.588,10.04,0.18,1.28,-1.97,3.19,0.03,8.0,30.0,-100.0
1.6,10.85,1.0,2.57,-1.83,4.03,-0.02,8.0,30.0,-100.0
1.611,10.85,1.0,2.57,-1.83,4.03,-0.02,8.0,30.0,-100.0
1.624,10.55,2.33,4.02,-1.72,4.53,-0.05,8.0,30.0,-100.0
1.635,10.55,2.33,4.02,-1.72,4.53,-0.05,8.0,30.0,-100.0
1.647,9.52,3.13,4.24,-1.65,4.45,-0.08,8.0,30.0,-100.0
1.658,9.52,3.13,4.24,-1.65,4.45,-0.08,8.0,30.0,-100.0
1.671,8.62,3.09,3.39,-1.57,3.99,-0.13,8.0,30.0,-100.0
1.683,7.35,2.12,2.76,-1.45,3.49,-0.21,8.0,30.0,-100.0
1.694,7.35,2.12,2.76,-1.45,3.49,-0.21,8.0,30.0,-100.0
1.706,5.96,1.63,2.26,-1.32,3.04,-0.33,8.0,30.0,-100.0
1.719,5.96,1.63,2.26,-1.32,3.04,-0.33,8.0,30.0,-100.0
1.731,5.9,2.01,3.03,-1.21,2.63,-0.45,8.0,30.0,-100.0
1.743,6.34,2.08,3.46,-1.11,1.99,-0.58,8.0,30.0,-100.0
1.754,6.34,2.08,3.46,-1.11,1.99,-0.58,8.0,30.0,-100.0
1.767,6.4,1.2,3.08,-0.99,1.2,-0.71,8.0,30.0,-100.0
1.779,6.4,1.2,3.08,-0.99,1.2,-0.71,8.0,30.0,-100.0
1.791,6.51,0.83,3.8,-0.85,0.49,-0.84,8.0,30.0,-100.0
1.802,6.57,0.71,4.26,-0.71,-0.2,-0.96,8.0,30.0,-100.0
1.814,6.57,0.71,4.26,-0.71,-0.2,-0.96,8.0,30.0,-100.0
1.826,8.79,-1.7,4.63,-0.6,-0.77,-1.05,8.0,30.0,-100.0
1.838,8.79,-1.7,4.63,-0.6,-0.77,-1.05,8.0,30.0,-100.0
1.849,5.67,-0.75,9.94,0.05,0.31,-1.65,8.0,30.0,-100.0
1.861,5.9,2.71,5.92,0.58,1.55,-1.98,8.0,30.0,-100.0
1.874,5.9,2.71,5.92,0.58,1.55,-1.98,8.0,30.0,-100.0
1.886,28.65,-1.56,11.84,0.13,0.69,-0.59,8.0,30.0,-100.0
1.897,28.65,-1.56,11.84,0.13,0.69,-0.59,8.0,30.0,-100.0
1.909,-3.05,-2.3,-4.69,-0.01,1.97,0.29,8.0,30.0,-100.0
1.922,19.79,1.25,18.16,0.23,2.99,0.08,8.0,30.0,-100.0
1.933,19.79,1.25,18.16,0.23,2.99,0.08,8.0,30.0,-100.0
1.945,1.94,1.59,7.47,0.12,2.45,0.18,8.0,30.0,-100.0
1.956,1.94,1.59,7.47,0.12,2.45,0.18,8.0,30.0,-100.0
1.97,5.26,1.31,9.69,0.04,2.28,0.11,8.0,30.0,-100.0
1.981,3.76,0.62,9.06,-0.04,2.21,0.07,8.0,30.0,-100.0
1.993,3.76,0.62,9.06,-0.04,2.21,0.07,8.0,30.0,-100.0
2.005,3.08,0.4,10.51,-0.07,1.99,0.03,8.0,30.0,-100.0
2.017,3.08,0.4,10.51,-0.07,1.99,0.03,8.0,30.0,-100.0
2.031,3.24,0.38,10.14,-0.03,1.67,0.04,8.0,30.0,-100.0
