time,ax,ay,az,gx,gy,gz,mx,my,mz
0.002,9.6,0.16,-1.23,-0.0,-0.01,0.0,77.0,39.0,-34.0
0.014,9.6,0.16,-1.23,-0.0,-0.01,0.0,77.0,39.0,-34.0
0.026,9.59,0.16,-1.2,0.0,-0.01,0.0,77.0,39.0,-34.0
0.088,9.56,0.13,-1.09,0.0,-0.02,-0.0,77.0,39.0,-34.0
0.1,9.55,0.12,-1.13,0.0,-0.04,-0.01,73.0,39.0,-34.0
0.112,9.55,0.12,-1.13,0.0,-0.04,-0.01,73.0,39.0,-34.0
0.124,9.54,0.11,-0.79,-0.0,-0.06,-0.01,73.0,39.0,-34.0
0.135,9.54,0.11,-0.79,-0.0,-0.06,-0.01,73.0,39.0,-34.0
0.147,9.72,0.4,-1.67,-0.01,-0.05,-0.01,73.0,39.0,-34.0
0.159,9.63,0.25,-1.56,0.01,0.01,0.0,73.0,39.0,-34.0
0.171,9.63,0.25,-1.56,0.01,0.01,0.0,73.0,39.0,-34.0
0.183,9.6,0.22,-1.26,0.02,0.07,0.02,73.0,39.0,-34.0
0.196,9.6,0.22,-1.26,0.02,0.07,0.02,73.0,39.0,-34.0
0.209,9.8,0.45,-2.2,-0.01,0.02,0.01,73.0,39.0,-34.0
0.221,9.72,-0.07,-1.57,0.02,0.07,0.02,75.0,41.0,-31.0
0.232,9.72,-0.07,-1.57,0.02,0.07,0.02,75.0,41.0,-31.0
0.246,9.51,-0.16,-1.74,0.08,0.11,0.03,75.0,41.0,-31.0
0.258,12.22,0.44,-3.42,0.07,0.17,0.04,75.0,41.0,-31.0
0.269,12.22,0.44,-3.42,0.07,0.17,0.04,75.0,41.0,-31.0
0.28,13.61,0.66,-4.33,0.13,0.8,0.12,75.0,41.0,-31.0
0.292,13.61,0.66,-4.33,0.13,0.8,0.12,75.0,41.0,-31.0
0.296,13.61,0.66,-4.33,0.13,0.8,0.12,75.0,41.0,-31.0
0.375,12.37,1.83,-0.37,0.96,3.17,0.51,79.0,39.0,-20.0
0.453,11.28,1.09,1.33,2.04,2.0,1.11,79.0,39.0,-20.0
0.532,9.1,1.61,2.57,2.69,1.46,1.69,86.0,30.0,4.0
0.622,5.52,0.86,4.29,2.69,1.18,2.47,95.0,8.0,9.0
0.634,5.52,0.86,4.29,2.69,1.18,2.47,95.0,8.0,9.0
0.645,5.2,0.68,4.44,2.64,1.07,2.61,95.0,8.0,9.0
0.657,4.87,0.52,4.73,2.6,0.92,2.73,95.0,8.0,9.0
0.669,4.87,0.52,4.73,2.6,0.92,2.73,95.0,8.0,9.0
0.682,4.23,0.26,5.0,2.56,0.82,2.81,95.0,8.0,9.0
0.694,4.23,0.26,5.0,2.56,0.82,2.81,95.0,8.0,9.0
0.705,3.4,0.34,4.69,2.52,0.72,2.85,95.0,8.0,9.0
0.717,3.17,0.51,5.51,2.5,0.78,2.85,95.0,8.0,9.0
0.728,3.17,0.51,5.51,2.5,0.78,2.85,88.0,-14.0,25.0
0.742,2.95,0.61,5.74,2.44,0.93,2.82,88.0,-14.0,25.0
0.753,2.95,0.61,5.74,2.44,0.93,2.82,88.0,-14.0,25.0
0.765,2.44,0.22,5.96,2.34,1.16,2.79,88.0,-14.0,25.0
0.776,2.44,0.22,5.96,2.34,1.16,2.79,88.0,-14.0,25.0
0.788,1.81,0.17,5.76,2.22,1.45,2.75,88.0,-14.0,25.0
0.8,1.8,0.46,6.16,2.06,1.81,2.71,88.0,-14.0,25.0
0.812,1.8,0.46,6.16,2.06,1.81,2.71,88.0,-14.0,25.0
0.824,2.09,0.22,6.98,1.86,2.09,2.67,88.0,-14.0,25.0
0.837,2.09,0.22,6.98,1.86,2.09,2.67,88.0,-14.0,25.0
0.849,2.5,-0.01,7.23,1.67,2.13,2.59,77.0,-35.0,44.0
0.86,2.54,-0.24,8.24,1.56,1.88,2.47,77.0,-35.0,44.0
0.872,2.54,-0.24,8.24,1.56,1.88,2.47,77.0,-35.0,44.0
0.884,1.93,-0.48,9.26,1.48,1.45,2.3,77.0,-35.0,44.0
0.897,1.93,-0.48,9.26,1.48,1.45,2.3,77.0,-35.0,44.0
0.909,1.91,-0.34,10.22,1.35,1.11,2.12,77.0,-35.0,44.0
0.921,2.51,0.03,11.46,1.15,1.01,1.96,77.0,-35.0,44.0
0.932,2.51,0.03,11.46,1.15,1.01,1.96,77.0,-35.0,44.0
0.945,2.56,-0.1,11.55,0.91,1.01,1.81,77.0,-35.0,44.0
0.957,2.56,-0.1,11.55,0.91,1.01,1.81,77.0,-35.0,44.0
0.968,2.53,-0.48,11.32,0.71,0.93,1.66,77.0,-35.0,44.0
