time,ax,ay,az,gx,gy,gz,mx,my,mz
0.002,-10.02,0.11,-0.32,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.014,-10.02,0.1,-0.34,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.026,-10.02,0.1,-0.34,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.087,-10.01,0.09,-0.32,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.098,-10.02,0.11,-0.31,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.109,-10.02,0.11,-0.31,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.121,-10.01,0.11,-0.3,0.0,-0.01,-0.0,-95.0,45.0,-33.0
0.133,-10.01,0.1,-0.33,0.0,-0.01,-0.0,-100.0,47.0,-36.0
0.145,-10.01,0.1,-0.33,0.0,-0.01,-0.0,-100.0,47.0,-36.0
0.157,-10.01,0.1,-0.33,0.0,-0.01,0.0,-100.0,47.0,-36.0
0.169,-10.01,0.1,-0.33,0.0,-0.01,0.0,-100.0,47.0,-36.0
0.181,-10.0,0.1,-0.32,0.0,-0.01,-0.0,-100.0,47.0,-36.0
0.193,-10.01,0.11,-0.32,0.0,-0.01,0.0,-100.0,47.0,-36.0
0.205,-10.01,0.11,-0.32,0.0,-0.01,0.0,-100.0,47.0,-36.0
0.217,-10.02,0.1,-0.3,0.0,-0.01,0.0,-100.0,47.0,-36.0
0.23,-10.02,0.1,-0.3,0.0,-0.01,0.0,-100.0,47.0,-36.0
0.241,-10.01,0.11,-0.33,0.0,-0.01,-0.0,-100.0,47.0,-36.0
0.252,-10.02,0.11,-0.33,0.0,-0.01,0.0,-95.0,47.0,-36.0
0.264,-10.02,0.11,-0.33,0.0,-0.01,0.0,-95.0,47.0,-36.0
0.277,-10.02,0.1,-0.31,0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.289,-10.02,0.1,-0.31,0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.3,-10.02,0.1,-0.3,-0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.312,-10.02,0.08,-0.32,0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.323,-10.02,0.08,-0.32,0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.336,-10.0,0.11,-0.32,-0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.348,-10.0,0.11,-0.32,-0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.359,-10.03,0.11,-0.3,-0.0,-0.01,0.0,-95.0,47.0,-36.0
0.371,-10.03,0.11,-0.31,0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.384,-10.03,0.11,-0.31,0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.396,-10.03,0.11,-0.32,-0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.407,-10.03,0.11,-0.32,-0.0,-0.01,-0.0,-95.0,47.0,-36.0
0.419,-9.92,-0.01,-0.07,0.0,-0.0,0.0,-95.0,47.0,-36.0
0.433,-10.01,0.11,-0.15,0.01,0.01,0.0,-95.0,47.0,-36.0
0.445,-10.01,0.11,-0.15,0.01,0.01,0.0,-95.0,47.0,-36.0
0.457,-10.1,0.14,-0.39,0.0,0.0,0.0,-95.0,47.0,-36.0
0.468,-10.1,0.14,-0.39,0.0,0.0,0.0,-95.0,47.0,-36.0
0.482,-10.3,0.36,-1.21,-0.01,-0.02,-0.0,-95.0,47.0,-36.0
0.494,-9.65,-0.06,1.06,-0.0,-0.07,-0.02,-95.0,47.0,-36.0
0.506,-9.65,-0.06,1.06,-0.0,-0.07,-0.02,-95.0,47.0,-36.0
0.517,-10.16,0.28,-1.47,-0.02,0.01,0.01,-98.0,52.0,-36.0
0.53,-10.16,0.28,-1.47,-0.02,0.01,0.01,-98.0,52.0,-36.0
0.542,-9.91,0.03,0.0,0.01,-0.03,-0.01,-98.0,52.0,-36.0
0.553,-10.13,0.16,-0.69,-0.01,-0.02,0.0,-98.0,52.0,-36.0
0.565,-10.13,0.16,-0.69,-0.01,-0.02,0.0,-98.0,52.0,-36.0
0.578,-10.13,0.16,-0.22,0.01,-0.05,-0.01,-98.0,52.0,-36.0
0.589,-10.13,0.16,-0.22,0.01,-0.05,-0.01,-98.0,52.0,-36.0
0.601,-10.87,0.1,-1.99,0.01,-0.16,-0.01,-98.0,52.0,-36.0
0.612,-11.39,0.79,-1.07,-0.02,-0.58,-0.03,-98.0,52.0,-36.0
0.624,-11.39,0.79,-1.07,-0.02,-0.58,-0.03,-98.0,52.0,-36.0
0.636,-11.55,1.77,-0.61,-0.07,-1.27,-0.05,-95.0,47.0,-28.0
0.648,-11.55,1.77,-0.61,-0.07,-1.27,-0.05,-95.0,47.0,-28.0
0.659,-11.48,2.13,1.03,-0.11,-2.12,-0.09,-95.0,47.0,-28.0
0.673,-11.04,2.41,1.68,-0.14,-2.97,-0.1,-95.0,47.0,-28.0
0.684,-11.04,2.41,1.68,-0.14,-2.97,-0.1,-95.0,47.0,-28.0
0.695,-11.17,2.87,3.37,-0.17,-3.65,-0.04,-95.0,47.0,-28.0
0.707,-11.17,2.87,3.37,-0.17,-3.65,-0.04,-95.0,47.0,-28.0
0.72,-11.72,3.03,3.31,-0.16,-3.98,0.12,-95.0,47.0,-28.0
0.732,-12.28,3.52,4.14,-0.13,-3.96,0.31,-95.0,47.0,-28.0
0.744,-12.28,3.52,4.14,-0.13,-3.96,0.31,-95.0,47.0,-28.0
0.756,-11.93,4.32,4.53,-0.09,-3.46,0.49,-93.0,49.0,7.0
0.769,-11.93,4.32,4.53,-0.09,-3.46,0.49,-93.0,49.0,7.0
0.781,-11.15,5.08,4.62,-0.06,-2.53,0.65,-93.0,49.0,7.0
0.793,-10.46,5.27,4.58,-0.06,-1.51,0.79,-93.0,49.0,7.0
0.805,-10.46,5.27,4.58,-0.06,-1.51,0.79,-93.0,49.0,7.0
0.818,-10.02,5.26,4.55,-0.1,-0.56,0.92,-93.0,49.0,7.0
0.83,-10.02,5.26,4.55,-0.1,-0.56,0.92,-93.0,49.0,7.0
0.842,-9.61,5.35,4.75,-0.16,0.16,1.06,-93.0,49.0,7.0
0.853,-9.11,5.37,4.54,-0.23,0.46,1.18,-93.0,49.0,7.0
0.865,-9.11,5.37,4.54,-0.23,0.46,1.18,-93.0,49.0,7.0
0.877,-8.35,5.18,4.5,-0.33,0.34,1.3,-88.0,64.0,12.0
0.889,-8.35,5.18,4.5,-0.33,0.34,1.3,-88.0,64.0,12.0
0.901,-7.68,4.96,4.44,-0.42,-0.05,1.43,-88.0,64.0,12.0
0.913,-7.22,4.63,4.51,-0.52,-0.5,1.59,-88.0,64.0,12.0
0.926,-7.22,4.63,4.51,-0.52,-0.5,1.59,-88.0,64.0,12.0
0.938,-6.46,4.56,4.67,-0.61,-0.88,1.79,-88.0,64.0,12.0
0.95,-6.46,4.56,4.67,-0.61,-0.88,1.79,-88.0,64.0,12.0
0.961,-5.59,4.79,4.8,-0.7,-0.99,2.01,-88.0,64.0,12.0
0.974,-4.98,5.04,4.71,-0.8,-0.74,2.25,-88.0,64.0,12.0
0.985,-4.98,5.04,4.71,-0.8,-0.74,2.25,-88.0,64.0,12.0
0.997,-4.69,5.21,4.59,-0.92,-0.3,2.49,-88.0,64.0,12.0
1.009,-4.69,5.21,4.59,-0.92,-0.3,2.49,-88.0,64.0,12.0
1.02,-4.57,5.42,4.69,-1.05,0.15,2.72,-78.0,82.0,23.0
1.033,-4.64,5.5,4.77,-1.2,0.51,2.93,-78.0,82.0,23.0
1.045,-4.64,5.5,4.77,-1.2,0.51,2.93,-78.0,82.0,23.0
1.057,-4.91,5.49,4.85,-1.35,0.66,3.1,-78.0,82.0,23.0
1.068,-4.91,5.49,4.85,-1.35,0.66,3.1,-78.0,82.0,23.0
1.081,-5.19,5.63,4.8,-1.49,0.62,3.25,-78.0,82.0,23.0
1.093,-5.18,5.75,4.67,-1.62,0.46,3.37,-78.0,82.0,23.0
1.104,-5.18,5.75,4.67,-1.62,0.46,3.37,-78.0,82.0,23.0
1.115,-4.94,5.56,4.49,-1.72,0.3,3.48,-78.0,82.0,23.0
1.129,-4.94,5.56,4.49,-1.72,0.3,3.48,-78.0,82.0,23.0
1.14,-4.79,5.42,4.22,-1.81,0.21,3.58,-52.0,100.0,34.0
1.152,-4.81,5.48,4.19,-1.88,0.2,3.67,-52.0,100.0,34.0
1.164,-4.81,5.48,4.19,-1.88,0.2,3.67,-52.0,100.0,34.0
1.177,-4.87,5.64,4.28,-1.93,0.26,3.75,-52.0,100.0,34.0
1.189,-4.87,5.64,4.28,-1.93,0.26,3.75,-52.0,100.0,34.0
1.2,-4.89,5.82,4.41,-1.99,0.32,3.81,-52.0,100.0,34.0
1.212,-5.05,6.19,4.62,-2.06,0.4,3.85,-52.0,100.0,34.0
1.224,-5.05,6.19,4.62,-2.06,0.4,3.85,-52.0,100.0,34.0
1.238,-5.02,6.58,4.8,-2.13,0.43,3.86,-52.0,100.0,34.0
1.25,-5.02,6.58,4.8,-2.13,0.43,3.86,-52.0,100.0,34.0
1.261,-4.7,6.55,4.87,-2.22,0.39,3.84,-2.0,100.0,63.0
1.273,-4.22,6.36,4.82,-2.3,0.28,3.81,-2.0,100.0,63.0
1.285,-4.22,6.36,4.82,-2.3,0.28,3.81,-2.0,100.0,63.0
1.297,-5.43,6.93,5.68,-2.37,0.21,3.79,-2.0,100.0,63.0
1.309,-5.43,6.93,5.68,-2.37,0.21,3.79,-2.0,100.0,63.0
1.32,-5.94,7.34,6.23,-2.44,0.27,3.77,-2.0,100.0,63.0
