time,ax,ay,az,gx,gy,gz,mx,my,mz
0.001,-8.02,0.61,-6.0,-0.01,-3.37,-0.0,-66.0,39.0,-74.0
0.013,-8.02,0.61,-6.0,-0.01,-3.37,-0.0,-66.0,39.0,-74.0
0.024,-7.87,1.03,-6.42,0.02,-3.36,0.02,-66.0,39.0,-74.0
0.086,-6.52,-0.1,-4.15,0.25,-3.58,-0.19,-66.0,39.0,-74.0
0.097,-6.52,-0.1,-4.15,0.25,-3.58,-0.19,-66.0,39.0,-74.0
0.109,-7.28,0.21,-2.88,0.22,-3.74,-0.12,-94.0,39.0,-50.0
0.12,-8.22,0.39,-2.03,0.15,-3.96,-0.1,-94.0,39.0,-50.0
0.134,-8.22,0.39,-2.03,0.15,-3.96,-0.1,-94.0,39.0,-50.0
0.145,-8.92,0.61,-1.49,0.1,-4.11,-0.13,-94.0,39.0,-50.0
0.157,-8.92,0.61,-1.49,0.1,-4.11,-0.13,-94.0,39.0,-50.0
0.168,-8.33,0.2,-1.31,0.05,-4.28,-0.21,-94.0,39.0,-50.0
0.179,-8.51,0.22,-5.32,0.09,-3.82,-0.11,-94.0,39.0,-50.0
0.192,-8.51,0.22,-5.32,0.09,-3.82,-0.11,-94.0,39.0,-50.0
0.204,-11.63,0.38,4.87,0.06,-3.63,-0.21,-94.0,39.0,-50.0
0.216,-11.63,0.38,4.87,0.06,-3.63,-0.21,-94.0,39.0,-50.0
0.228,-9.11,0.54,2.75,0.09,-4.03,-0.19,-100.0,45.0,-10.0
0.232,-9.11,0.54,2.75,0.09,-4.03,-0.19,-100.0,45.0,-10.0
0.31,-7.34,-0.25,4.58,0.06,-3.58,-0.19,-100.0,45.0,-10.0
0.388,-6.28,-0.11,6.59,0.04,-3.06,-0.16,-87.0,45.0,30.0
0.467,-4.42,-0.75,8.9,0.01,-2.39,-0.11,-87.0,45.0,30.0
0.557,-3.68,-0.66,9.8,-0.01,-1.18,-0.04,-71.0,49.0,56.0
0.568,-3.64,-0.5,9.86,0.01,-0.89,-0.05,-71.0,49.0,56.0
0.58,-3.7,-0.32,9.86,0.01,-0.64,-0.03,-71.0,49.0,56.0
0.592,-3.7,-0.32,9.86,0.01,-0.64,-0.03,-71.0,49.0,56.0
0.605,-3.75,-0.28,9.63,-0.01,-0.44,-0.01,-58.0,49.0,63.0
0.617,-3.75,-0.28,9.63,-0.01,-0.44,-0.01,-58.0,49.0,63.0
0.628,-4.07,-0.21,9.18,-0.01,-0.25,-0.0,-58.0,49.0,63.0
0.641,-4.74,-0.14,8.24,0.02,-0.18,-0.02,-58.0,49.0,63.0
0.654,-4.74,-0.14,8.24,0.02,-0.18,-0.02,-58.0,49.0,63.0
0.666,-5.28,-0.1,7.59,0.03,-0.31,-0.04,-58.0,49.0,63.0
0.677,-5.28,-0.1,7.59,0.03,-0.31,-0.04,-58.0,49.0,63.0
0.688,-6.01,-0.13,6.57,0.02,-0.65,-0.04,-58.0,49.0,63.0
0.702,-6.1,-0.24,5.81,0.01,-1.18,-0.06,-58.0,49.0,63.0
0.713,-6.1,-0.24,5.81,0.01,-1.18,-0.06,-58.0,49.0,63.0
0.725,-5.73,-0.22,5.6,0.01,-1.85,-0.09,-51.0,49.0,68.0
0.736,-5.73,-0.22,5.6,0.01,-1.85,-0.09,-51.0,49.0,68.0
0.749,-5.03,-0.1,5.29,0.02,-2.6,-0.12,-51.0,49.0,68.0
0.762,-4.29,-0.2,4.79,0.02,-3.38,-0.16,-51.0,49.0,68.0
0.774,-4.29,-0.2,4.79,0.02,-3.38,-0.16,-51.0,49.0,68.0
0.786,-3.16,-0.16,4.13,0.03,-4.21,-0.19,-51.0,49.0,68.0
0.797,-3.16,-0.16,4.13,0.03,-4.21,-0.19,-51.0,49.0,68.0
0.81,-1.88,-0.17,4.1,0.03,-5.16,-0.23,-51.0,49.0,68.0
0.822,9.66,15.67,-7.57,-0.42,-5.48,-0.05,-51.0,49.0,68.0
0.833,9.66,15.67,-7.57,-0.42,-5.48,-0.05,-51.0,49.0,68.0
0.845,0.36,4.17,-2.28,-0.2,-1.64,-0.14,-17.0,49.0,79.0
0.858,0.36,4.17,-2.28,-0.2,-1.64,-0.14,-17.0,49.0,79.0
0.869,-0.57,0.95,1.47,-0.27,-0.94,-0.23,-17.0,49.0,79.0
0.881,1.56,-0.37,2.46,-0.27,-0.89,-0.25,-17.0,49.0,79.0
0.893,1.56,-0.37,2.46,-0.27,-0.89,-0.25,-17.0,49.0,79.0
0.906,0.34,0.21,4.64,0.08,0.19,-0.43,-17.0,49.0,79.0
0.918,0.34,0.21,4.64,0.08,0.19,-0.43,-17.0,49.0,79.0
0.929,8.43,-0.19,6.24,0.47,1.99,-0.47,-17.0,49.0,79.0
0.941,2.45,-1.37,7.64,0.18,2.11,-0.13,-17.0,49.0,79.0
0.954,2.45,-1.37,7.64,0.18,2.11,-0.13,-17.0,49.0,79.0
0.965,0.44,-0.4,2.52,-0.05,-0.49,-0.08,-17.0,49.0,79.0
0.977,0.44,-0.4,2.52,-0.05,-0.49,-0.08,-17.0,49.0,79.0
0.988,3.79,0.17,10.15,-0.11,0.07,0.01,-24.0,50.0,79.0
1.0,-0.4,-0.87,8.38,0.15,0.35,0.12,-24.0,50.0,79.0
1.014,-0.4,-0.87,8.38,0.15,0.35,0.12,-24.0,50.0,79.0
1.025,-0.53,-0.15,9.2,0.09,0.18,-0.06,-24.0,50.0,79.0
1.037,-0.53,-0.15,9.2,0.09,0.18,-0.06,-24.0,50.0,79.0
1.049,-0.16,-0.22,10.3,0.02,0.06,-0.02,-24.0,50.0,79.0
1.062,-0.26,-0.25,10.94,-0.06,-0.13,0.05,-24.0,50.0,79.0
1.074,-0.26,-0.25,10.94,-0.06,-0.13,0.05,-24.0,50.0,79.0
1.085,-0.28,-0.31,10.71,-0.1,-0.25,0.01,-24.0,50.0,79.0
1.097,-0.28,-0.31,10.71,-0.1,-0.25,0.01,-24.0,50.0,79.0
1.11,0.71,-0.27,8.91,-0.1,-0.31,-0.05,-24.0,49.0,77.0
1.121,1.44,-0.14,8.48,-0.06,-0.19,-0.03,-24.0,49.0,77.0
1.133,1.44,-0.14,8.48,-0.06,-0.19,-0.03,-24.0,49.0,77.0
1.144,0.91,-0.36,9.08,0.02,0.06,0.02,-24.0,49.0,77.0
1.157,0.91,-0.36,9.08,0.02,0.06,0.02,-24.0,49.0,77.0
1.168,0.1,-0.46,10.47,0.07,0.19,0.03,-24.0,49.0,77.0
