time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.002,9.6,0.16,-1.23,-0.0,-0.01,0.0,77.0,39.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014,9.6,0.16,-1.23,-0.0,-0.01,0.0,77.0,39.0,-34.0,9.67979855162286,92.76852914647294,0.5729577951308232,0.0,-0.008065185682470735,0.0,0.13513348314606743,0.002252224719101124,-0.01731397752808989,0.0,0.0,0.0
0.026000000000000002,9.59,0.16,-1.2,0.0,-0.01,0.0,77.0,39.0,-34.0,9.67979855162286,92.76852914647294,0.5729577951308232,0.0,-0.01613037136494147,0.0,0.27026696629213487,0.004504449438202248,-0.03462795505617978,0.0019021935694988011,3.1703226158313354e-05,-0.00024371855109203388
0.088,9.56,0.13,-1.09,0.0,-0.02,-0.0,77.0,39.0,-34.0,9.666110903564059,92.76852914647294,0.5729577951308232,0.0,-0.024195557047412206,0.0,0.4052596853932585,0.0067566741573033716,-0.05151964044943821,0.005706580708496403,9.510967847494006e-05,-0.0007311556532761017
0.1,9.55,0.12,-1.13,0.0,-0.04,-0.01,73.0,39.0,-34.0,9.622816635476331,92.76852914647294,1.1459155902616465,0.0,-0.040325928412353676,0.0,0.5398301123595507,0.008586606741573034,-0.06686292134831462,0.011411179965357912,0.00019021935694988012,-0.0014563669516475196
0.112,9.55,0.12,-1.13,0.0,-0.04,-0.01,73.0,39.0,-34.0,9.617369702782565,89.47625383307015,2.362365508345388,0.0,-0.07258667114223662,-0.008065185682470735,0.674259775280899,0.010275775280898876,-0.08276925842696631,0.019010046985178643,0.00031108790667844975,-0.0023975564782224472
0.124,9.54,0.11,-0.79,-0.0,-0.06,-0.01,73.0,39.0,-34.0,9.617369702782565,89.47625383307015,2.362365508345388,0.0,-0.10484741387211956,-0.01613037136494147,0.8086894382022474,0.011964943820224718,-0.098675595505618,0.0285012003163237,0.0004557338760257544,-0.003562650039540463
0.135,9.54,0.11,-0.79,-0.0,-0.06,-0.01,73.0,39.0,-34.0,9.573285747328343,89.47625383307015,3.4851662076640553,0.0,-0.15323852796694395,-0.024195557047412206,0.9429783370786519,0.013513348314606741,-0.1097959550561798,0.039884639958793086,0.000624157264991794,-0.004951647635601567
0.147,9.72,0.4,-1.67,-0.01,-0.05,-0.01,73.0,39.0,-34.0,9.573285747328343,89.47625383307015,3.4851662076640553,0.0,-0.20162964206176837,-0.03226074272988294,1.0772672359550564,0.015061752808988764,-0.1209163146067416,0.053158384460951905,0.0008143766219416741,-0.006497179910819343
0.159,9.63,0.25,-1.56,0.01,0.01,0.0,73.0,39.0,-34.0,9.870526834976946,89.47625383307015,2.9771760352776773,-0.008065185682470735,-0.24195557047412203,-0.040325928412353676,1.2140898876404496,0.020692314606741573,-0.14442391011235958,0.06832243382280016,0.0010263919468753947,-0.008199246865193792
0.171,9.63,0.25,-1.56,0.01,0.01,0.0,73.0,39.0,-34.0,9.758739672724138,89.47625383307015,0.8102846845413955,0.0,-0.2338903847916513,-0.040325928412353676,1.3496456629213485,0.02421141573033708,-0.16638310112359556,0.08541245417376596,0.0013176653372048985,-0.010232216242595635
0.183,9.6,0.22,-1.26,0.02,0.07,0.02,73.0,39.0,-34.0,9.758739672724138,89.47625383307015,0.8102846845413955,0.008065185682470735,-0.22582519910918059,-0.040325928412353676,1.4852014382022474,0.027730516853932585,-0.1883422921348315,0.10441061244913524,0.001658475018406767,-0.012574292075041035
0.196,9.6,0.22,-1.26,0.02,0.07,0.02,73.0,39.0,-34.0,9.684833503989626,89.47625383307015,4.325736491635493,0.024195557047412206,-0.16936889933188543,-0.024195557047412206,1.6203349213483147,0.03082732584269663,-0.20607856179775286,0.12531690864890802,0.002048820990481,-0.01522547436252999
0.209,9.8,0.45,-2.2,-0.01,0.02,0.01,73.0,39.0,-34.0,9.684833503989626,89.47625383307015,4.325736491635493,0.040325928412353676,-0.11291259955459028,-0.008065185682470735,1.755468404494382,0.03392413483146067,-0.2238148314606742,0.14812539841817957,0.002482758898522914,-0.018126319556015662
0.221,9.72,-0.07,-1.57,0.02,0.07,0.02,75.0,41.0,-31.0,10.053979311695446,89.47625383307015,1.403454242220617,0.03226074272988294,-0.09678222818964881,0.0,1.893417168539326,0.040258516853932585,-0.25478292134831465,0.17283608175694992,0.0029602887425325087,-0.021276827655498053
