time,ax,ay,az,gx,gy,gz,mx,my,mz
0.001,0.3,-1.97,-8.18,-0.24,1.01,-0.41,-34.0,-69.0,-81.0
0.013,0.3,-1.97,-8.18,-0.24,1.01,-0.41,-34.0,-69.0,-81.0
0.025,0.77,-2.1,-8.08,-0.23,1.31,-0.47,-34.0,-69.0,-81.0
0.088,1.88,-1.08,-6.82,-0.25,1.82,-0.43,-24.0,-67.0,-89.0
0.1,1.78,-1.12,-7.01,-0.29,1.83,-0.27,-24.0,-67.0,-89.0
0.112,1.78,-1.12,-7.01,-0.29,1.83,-0.27,-24.0,-67.0,-89.0
0.124,1.8,-1.25,-7.36,-0.32,1.87,-0.17,-24.0,-67.0,-89.0
0.138,1.8,-1.25,-7.36,-0.32,1.87,-0.17,-24.0,-67.0,-89.0
0.149,2.07,-1.15,-7.39,-0.34,2.0,-0.14,-24.0,-67.0,-89.0
0.16,2.54,-1.04,-7.17,-0.37,2.16,-0.15,-24.0,-67.0,-89.0
0.172,2.54,-1.04,-7.17,-0.37,2.16,-0.15,-24.0,-67.0,-89.0
0.185,3.46,-0.83,-7.06,-0.38,2.36,-0.14,-5.0,-63.0,-89.0
0.196,3.46,-0.83,-7.06,-0.38,2.36,-0.14,-5.0,-63.0,-89.0
0.208,4.07,-0.63,-6.87,-0.39,2.58,-0.09,-5.0,-63.0,-89.0
0.219,4.24,-0.51,-6.68,-0.39,2.76,-0.01,-5.0,-63.0,-89.0
0.233,4.24,-0.51,-6.68,-0.39,2.76,-0.01,-5.0,-63.0,-89.0
0.245,4.29,-0.82,-6.34,-0.4,2.9,0.03,-5.0,-63.0,-89.0
0.256,4.29,-0.82,-6.34,-0.4,2.9,0.03,-5.0,-63.0,-89.0
0.268,4.32,-1.11,-5.87,-0.41,3.0,-0.01,-5.0,-63.0,-89.0
0.279,4.21,-1.42,-5.44,-0.4,3.06,-0.09,-5.0,-63.0,-89.0
0.291,4.21,-1.42,-5.44,-0.4,3.06,-0.09,-5.0,-63.0,-89.0
0.303,4.19,-1.75,-4.98,-0.37,3.09,-0.16,-5.0,-63.0,-89.0
0.315,4.19,-1.75,-4.98,-0.37,3.09,-0.16,-5.0,-63.0,-89.0
0.327,4.53,-1.93,-4.56,-0.31,3.11,-0.22,33.0,-62.0,-84.0
0.34,4.89,-2.11,-4.27,-0.27,3.16,-0.27,33.0,-62.0,-84.0
0.351,4.89,-2.11,-4.27,-0.27,3.16,-0.27,33.0,-62.0,-84.0
0.364,4.87,-2.46,-3.95,-0.22,3.2,-0.31,33.0,-62.0,-84.0
0.376,4.87,-2.46,-3.95,-0.22,3.2,-0.31,33.0,-62.0,-84.0
0.38,4.56,-2.32,-3.48,-0.16,3.25,-0.38,33.0,-62.0,-84.0
0.459,6.64,-0.68,-3.06,0.09,3.78,-0.48,74.0,-54.0,-62.0
0.537,6.5,-0.72,-1.29,0.48,5.03,-0.27,74.0,-54.0,-62.0
0.615,6.4,-0.16,3.38,0.96,5.96,0.14,100.0,-45.0,-4.0
0.703,4.41,0.57,11.44,0.91,3.65,0.26,72.0,-26.0,58.0
0.715,4.41,0.57,11.44,0.91,3.65,0.26,72.0,-26.0,58.0
