time,ax,ay,az,gx,gy,gz,mx,my,mz
0.002,9.59,0.26,-1.13,-0.0,-0.01,-0.0,73.0,25.0,35.0
0.013,9.59,0.26,-1.13,-0.0,-0.01,-0.0,73.0,25.0,35.0
0.025,9.6,0.28,-1.11,-0.0,-0.01,-0.0,73.0,25.0,35.0
0.087,9.6,0.27,-1.13,-0.0,-0.01,0.0,75.0,26.0,32.0
0.099,9.6,0.27,-1.13,-0.0,-0.01,0.0,75.0,26.0,32.0
0.111,9.6,0.28,-1.13,0.0,-0.01,0.0,75.0,26.0,32.0
0.123,9.6,0.27,-1.12,0.0,-0.01,-0.0,75.0,26.0,32.0
0.135,9.6,0.27,-1.12,0.0,-0.01,-0.0,75.0,26.0,32.0
0.148,9.59,0.28,-1.11,-0.0,-0.01,-0.0,75.0,26.0,32.0
0.16,9.59,0.28,-1.11,-0.0,-0.01,-0.0,75.0,26.0,32.0
0.171,9.6,0.27,-1.12,-0.0,-0.01,-0.0,75.0,26.0,32.0
0.183,9.6,0.27,-1.13,-0.0,-0.01,-0.0,73.0,26.0,32.0
0.197,9.6,0.27,-1.13,-0.0,-0.01,-0.0,73.0,26.0,32.0
0.209,9.6,0.27,-1.13,0.0,-0.01,0.0,73.0,26.0,32.0
0.22,9.6,0.27,-1.13,0.0,-0.01,0.0,73.0,26.0,32.0
0.232,9.6,0.26,-1.13,0.0,-0.01,0.0,73.0,26.0,32.0
0.245,9.59,0.27,-1.1,-0.0,-0.01,0.0,73.0,26.0,32.0
0.257,9.59,0.27,-1.1,-0.0,-0.01,0.0,73.0,26.0,32.0
0.268,9.59,0.27,-1.1,-0.0,-0.01,0.0,73.0,26.0,32.0
0.279,9.59,0.27,-1.1,-0.0,-0.01,0.0,73.0,26.0,32.0
0.291,9.6,0.28,-1.1,0.0,-0.01,0.0,73.0,26.0,32.0
0.304,9.61,0.27,-1.14,-0.0,-0.01,-0.0,73.0,26.0,37.0
0.315,9.61,0.27,-1.14,-0.0,-0.01,-0.0,73.0,26.0,37.0
0.327,9.58,0.27,-1.11,-0.0,-0.01,0.0,73.0,26.0,37.0
0.339,9.58,0.27,-1.11,-0.0,-0.01,0.0,73.0,26.0,37.0
0.352,9.61,0.28,-1.12,-0.0,-0.01,-0.0,73.0,26.0,37.0
0.363,9.59,0.27,-1.09,-0.0,-0.01,-0.0,73.0,26.0,37.0
0.375,9.59,0.27,-1.09,-0.0,-0.01,-0.0,73.0,26.0,37.0
0.386,9.58,0.26,-1.1,-0.0,-0.01,0.0,73.0,26.0,37.0
0.39,9.58,0.26,-1.1,-0.0,-0.01,0.0,73.0,26.0,37.0
0.469,9.6,0.26,-1.1,-0.0,-0.01,-0.0,75.0,28.0,35.0
