time,ax,ay,az,gx,gy,gz,mx,my,mz
2.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-95.00,47.00,-93.00
14.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-95.00,47.00,-93.00
25.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-95.00,47.00,-93.00
86.00,-10.02,-0.09,-0.28,0.00,-0.00,-0.00,-95.00,47.00,-93.00
97.00,-10.02,-0.09,-0.28,0.00,-0.00,-0.00,-95.00,47.00,-93.00
109.00,-10.00,-0.10,-0.29,0.00,-0.00,-0.00,-86.00,45.00,-93.00
120.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-86.00,45.00,-93.00
134.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-86.00,45.00,-93.00
145.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-86.00,45.00,-93.00
157.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-86.00,45.00,-93.00
169.00,-10.00,-0.06,-0.27,0.00,-0.00,-0.00,-86.00,45.00,-93.00
182.00,-10.00,-0.10,-0.27,-0.00,-0.00,-0.00,-86.00,45.00,-93.00
194.00,-10.00,-0.10,-0.27,-0.00,-0.00,-0.00,-86.00,45.00,-93.00
205.00,-10.00,-0.09,-0.26,0.00,-0.00,-0.00,-86.00,45.00,-93.00
217.00,-10.00,-0.09,-0.26,0.00,-0.00,-0.00,-86.00,45.00,-93.00
229.00,-10.00,-0.08,-0.26,0.00,-0.00,-0.00,-92.00,47.00,-93.00
241.00,-10.00,-0.08,-0.28,0.00,-0.00,-0.00,-92.00,47.00,-93.00
253.00,-10.00,-0.08,-0.28,0.00,-0.00,-0.00,-92.00,47.00,-93.00
265.00,-10.00,-0.08,-0.27,-0.00,-0.00,-0.00,-92.00,47.00,-93.00
279.00,-10.00,-0.08,-0.23,0.00,-0.00,-0.00,-92.00,47.00,-93.00
291.00,-10.00,-0.08,-0.23,0.00,-0.00,-0.00,-92.00,47.00,-93.00
302.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-92.00,47.00,-93.00
314.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-92.00,47.00,-93.00
327.00,-10.01,-0.08,-0.26,-0.00,-0.00,-0.00,-92.00,47.00,-93.00
339.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
352.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
364.00,-10.01,-0.07,-0.30,0.00,-0.00,-0.00,-89.00,47.00,-90.00
377.00,-10.01,-0.07,-0.30,0.00,-0.00,-0.00,-89.00,47.00,-90.00
389.00,-10.00,-0.08,-0.30,0.00,-0.00,-0.00,-89.00,47.00,-90.00
400.00,-9.99,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
412.00,-9.99,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
425.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-90.00
437.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-90.00
448.00,-10.00,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-90.00
460.00,-10.00,-0.06,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-90.00
474.00,-10.00,-0.06,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-90.00
485.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
496.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
507.00,-10.01,-0.07,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-93.00
521.00,-10.00,-0.07,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-93.00
532.00,-10.00,-0.07,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-93.00
543.00,-10.01,-0.09,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
555.00,-10.01,-0.09,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
568.00,-10.01,-0.07,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-93.00
580.00,-10.01,-0.08,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
592.00,-10.01,-0.08,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
603.00,-10.01,-0.07,-0.30,-0.00,-0.00,-0.00,-92.00,45.00,-87.00
616.00,-10.01,-0.07,-0.30,-0.00,-0.00,-0.00,-92.00,45.00,-87.00
628.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-92.00,45.00,-87.00
640.00,-10.00,-0.09,-0.26,-0.00,-0.00,-0.00,-92.00,45.00,-87.00
652.00,-10.00,-0.09,-0.26,-0.00,-0.00,-0.00,-92.00,45.00,-87.00
666.00,-10.00,-0.09,-0.26,-0.00,-0.00,-0.00,-92.00,45.00,-87.00
678.00,-10.00,-0.09,-0.26,-0.00,-0.00,-0.00,-92.00,45.00,-87.00
689.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-92.00,45.00,-87.00
701.00,-10.00,-0.09,-0.25,0.00,-0.00,-0.00,-92.00,45.00,-87.00
715.00,-10.00,-0.09,-0.25,0.00,-0.00,-0.00,-92.00,45.00,-87.00
727.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-90.00
738.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-90.00
750.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-90.00
754.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-90.00
833.00,-10.02,-0.07,-0.26,0.00,-0.00,-0.00,-89.00,45.00,-90.00
909.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-86.00,47.00,-93.00
988.00,-10.00,-0.08,-0.28,0.00,-0.00,-0.00,-86.00,47.00,-93.00
1076.00,-10.00,-0.08,-0.30,0.00,-0.00,-0.00,-86.00,47.00,-93.00
1088.00,-10.00,-0.09,-0.25,0.00,-0.00,-0.00,-86.00,47.00,-93.00
1100.00,-10.01,-0.06,-0.29,0.00,0.00,-0.00,-89.00,47.00,-93.00
1112.00,-10.01,-0.06,-0.29,0.00,0.00,-0.00,-89.00,47.00,-93.00
1126.00,-10.00,-0.08,-0.29,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1138.00,-10.00,-0.08,-0.29,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1149.00,-10.00,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1161.00,-10.00,-0.07,-0.27,0.00,0.00,-0.00,-89.00,47.00,-93.00
1174.00,-10.00,-0.07,-0.27,0.00,0.00,-0.00,-89.00,47.00,-93.00
1185.00,-10.00,-0.09,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1197.00,-10.00,-0.09,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1209.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1222.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1233.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1246.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1258.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1271.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1283.00,-10.00,-0.08,-0.29,-0.00,-0.00,-0.00,-89.00,45.00,-93.00
1295.00,-10.00,-0.08,-0.29,-0.00,-0.00,-0.00,-89.00,45.00,-93.00
1307.00,-10.01,-0.09,-0.26,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1320.00,-10.01,-0.08,-0.27,-0.00,-0.00,-0.00,-89.00,45.00,-93.00
1332.00,-10.01,-0.08,-0.27,-0.00,-0.00,-0.00,-89.00,45.00,-93.00
1343.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1355.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
1368.00,-10.00,-0.07,-0.29,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1380.00,-9.99,-0.08,-0.29,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1392.00,-9.99,-0.08,-0.29,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1403.00,-10.01,-0.09,-0.28,-0.00,-0.00,-0.00,-89.00,49.00,-96.00
1417.00,-10.01,-0.09,-0.28,-0.00,-0.00,-0.00,-89.00,49.00,-96.00
1428.00,-10.00,-0.08,-0.30,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1440.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1452.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1465.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1477.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,49.00,-96.00
1489.00,-10.00,-0.08,-0.26,0.00,-0.00,-0.00,-92.00,49.00,-93.00
1501.00,-10.00,-0.10,-0.27,0.00,-0.00,-0.00,-92.00,49.00,-93.00
1514.00,-10.00,-0.10,-0.27,0.00,-0.00,-0.00,-92.00,49.00,-93.00
1525.00,-9.99,-0.09,-0.27,-0.00,-0.00,-0.00,-92.00,49.00,-93.00
1537.00,-9.99,-0.09,-0.27,-0.00,-0.00,-0.00,-92.00,49.00,-93.00
1552.00,-10.00,-0.08,-0.28,0.00,-0.00,-0.00,-92.00,49.00,-93.00
1564.00,-10.00,-0.08,-0.25,-0.00,-0.00,-0.00,-92.00,49.00,-93.00
1575.00,-10.00,-0.08,-0.25,-0.00,-0.00,-0.00,-92.00,49.00,-93.00
1587.00,-10.01,-0.07,-0.24,0.00,-0.00,-0.00,-92.00,49.00,-93.00
1601.00,-9.99,-0.09,-0.29,0.00,0.00,-0.00,-89.00,49.00,-90.00
1613.00,-9.99,-0.09,-0.29,0.00,0.00,-0.00,-89.00,49.00,-90.00
1624.00,-10.00,-0.08,-0.29,0.00,-0.00,-0.00,-89.00,49.00,-90.00
1636.00,-10.00,-0.08,-0.29,0.00,-0.00,-0.00,-89.00,49.00,-90.00
1650.00,-10.00,-0.09,-0.27,0.00,0.00,-0.00,-89.00,49.00,-90.00
1662.00,-10.01,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,49.00,-90.00
1673.00,-10.01,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,49.00,-90.00
1685.00,-9.99,-0.07,-0.27,0.00,0.00,-0.00,-89.00,49.00,-90.00
1698.00,-9.99,-0.07,-0.27,0.00,0.00,-0.00,-89.00,49.00,-90.00
1710.00,-10.00,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,49.00,-90.00
1722.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1734.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1747.00,-9.99,-0.06,-0.29,-0.00,-0.00,-0.00,-92.00,45.00,-93.00
1758.00,-9.99,-0.06,-0.29,-0.00,-0.00,-0.00,-92.00,45.00,-93.00
1770.00,-10.00,-0.07,-0.27,-0.00,-0.00,-0.00,-92.00,45.00,-93.00
1782.00,-10.02,-0.06,-0.26,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1795.00,-10.02,-0.06,-0.26,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1807.00,-9.99,-0.07,-0.27,-0.00,0.00,-0.00,-92.00,45.00,-93.00
1818.00,-9.99,-0.07,-0.27,-0.00,0.00,-0.00,-92.00,45.00,-93.00
1830.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1843.00,-10.00,-0.07,-0.27,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1855.00,-10.00,-0.07,-0.27,0.00,-0.00,-0.00,-92.00,45.00,-93.00
1867.00,-10.02,-0.09,-0.29,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1878.00,-10.02,-0.09,-0.29,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1892.00,-10.02,-0.09,-0.26,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
1903.00,-9.99,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1914.00,-9.99,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1926.00,-10.00,-0.07,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
1939.00,-10.00,-0.07,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
1951.00,-10.01,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1962.00,-10.02,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1974.00,-10.02,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
1987.00,-10.00,-0.09,-0.28,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
1999.00,-10.00,-0.09,-0.28,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
2010.00,-10.00,-0.08,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
2022.00,-10.00,-0.08,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2035.00,-10.00,-0.08,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2047.00,-10.01,-0.09,-0.24,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2059.00,-10.01,-0.09,-0.24,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2070.00,-9.99,-0.09,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2083.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2095.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2107.00,-10.02,-0.09,-0.27,0.00,0.00,-0.00,-89.00,47.00,-93.00
2118.00,-10.02,-0.09,-0.27,0.00,0.00,-0.00,-89.00,47.00,-93.00
2131.00,-10.01,-0.10,-0.29,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2143.00,-10.00,-0.09,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
2154.00,-10.00,-0.09,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
2166.00,-10.00,-0.09,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
2179.00,-10.00,-0.09,-0.27,-0.00,-0.00,-0.00,-89.00,47.00,-93.00
2191.00,-10.01,-0.08,-0.26,0.00,-0.00,-0.00,-89.00,47.00,-93.00
2203.00,-10.00,-0.07,-0.29,0.00,0.00,-0.00,-89.00,47.00,-93.00
2214.00,-10.00,-0.07,-0.29,0.00,0.00,-0.00,-89.00,47.00,-93.00
2227.00,-10.00,-0.08,-0.27,0.00,0.00,-0.00,-92.00,47.00,-93.00
2239.00,-10.00,-0.08,-0.27,0.00,0.00,-0.00,-92.00,47.00,-93.00
2250.00,-10.00,-0.08,-0.28,-0.00,0.00,-0.00,-92.00,47.00,-93.00
2262.00,-10.01,-0.09,-0.28,0.00,0.00,-0.00,-92.00,47.00,-93.00
2275.00,-10.01,-0.09,-0.28,0.00,0.00,-0.00,-92.00,47.00,-93.00
2286.00,-10.00,-0.08,-0.26,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2298.00,-10.00,-0.08,-0.26,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2309.00,-10.00,-0.09,-0.25,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2323.00,-10.01,-0.09,-0.26,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2335.00,-10.01,-0.09,-0.26,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2346.00,-10.02,-0.09,-0.25,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2358.00,-10.02,-0.09,-0.25,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2371.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2383.00,-10.01,-0.08,-0.28,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2394.00,-10.01,-0.08,-0.28,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2407.00,-10.00,-0.08,-0.25,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2419.00,-10.00,-0.08,-0.25,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2430.00,-10.01,-0.09,-0.26,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2442.00,-10.00,-0.08,-0.24,0.00,0.00,-0.00,-92.00,47.00,-93.00
2456.00,-10.00,-0.08,-0.24,0.00,0.00,-0.00,-92.00,47.00,-93.00
2467.00,-10.00,-0.10,-0.27,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2479.00,-10.00,-0.10,-0.27,0.00,-0.00,-0.00,-92.00,47.00,-93.00
2491.00,-10.01,-0.07,-0.30,-0.00,-0.00,-0.00,-89.00,45.00,-93.00
2504.00,-10.01,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,45.00,-93.00
2515.00,-10.01,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,45.00,-93.00
2527.00,-10.00,-0.08,-0.26,0.00,0.00,-0.00,-89.00,45.00,-93.00
2539.00,-10.00,-0.08,-0.26,0.00,0.00,-0.00,-89.00,45.00,-93.00
2552.00,-9.99,-0.08,-0.26,-0.00,-0.00,-0.00,-89.00,45.00,-93.00
2563.00,-10.01,-0.08,-0.27,0.00,-0.00,0.00,-89.00,45.00,-93.00
2575.00,-10.01,-0.08,-0.27,0.00,-0.00,0.00,-89.00,45.00,-93.00
2586.00,-10.01,-0.07,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
2599.00,-10.01,-0.07,-0.27,0.00,-0.00,-0.00,-89.00,45.00,-93.00
2610.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2621.00,-9.99,-0.07,-0.28,-0.00,-0.00,-0.00,-89.00,47.00,-96.00
2632.00,-9.99,-0.07,-0.28,-0.00,-0.00,-0.00,-89.00,47.00,-96.00
2646.00,-9.99,-0.08,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2657.00,-9.99,-0.08,-0.25,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2669.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2681.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2694.00,-10.00,-0.09,-0.26,-0.00,-0.00,-0.00,-89.00,47.00,-96.00
2705.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2717.00,-10.00,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-96.00
2728.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2742.00,-10.01,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2754.00,-10.01,-0.07,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2765.00,-9.99,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2776.00,-9.99,-0.08,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2790.00,-10.00,-0.09,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2802.00,-10.00,-0.08,-0.24,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2813.00,-10.00,-0.08,-0.24,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2825.00,-10.00,-0.10,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2839.00,-10.00,-0.10,-0.28,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2851.00,-10.01,-0.09,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-90.00
2862.00,-10.01,-0.07,-0.27,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2874.00,-10.01,-0.07,-0.27,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2887.00,-10.01,-0.07,-0.28,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2898.00,-10.01,-0.07,-0.28,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2910.00,-10.00,-0.08,-0.25,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2921.00,-9.99,-0.07,-0.26,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2935.00,-9.99,-0.07,-0.26,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2946.00,-9.99,-0.07,-0.26,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2958.00,-9.99,-0.07,-0.26,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2970.00,-10.01,-0.08,-0.27,0.00,-0.00,-0.00,-86.00,47.00,-93.00
2983.00,-10.00,-0.08,-0.27,0.00,-0.00,-0.00,-89.00,47.00,-87.00
