time,ax,ay,az,gx,gy,gz,mx,my,mz
0.002,9.58,0.02,-1.18,0.0,-0.01,0.0,74.0,-48.0,-60.0
0.014,9.58,0.02,-1.18,0.0,-0.01,0.0,74.0,-48.0,-60.0
0.025,9.58,0.02,-1.24,-0.0,-0.01,-0.0,72.0,-51.0,-54.0
0.088,9.58,0.0,-1.23,0.0,0.0,-0.0,72.0,-51.0,-54.0
0.1,9.52,0.06,-1.44,0.0,0.01,-0.0,72.0,-51.0,-54.0
0.111,9.52,0.06,-1.44,0.0,0.01,-0.0,72.0,-51.0,-54.0
0.123,9.49,-0.03,-1.49,0.01,0.04,-0.0,72.0,-51.0,-54.0
0.134,9.49,-0.03,-1.49,0.01,0.04,-0.0,72.0,-51.0,-54.0
0.147,9.42,-0.06,-1.78,0.0,0.09,-0.01,74.0,-50.0,-54.0
0.159,9.89,-0.05,-1.23,-0.01,0.16,-0.02,74.0,-50.0,-54.0
0.17,9.89,-0.05,-1.23,-0.01,0.16,-0.02,74.0,-50.0,-54.0
0.182,9.68,0.25,-1.43,-0.01,0.14,0.0,74.0,-50.0,-54.0
0.186,9.68,0.25,-1.43,-0.01,0.14,0.0,74.0,-50.0,-54.0
0.266,10.16,0.1,-3.11,-0.01,0.93,0.05,74.0,-50.0,-54.0
0.343,9.4,-0.12,-1.26,-0.03,2.38,0.12,74.0,-50.0,-54.0
0.422,8.52,-0.14,1.43,-0.05,3.2,0.16,81.0,-46.0,-28.0
0.512,6.63,0.08,4.26,-0.03,3.73,0.2,81.0,-46.0,-28.0
0.523,5.93,0.09,5.05,-0.03,3.82,0.21,79.0,-46.0,12.0
0.535,5.93,0.09,5.05,-0.03,3.82,0.21,79.0,-46.0,12.0
0.546,5.42,0.03,5.46,-0.03,3.89,0.21,79.0,-46.0,12.0
0.56,4.61,-0.1,6.39,-0.04,3.96,0.21,79.0,-46.0,12.0
0.572,4.61,-0.1,6.39,-0.04,3.96,0.21,79.0,-46.0,12.0
0.584,3.6,-0.25,7.57,-0.05,3.95,0.2,79.0,-46.0,12.0
0.595,3.6,-0.25,7.57,-0.05,3.95,0.2,79.0,-46.0,12.0
0.607,2.88,-0.51,8.71,-0.07,3.84,0.19,79.0,-46.0,12.0
0.621,2.28,-0.84,9.57,-0.06,3.65,0.19,79.0,-46.0,12.0
0.632,2.28,-0.84,9.57,-0.06,3.65,0.19,79.0,-46.0,12.0
0.643,1.41,-1.12,10.73,-0.03,3.32,0.19,60.0,-42.0,52.0
0.655,1.41,-1.12,10.73,-0.03,3.32,0.19,60.0,-42.0,52.0
0.668,1.38,-1.13,10.53,-0.02,2.92,0.17,60.0,-42.0,52.0
0.681,1.38,-1.0,10.4,-0.02,2.6,0.15,60.0,-42.0,52.0
0.692,1.38,-1.0,10.4,-0.02,2.6,0.15,60.0,-42.0,52.0
0.704,0.85,-1.03,11.19,-0.02,2.31,0.13,60.0,-42.0,52.0
0.717,0.3,-1.16,11.57,-0.02,1.95,0.11,60.0,-42.0,52.0
0.728,0.3,-1.16,11.57,-0.02,1.95,0.11,60.0,-42.0,52.0
0.74,0.27,-1.1,11.66,-0.02,1.57,0.09,60.0,-42.0,52.0
0.751,0.27,-1.1,11.66,-0.02,1.57,0.09,60.0,-42.0,52.0
0.763,0.36,-1.25,11.39,-0.0,1.19,0.07,44.0,-44.0,68.0
0.776,0.63,-1.08,10.14,0.0,0.9,0.05,44.0,-44.0,68.0
0.788,0.63,-1.08,10.14,0.0,0.9,0.05,44.0,-44.0,68.0
