time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized
39.88,0.18,-0.08,9.29,0.06,-0.31,0.2,9.292088032299306,21.415135934582356,0.009588270390199004,-0.004261453506755114,0.4948612884719375,0.00013326127896650002,-0.0006885166079935834,0.0004442042632216668
39.89,0.18,-0.08,9.29,0.06,-0.31,0.2,9.292088032299306,21.415135934582356,0.009588270390199004,-0.004261453506755114,0.4948612884719375,0.00013326127896650002,-0.0006885166079935834,0.0004442042632216668
39.9,0.18,-0.08,9.29,0.06,-0.31,0.2,9.292088032299306,21.415135934582356,0.009588270390199004,-0.004261453506755114,0.4948612884719375,0.00013326127896650002,-0.0006885166079935834,0.0004442042632216668
39.91,1.07,1.13,9.12,0.02,-0.84,0.17,9.25182144228908,49.11755680633586,0.056996940652849645,0.06019303078291597,0.48580569977008287,4.4420426322166674e-05,-0.0018656579055310004,0.0003775736237384168
39.92,1.85,2.43,9.65,0.01,-0.66,0.23,10.12175380060195,40.049708895518066,0.098546112343712,0.1294416502676866,0.5140378292523355,2.2210213161083337e-05,-0.0014658740686315005,0.0005108349027049168
39.93,1.85,2.43,9.65,0.01,-0.66,0.23,10.12175380060195,40.049708895518066,0.098546112343712,0.1294416502676866,0.5140378292523355,2.2210213161083337e-05,-0.0014658740686315005,0.0005108349027049168
39.94,1.5700000000000995,3.254999999999707,9.729999999999972,0.0299999999999928,-0.4200000000000852,0.2649999999999876,10.379442422403907,28.505729981652262,0.0836310250700744,0.17338788955608306,0.5182992827590892,6.663063948323403e-05,-0.0009328289527656894,0.0005885706487686809
39.95,1.29,4.08,9.81,0.05,-0.18,0.3,10.702644533011457,20.249012645471552,0.06871593779642621,0.21733412884451078,0.5225607362658458,0.0001110510658054167,-0.0003997838368995001,0.0006663063948325001
39.96,1.29,4.08,9.81,0.05,-0.18,0.3,10.702644533011457,20.249012645471552,0.06871593779642621,0.21733412884451078,0.5225607362658458,0.0001110510658054167,-0.0003997838368995001,0.0006663063948325001
39.97,0.62,2.63,9.16,0.12,0.32,0.37,9.550230363713746,28.859105512783646,0.033026264677352125,0.14009528403457436,0.4879364265234605,0.00026652255793300003,0.0007107268211546668,0.0008217778869600835
39.98,-0.46,-2.41,9.48,0.11,0.37,0.36,9.792349054236169,30.242186579565836,-0.0245033576638419,-0.1283762868909978,0.5049822405504809,0.00024431234477191675,0.0008217778869600835,0.0007995676737990002
39.99,-0.46,-2.41,9.48,0.11,0.37,0.36,9.792349054236169,30.242186579565836,-0.0245033576638419,-0.1283762868909978,0.5049822405504809,0.00024431234477191675,0.0008217778869600835,0.0007995676737990002
40.0,-0.46,-2.41,9.48,0.11,0.37,0.36,9.792349054236169,30.242186579565836,-0.0245033576638419,-0.1283762868909978,0.5049822405504809,0.00024431234477191675,0.0008217778869600835,0.0007995676737990002
40.01,0.76,-3.55,9.03,0.08,0.24,0.31,9.732471423025089,22.925472658963436,0.04048380831417358,-0.18910199936225813,0.4810115645749834,0.0001776817052886667,0.0005330451158660001,0.0006885166079935834
40.02,-0.41,-4.5,9.41,-0.01,0.23,0.27,10.438687656980642,20.329911939466893,-0.021839949222119955,-0.23970675975497513,0.5012534687320702,-2.2210213161083337e-05,0.0005108349027049168,0.0005996757553492502
40.03,-0.41,-4.5,9.41,-0.01,0.23,0.27,10.438687656980642,20.329911939466893,-0.021839949222119955,-0.23970675975497513,0.5012534687320702,-2.2210213161083337e-05,0.0005108349027049168,0.0005996757553492502
40.04,0.23,-0.35,9.05,-0.05,0.24,0.25,9.05968542500235,20.061706271188395,0.01225167883192095,-0.01864385909205362,0.48207692795167223,-0.0001110510658054167,0.0005330451158660001,0.0005552553290270834
40.05,0.23,-0.35,9.05,-0.05,0.24,0.25,9.05968542500235,20.061706271188395,0.01225167883192095,-0.01864385909205362,0.48207692795167223,-0.0001110510658054167,0.0005330451158660001,0.0005552553290270834
40.06,0.23,-0.35,9.05,-0.05,0.24,0.25,9.05968542500235,20.061706271188395,0.01225167883192095,-0.01864385909205362,0.48207692795167223,-0.0001110510658054167,0.0005330451158660001,0.0005552553290270834
40.07,-0.27,2.04,9.76,-0.07,0.3,0.24,9.97457267255094,22.374717168643514,-0.014382405585298508,0.10866706442225539,0.5198973278241238,-0.00015547149212758338,0.0006663063948325001,0.0005330451158660001
40.08,0.25,1.71,10.1,-0.03,0.24,0.23,10.24678486160415,19.12340522478432,0.01331704220860973,0.09108856870689054,0.5380085052278331,-6.663063948325001e-05,0.0005330451158660001,0.0005108349027049168
40.09,0.25,1.71,10.1,-0.03,0.24,0.23,10.24678486160415,19.12340522478432,0.01331704220860973,0.09108856870689054,0.5380085052278331,-6.663063948325001e-05,0.0005330451158660001,0.0005108349027049168
40.1,0.25,1.71,10.1,-0.03,0.24,0.23,10.24678486160415,19.12340522478432,0.01331704220860973,0.09108856870689054,0.5380085052278331,-6.663063948325001e-05,0.0005330451158660001,0.0005108349027049168
40.11,0.46,0.78,10.85,0.08,0.24,0.22,10.887722443192606,19.209045622865286,0.0245033576638419,0.041549171690862356,0.5779596318536622,0.0001776817052886667,0.0005330451158660001,0.0004886246895438335
40.12,1.32,-0.54,9.57,0.14,0.49,0.2,9.675686022189849,31.3664958689765,0.07031398286145937,-0.028764811170597017,0.5097763757455804,0.00031094298425516677,0.0010883004448930835,0.0004442042632216668
40.13,1.32,-0.54,9.57,0.14,0.49,0.2,9.675686022189849,31.3664958689765,0.07031398286145937,-0.028764811170597017,0.5097763757455804,0.00031094298425516677,0.0010883004448930835,0.0004442042632216668
40.14,0.415,-5.12,9.605,0.17,0.815,0.18,10.89232068936643,48.80325887778674,0.02210629006629215,-0.2727330244323273,0.5116407616547858,0.0003775736237384168,0.001810132372628292,0.0003997838368995001
40.15,-0.49,-9.7,9.64,0.2,1.14,0.16,13.684286609100235,66.94540483883888,-0.026101402728875067,-0.5167012376940574,0.5135051475639912,0.0004442042632216668,0.0025319643003635004,0.0003553634105773334
40.16,-0.49,-9.7,9.64,0.2,1.14,0.16,13.684286609100235,66.94540483883888,-0.026101402728875067,-0.5167012376940574,0.5135051475639912,0.0004442042632216668,0.0025319643003635004,0.0003553634105773334
40.17,0.66,-28.57,8.11,0.19,1.07,-0.06,29.706103749902983,62.36034318558481,0.03515699143072969,-1.52187158359992,0.4320048492472996,0.0004219940500605834,0.0023764928082359174,-0.00013326127896650002
40.18,1.79,-31.95,9.65,0.22,1.05,-0.71,33.42348126691772,73.70918877093573,0.09535002221364566,-1.7019179942603233,0.5140378292523355,0.0004886246895438335,0.0023320723819137508,-0.001576925134436917
40.19,1.79,-31.95,9.65,0.22,1.05,-0.71,33.42348126691772,73.70918877093573,0.09535002221364566,-1.7019179942603233,0.5140378292523355,0.0004886246895438335,0.0023320723819137508,-0.001576925134436917
40.2,1.1450000000002292,-26.220000000002035,11.624999999999298,0.6749999999998383,1.404999999999874,-1.0149999999998918,28.704355941217194,106.5743853852523,0.060992053315444765,-1.3966913868390967,0.619242462700315,0.0014991893883727662,0.0031205349491319288,-0.0022543366358497184
40.21,0.5,-20.49,13.6,1.13,1.76,-1.32,24.597766158738885,141.70602726202875,0.02663408441721946,-1.0914647794176533,0.7244470961483692,0.002509754087202417,0.003908997516350668,-0.002931748137263001
40.22,-1.59,-5.93,13.15,3.08,2.93,-1.12,14.512597975552138,251.87800753226145,-0.08469638844675788,-0.3158802411882228,0.7004764201728718,0.006840745653613668,0.006507592456197419,-0.002487543874041334
40.23,-1.59,-5.93,13.15,3.08,2.93,-1.12,14.512597975552138,251.87800753226145,-0.08469638844675788,-0.3158802411882228,0.7004764201728718,0.006840745653613668,0.006507592456197419,-0.002487543874041334
