time,ax,ay,az,gx,gy,gz,normAccel,normGyr
46.36300000000001,0.5820779220779081,0.2107792207791166,9.94610389610384,0.04,-0.0559740259740306,0.2277922077922091,9.965351238133795,13.6337930741553
46.373000000000005,0.5431168831168759,-0.0788311688312222,9.794155844155815,0.04,-0.0689610389610413,0.2316883116883124,9.80951981503261,14.03864676988028
46.383,0.5041558441558438,-0.368441558441561,9.64220779220779,0.04,-0.081948051948052,0.2355844155844156,9.66240619128051,14.473905102149097
46.393,0.4651948051948116,-0.6580519480518998,9.490259740259766,0.04,-0.0949350649350627,0.2394805194805188,9.524414339512456,14.936910353835831
46.403000000000006,0.4262337662337518,-0.9476623376624445,9.338311688311633,0.04,-0.1079220779220827,0.2433766233766248,9.395946164051779,15.42516415364881
46.413,0.3872727272727197,-1.2372727272727833,9.186363636363607,0.04,-0.1209090909090934,0.247272727272728,9.277397308860168,15.936345994344153
46.42,0.36,-1.44,9.08,0.04,-0.13,0.25,9.200521724337158,16.3066647218538
46.43,0.3777215189873381,-0.4944303797470309,9.35215189873412,0.0450632911392394,-0.0894936708860843,0.2512658227848098,9.372826685867988,15.498940563313376
46.440000000000005,0.3954430379746887,0.4511392405066099,9.624303797468436,0.0501265822784825,-0.0489873417721398,0.2525316455696206,9.64298322079702,15.015940111330812
46.45,0.4131645569620269,1.396708860759579,9.896455696202556,0.0551898734177219,-0.0084810126582241,0.2537974683544305,10.003066326869675,14.889298535419012
46.46,0.430886075949365,2.342278481012548,10.168607594936676,0.0602531645569614,0.0320253164556914,0.2550632911392403,10.443778612784998,15.1279681032972
46.47,0.4486075949367031,3.2878481012655167,10.440759493670798,0.0653164556962009,0.0725316455696071,0.2563291139240502,10.955393772745326,15.715313601698
46.48,0.4663291139240538,4.233417721519158,10.712911392405111,0.0703797468354439,0.1130379746835516,0.257594936708861,11.528476002876047,16.614397337034685
46.49,0.4840506329113919,5.178987341772126,10.985063291139234,0.0754430379746834,0.1535443037974673,0.2588607594936709,12.154333811928673,17.7779855651249
46.499,0.5,6.03,11.23,0.08,0.19,0.26,12.756323921882824,19.011495973128813
46.509,0.4578947368421139,5.6589473684211296,10.901052631579017,0.0865789473684197,0.32026315789471,0.2428947368421088,12.29090319647193,23.55840938719652
46.519000000000005,0.4157894736841979,5.287894736841994,10.572105263157797,0.093157894736844,0.4505263157895126,0.2257894736842054,11.828107258967371,29.362800807654228
46.529,0.3736842105263118,4.916842105263124,10.243157894736813,0.0997368421052637,0.5807894736842227,0.2086842105263142,11.368256675224837,35.8184761594006
46.539,0.3315789473684258,4.545789473684252,9.914210526315829,0.1063157894736834,0.7110526315789327,0.1915789473684229,10.91172382795258,42.630577549332294
46.549,0.2894736842105397,4.174736842105381,9.585263157894842,0.1128947368421031,0.8413157894736427,0.1744736842105317,10.458943183743692,49.65262122682181
46.559000000000005,0.2473684210526237,3.8036842105262463,9.256315789473623,0.1194736842105275,0.9715789473684452,0.1573684210526283,10.010423902293022,56.80680585894559
46.569,0.2052631578947376,3.432631578947375,8.927368421052638,0.1260526315789472,1.1018421052631555,0.1402631578947371,9.566765359617822,64.04886676432028
46.575,0.18,3.21,8.73,0.13,1.18,0.13,9.303193000255343,68.42469156954051
46.585,0.4913924050632267,-1.5659493670876197,9.02999999999994,0.1781012658227748,0.99392405063295,0.0578481012658377,9.177938979751112,57.949561010456016
46.595000000000006,0.8027848101266748,-6.341898734178634,9.330000000000087,0.2262025316455839,0.8078481012657674,-0.0143037974683758,11.309864853566921,48.07354019868208
46.605,1.1141772151899014,-11.117848101266254,9.630000000000027,0.2743037974683587,0.6217721518987174,-0.0864556962025381,14.750757176147891,39.25148856002097
46.615,1.425569620253128,-15.89379746835387,9.929999999999964,0.3224050632911336,0.4356962025316672,-0.1586075949367004,18.794944711470684,32.357284838706484
46.625,1.736962025316355,-20.669746835441494,10.229999999999905,0.3705063291139084,0.2496202531646171,-0.2307594936708627,23.128086200951273,28.80987419447512
46.635000000000005,2.048354430379803,-25.445696202532503,10.530000000000054,0.4186075949367175,0.0635443037974348,-0.3029113924050763,27.614490962247245,29.828246027590957
46.645,2.3597468354430298,-30.22164556962012,10.829999999999991,0.4667088607594923,-0.1225316455696154,-0.3750632911392386,32.190140820802924,35.01628352746956
46.654,2.64,-34.52,11.1,0.51,-0.29,-0.44,36.35670502121995,42.0177730851638
46.664,2.207415730337158,-27.943595505619182,9.17865168539361,1.4459550561796033,-0.5843820224718561,-0.3635955056179916,29.49516673541581,91.75360629373625
46.67400000000001,1.774831460674009,-21.3671910112337,7.257303370785857,2.381910112359872,-0.8787640449439214,-0.2871910112359288,22.63570919233511,146.39268675393384
46.684000000000005,1.3422471910111669,-14.790786516852885,5.335955056179468,3.317865168539475,-1.1731460674157774,-0.2107865168539204,15.78104589913044,201.99449659930372
46.694,0.9096629213483248,-8.21438202247207,3.4146067415730794,4.253820224719078,-1.4675280898876335,-0.134382022471912,8.942208778662273,257.93719784479543
46.704,0.477078651685483,-1.6379775280912554,1.4932584269666904,5.189775280898681,-1.7619101123594896,-0.0579775280899035,2.267243955143119,314.03866459704045
46.714000000000006,0.0444943820223335,4.938426966294237,-0.4280898876410628,6.12573033707895,-2.056292134831555,0.0184269662921591,4.957146518245572,370.2267293781442
46.724,-0.3880898876405081,11.514831460675047,-2.349438202247452,7.0616853932585535,-2.350674157303411,0.0948314606741676,11.758478523806573,426.467165071833
46.734,-0.8206741573033502,18.091235955055865,-4.270786516853841,7.9976404494381566,-2.645056179775267,0.171235955056176,18.60661016753219,482.74166805551675
