time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gz_normalized_1,gy_normalized_1
7.74,0.73,-0.88,10.64,0.0,0.22,0.02,10.701256935519304,12.65705138966312,0.02569546933128023,-0.03097536028976247,0.37452026532167354,0.0,0.0004496065983747303,4.0873327124975484e-05,0.015378133558036656,-0.011112514206339184,0.12483867182916814,0.0,0.0060606060606060615,0.010853478046373951
7.752,-0.24,-0.02,9.76,-0.03,0.09,0.02,9.762970859323508,5.555031925210726,-0.008447825533571584,-0.0007039854611309653,0.34354490503191104,-6.130999068746322e-05,0.00018392997206238967,4.0873327124975484e-05,-0.005055824731409311,-0.0002525571410531633,0.11451366889592865,-0.00330760749724366,0.0060606060606060615,0.004440059200789344
7.763,-0.24,-0.02,9.76,-0.03,0.09,0.02,9.762970859323508,5.555031925210726,-0.008447825533571584,-0.0007039854611309653,0.34354490503191104,-6.130999068746322e-05,0.00018392997206238967,4.0873327124975484e-05,-0.005055824731409311,-0.0002525571410531633,0.11451366889592865,-0.00330760749724366,0.0060606060606060615,0.004440059200789344
7.777,0.41,1.74,8.72,-0.03,0.01,0.01,8.901353829614909,1.9002860271582585,0.014431701953184788,0.06124673511839398,0.3069376610531009,-6.130999068746322e-05,2.0436663562487742e-05,2.0436663562487742e-05,0.008637033916157572,0.021972471271625205,0.1023113927021002,-0.00330760749724366,0.0030303030303030307,0.000493339911198816
7.788,-0.72,0.23,8.18,0.03,0.03,0.01,8.214846316273968,2.497465127889139,-0.02534347660071475,0.008095832803006102,0.2879300536025648,6.130999068746322e-05,6.130999068746322e-05,2.0436663562487742e-05,-0.015167474194227933,0.0029044071221113778,0.09597559544761233,0.00330760749724366,0.0030303030303030307,0.0014800197335964479
7.8,-0.72,0.23,8.18,0.03,0.03,0.01,8.214846316273968,2.497465127889139,-0.02534347660071475,0.008095832803006102,0.2879300536025648,6.130999068746322e-05,6.130999068746322e-05,2.0436663562487742e-05,-0.015167474194227933,0.0029044071221113778,0.09597559544761233,0.00330760749724366,0.0030303030303030307,0.0014800197335964479
7.812,0.71,0.23,9.47,0.05,-0.05,0.0,9.499363136547629,4.051423422706978,0.024991483870149267,0.008095832803006102,0.33333711584551207,0.00010218331781243871,-0.00010218331781243871,0.0,0.014956814830419211,0.0029044071221113778,0.11111111111111112,0.005512679162072768,0.0,-0.00246669955599408
7.825,0.71,0.23,9.47,0.05,-0.05,0.0,9.499363136547629,4.051423422706978,0.024991483870149267,0.008095832803006102,0.33333711584551207,0.00010218331781243871,-0.00010218331781243871,0.0,0.014956814830419211,0.0029044071221113778,0.11111111111111112,0.005512679162072768,0.0,-0.00246669955599408
7.836,0.02,1.58,10.11,0.05,-0.05,0.01,10.232736681846163,4.091737086502491,0.0007039854611309653,0.05561485142934626,0.3558646506017029,0.00010218331781243871,-0.00010218331781243871,2.0436663562487742e-05,0.0004213187276174426,0.0199520141431999,0.11862020415346708,0.005512679162072768,0.0030303030303030307,-0.00246669955599408
7.848,1.36,3.74,10.23,0.04,0.09,0.02,10.976798258144312,5.758154577216438,0.04787101135690564,0.13164528123149052,0.36008856336848877,8.174665424995097e-05,0.00018392997206238967,4.0873327124975484e-05,0.0286496734779861,0.04722818537694154,0.12002815909890883,0.004410143329658214,0.0060606060606060615,0.004440059200789344
7.859,1.36,3.74,10.23,0.04,0.09,0.02,10.976798258144312,5.758154577216438,0.04787101135690564,0.13164528123149052,0.36008856336848877,8.174665424995097e-05,0.00018392997206238967,4.0873327124975484e-05,0.0286496734779861,0.04722818537694154,0.12002815909890883,0.004410143329658214,0.0060606060606060615,0.004440059200789344
7.872,0.13,6.76,10.06,0.03,0.26,0.03,12.120977683338914,15.093931253679905,0.004575905497351275,0.23794708586226626,0.35410468694887554,6.130999068746322e-05,0.0005313532526246813,6.130999068746322e-05,0.002738571729513377,0.0853643136759692,0.11803355625953303,0.00330760749724366,0.00909090909090909,0.012826837691169216
