time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gz_normalized_1,gy_normalized_1
7.98,0.68,-0.2,13.83,0.03,0.2,0.26,13.848151501193218,18.872850578973868,0.041537713898767835,-0.012216974676108187,0.844803798852881,0.0002101429381825642,0.0014009529212170948,0.0018212387975822231,0.08959156785243742,-0.007544322897019992,0.38352745424292845,0.0035545023696682467,0.11016949152542374,0.0437636761487965
7.99,0.68,-0.2,13.83,0.03,0.2,0.26,13.848151501193218,18.872850578973868,0.041537713898767835,-0.012216974676108187,0.844803798852881,0.0002101429381825642,0.0014009529212170948,0.0018212387975822231,0.08959156785243742,-0.007544322897019992,0.38352745424292845,0.0035545023696682467,0.11016949152542374,0.0437636761487965
8.0,-3.11,1.98,7.0,0.04,0.15,0.24,7.91154220111351,16.376974042721063,-0.1899739562134823,0.12094804929347104,0.4275941136637865,0.00028019058424341893,0.001050714690912821,0.0016811435054605137,-0.40974967061923584,0.07468879668049792,0.19412090959511924,0.004739336492890996,0.1016949152542373,0.03282275711159737
8.01,-0.4549999999999996,1.075,7.595,0.055,0.125,0.215,7.684183430918344,14.593562346357107,-0.0277936173881461,0.0656662388840815,0.46393961332520833,0.00038526205333470106,0.0008755955757606842,0.0015060243903083769,-0.059947299077733815,0.040550735571482456,0.21062118691070436,0.006516587677725119,0.09110169491525424,0.02735229759299781
8.02,2.2,0.17,8.19,0.07,0.1,0.19,8.482039848998589,12.93920877992928,0.13438672143719005,0.010384428474691959,0.5002851129866301,0.0004903335224259832,0.0007004764606085474,0.00133090527515624,0.2898550724637681,0.006412674462466994,0.22712146422628948,0.008293838862559242,0.0805084745762712,0.02188183807439825
8.03,2.2,0.17,8.19,0.07,0.1,0.19,8.482039848998589,12.93920877992928,0.13438672143719005,0.010384428474691959,0.5002851129866301,0.0004903335224259832,0.0007004764606085474,0.00133090527515624,0.2898550724637681,0.006412674462466994,0.22712146422628948,0.008293838862559242,0.0805084745762712,0.02188183807439825
8.04,3.58,1.29,6.8,0.04,0.07,0.18,7.792335978382862,11.300494104925539,0.21868384670233654,0.0787994866608978,0.4153771389876783,0.00028019058424341893,0.0004903335224259832,0.0012608576290953852,0.47167325428194995,0.04866088268577895,0.18857459789240152,0.004739336492890996,0.07627118644067797,0.015317286652078776
8.05,-0.68,-0.26,6.38,0.14,0.0,0.13,6.4214017161364385,10.946343306119568,-0.041537713898767835,-0.015882067078940642,0.3897214921678511,0.0009806670448519665,0.0,0.0009106193987911116,-0.08959156785243742,-0.009807619766125989,0.17692734331669438,0.016587677725118485,0.05508474576271187,0.0
8.06,-0.68,-0.26,6.38,0.14,0.0,0.13,6.4214017161364385,10.946343306119568,-0.041537713898767835,-0.015882067078940642,0.3897214921678511,0.0009806670448519665,0.0,0.0009106193987911116,-0.08959156785243742,-0.009807619766125989,0.17692734331669438,0.016587677725118485,0.05508474576271187,0.0
8.07,-3.380000000000001,-1.815,9.375,0.115,-0.095,0.115,10.12962240164953,10.791550179036681,-0.2064668720262284,-0.11086904518568179,0.5726706879425713,0.0008055479296998295,-0.00066545263757812,0.0008055479296998295,-0.44532279314888024,-0.06846473029045642,0.25998336106489184,0.013625592417061613,0.048728813559322036,-0.020787746170678335
8.08,-6.08,-3.37,12.37,0.09,-0.19,0.1,14.189439735239725,13.338969381876417,-0.3713960301536889,-0.20585602329242295,0.7556198837172913,0.0006304288145476926,-0.00133090527515624,0.0007004764606085474,-0.8010540184453229,-0.12712184081478686,0.34303937881308927,0.01066350710900474,0.04237288135593221,-0.04157549234135667
8.09,-6.08,-3.37,12.37,0.09,-0.19,0.1,14.189439735239725,13.338969381876417,-0.3713960301536889,-0.20585602329242295,0.7556198837172913,0.0006304288145476926,-0.00133090527515624,0.0007004764606085474,-0.8010540184453229,-0.12712184081478686,0.34303937881308927,0.01066350710900474,0.04237288135593221,-0.04157549234135667
8.1,-0.79,-1.73,17.05,-0.06,-0.28,0.16,17.155742478831982,18.794413086373932,-0.04825704997062734,-0.10567683094833581,1.0414970911382229,-0.0004202858763651284,-0.001961334089703933,0.0011207623369736757,-0.10408432147562582,-0.06525839305922293,0.4728230726566833,-0.007109004739336493,0.06779661016949153,-0.0612691466083151
8.11,-0.78,2.9,9.88,0.17,-0.33,0.12,10.326315896775577,22.352698415891258,-0.04764620123682193,0.1771461328035687,0.6035185489997444,0.0011908099830345307,-0.0023115723200082066,0.0008405717527302568,-0.10276679841897234,0.10939268200678988,0.273987798114254,0.020142180094786733,0.05084745762711865,-0.07221006564551422
8.12,-0.78,2.9,9.88,0.17,-0.33,0.12,10.326315896775577,22.352698415891258,-0.04764620123682193,0.1771461328035687,0.6035185489997444,0.0011908099830345307,-0.0023115723200082066,0.0008405717527302568,-0.10276679841897234,0.10939268200678988,0.273987798114254,0.020142180094786733,0.05084745762711865,-0.07221006564551422
