time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gz_normalized_1,gy_normalized_1
34.56999999999999,3.88,-0.65,11.57,-0.09,-0.13,0.15,-28.0,-29.0,30.0,12.220548269206255,12.487325639445695,0.1770276224671626,-0.0296566893308391,0.527889070088936,-0.0001971887237538497,-0.0002848281565333385,0.00032864787292308283,0.038869965938689646,-0.01878612716763006,0.117940876656473,-0.01072705601907032,0.024,-0.005637467476149177
34.58,3.88,-0.65,11.57,-0.09,-0.13,0.15,-28.0,-29.0,30.0,12.220548269206255,12.487325639445695,0.1770276224671626,-0.0296566893308391,0.527889070088936,-0.0001971887237538497,-0.0002848281565333385,0.00032864787292308283,0.038869965938689646,-0.01878612716763006,0.117940876656473,-0.01072705601907032,0.024,-0.005637467476149177
34.59,2.36,-0.13,3.57,0.18,0.07,0.12,-28.0,-29.0,30.0,4.281518422242277,13.02770464416534,0.10767659510889273,-0.00593133786616782,0.16288366294014706,0.0003943774475076994,0.00015336900736410535,0.0002629182983384663,0.02364255660188339,-0.0037572254335260114,0.0363914373088685,0.02145411203814064,0.0192,0.0030355594102341723
34.6,0.24,-4.35,10.69,0.0,0.31,0.15,-33.0,-27.0,27.0,11.543664929302132,19.731721493863446,0.010950162214463667,-0.19847169013715396,0.4877384753025692,0.0,0.0006792056040410379,0.00032864787292308283,0.00240432779002204,-0.12572254335260113,0.1089704383282365,0.0,0.024,0.013443191673894189
34.61,0.24,-4.35,10.69,0.0,0.31,0.15,-33.0,-27.0,27.0,11.543664929302132,19.731721493863446,0.010950162214463667,-0.19847169013715396,0.4877384753025692,0.0,0.0006792056040410379,0.00032864787292308283,0.00240432779002204,-0.12572254335260113,0.1089704383282365,0.0,0.024,0.013443191673894189
34.69,1.3,3.54,7.36,-0.07,-0.32,0.09,-33.0,-27.0,27.0,8.269897218224662,19.46370603948167,0.0593133786616782,0.1615148926633391,0.3358049745768858,-0.00015336900736410535,-0.0007011154622359101,0.0001971887237538497,0.013023442195952716,0.10231213872832369,0.07502548419979613,-0.00834326579261025,0.0144,-0.013876843018213358
34.77,2.09,1.36,10.04,0.14,-0.41,0.16,-28.0,-31.0,29.0,10.345013291436603,26.461719416120808,0.0953576626176211,0.06205091921529412,0.45808178597173005,0.0003067380147282107,-0.0008983041859897598,0.00035055773111795506,0.020937687838108596,0.03930635838150289,0.10234454638124363,0.0166865315852205,0.0256,-0.01777970511708586
34.85,0.11,4.16,7.23,0.18,-0.14,0.35,-28.0,-31.0,29.0,8.342098057443344,23.934278933718666,0.005018824348295848,0.18980281171737023,0.329873636710718,0.0003943774475076994,-0.0003067380147282107,0.0007668450368205266,0.0011019835704267683,0.12023121387283237,0.07370030581039756,0.02145411203814064,0.055999999999999994,-0.006071118820468345
34.93,2.29,-11.89,6.96,0.31,1.52,0.05,-20.0,-29.0,32.0,13.96630946241705,88.92851340924513,0.10448279779634083,-0.5424892863748876,0.31755470421944637,0.0006792056040410379,0.003330298445620573,0.00010954929097436096,0.02294129432979363,-0.34364161849710984,0.07094801223241591,0.03694874851013111,0.008,0.06591500433651344
34.94,1.02,-25.47,7.73,0.34,0.41,-0.39,-20.0,-29.0,32.0,26.636707754525517,37.82389466111492,0.04653818941147059,-1.1620859650099566,0.3526864746575173,0.0007449351786256546,0.0008983041859897598,-0.0008544844696000155,0.01021839310759367,-0.7361271676300577,0.07879714576962284,0.04052443384982122,-0.062400000000000004,0.01777970511708586
