time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.001,0.1,-0.28,-10.49,-0.88,-0.57,-0.95,-47.21,5.4,-45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014,0.07,-0.17,-10.6,-0.82,-0.61,-0.95,-47.21,5.4,-45.1,10.494212690812017,65.51300710545961,81.06492306450127,-0.3562820553067646,-0.2307736040055179,-0.3846226733425299,0.0007066244239631338,-0.001978548387096775,-0.07412490207373273,0.0,0.0,0.0
0.025,0.07,-0.17,-10.6,-0.82,-0.61,-0.95,-47.21,5.4,-45.1,10.60159421973884,65.51300710545961,79.94763263207277,-0.8151301568382038,-0.5492681685979287,-0.8974529044659032,0.0015074654377880189,-0.004098421658986176,-0.17347629608294934,9.986361530824613e-06,-2.796181228630892e-05,-0.001047569324583502
0.038,0.03,-0.16,-10.25,-0.73,-0.63,-0.98,-47.21,5.4,-45.1,10.60159421973884,65.51300710545961,79.94763263207277,-1.3252612814819802,-0.9116232134837858,-1.4743869144796982,0.0023554147465437796,-0.006288957373271891,-0.2854409360599079,3.1290599463250456e-05,-8.588270916509168e-05,-0.0034992210804009444
0.098,-0.07,-0.62,-9.46,-0.74,-0.72,-0.91,-47.58,3.31,-43.75,10.25129260142349,65.51300710545961,78.77284153051862,-1.851587045003337,-1.3035334743212268,-2.09464158349102,0.003118569124423964,-0.008493625576036869,-0.4039842494239632,6.457847123266583e-05,-0.00017476132678943075,-0.007533211820777546
0.109,-0.07,-0.62,-9.46,-0.74,-0.72,-0.91,-47.58,3.31,-43.75,9.480553781293581,64.72151883261084,78.85406462293015,-2.3900587876828787,-1.7272931916179088,-2.7343298191554384,0.00358965207373272,-0.011791206221198159,-0.5250525673963135,0.00010865161345537179,-0.0002947973923899426,-0.013242514571565285
0.121,-0.18,-0.3,-10.12,-0.85,-0.59,-0.86,-47.58,3.31,-43.75,9.480553781293581,64.72151883261084,78.85406462293015,-2.937206229761124,-2.1738025206711917,-3.3878991738577824,0.003852112574061884,-0.015869438610928245,-0.6479244600888744,0.0001593823300319608,-0.00046143647846763597,-0.020662813931300976
0.134,-0.05,-0.53,-10.13,-0.83,-0.56,-0.91,-47.58,3.31,-43.75,10.126045625020657,64.72151883261084,77.08784634941658,-3.501994260616734,-2.6242159144538912,-4.046818543189327,0.003763784521066492,-0.01996786026991442,-0.7733149641211325,0.00021382226660571327,-0.0006857111368089457,-0.02981959889893948
0.148,-0.05,-0.53,-10.13,-0.83,-0.56,-0.91,-47.58,3.31,-43.75,10.14397850944096,64.72151883261084,77.5209991185066,-4.078703345090562,-3.0749666965465403,-4.714397545809578,0.003606756871296907,-0.0244431482883476,-0.9006800908492432,0.0002670139079881127,-0.0009679066920290382,-0.04074846372022282
0.159,0.18,-0.8,-9.68,-0.81,-0.59,-0.94,-47.58,3.31,-43.75,10.14397850944096,64.72151883261084,77.5209991185066,-4.664949272458966,-3.525987389287149,-5.388904255060794,0.0033947695441079668,-0.029219929394338384,-1.0296249157340358,0.00031798635791921773,-0.0013133492036110199,-0.05347731472765101
