time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.225,-0.41,-0.19,-9.86,-1.07,-0.65,-0.92,-47.02,1.75,-42.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23600000000000002,-0.48,-0.12,-9.61,-0.84,-0.59,-0.87,-47.02,1.75,-42.58,9.87034953788365,63.45864243741746,89.01706559788606,-0.4396242247474287,-0.2670614449400267,-0.37799466053049935,-0.0029400794198895025,-0.0013624758287292817,-0.07070532458563535,0.0,0.0,0.0
0.248,-0.48,-0.12,-9.61,-0.84,-0.59,-0.87,-47.02,1.75,-42.58,9.62272830334516,63.45864243741746,77.09636293192607,-0.9627907476555836,-0.6067088210688811,-0.8682920825229586,-0.007194828499079189,-0.0028444670810313074,-0.16378393646408837,-4.2166180464672166e-05,-1.9540425093384663e-05,-0.0010140452180040671
0.26,-0.29,-0.09,-9.82,-0.77,-0.54,-0.85,-47.02,1.75,-42.58,9.62272830334516,63.45864243741746,77.09636293192607,-1.5277284196441014,-0.9826491627921495,-1.4147408852463979,-0.012106912407918967,-0.004386216045119705,-0.2680491919889502,-0.00014535333753675606,-6.033534765676668e-05,-0.0033630100029140965
0.273,-0.22,-0.21,-9.8,-0.82,-0.55,-0.86,-47.02,1.75,-42.58,9.824693379439381,63.45864243741746,72.63242942700506,-2.106224595760344,-1.3721480086431423,-1.9915936063168553,-0.016868406883057088,-0.00587776853130755,-0.379628791436464,-0.0003189888692876215,-0.0001232418038784524,-0.007207331529181037
0.28500000000000003,-0.22,-0.21,-9.8,-0.82,-0.55,-0.86,-47.02,1.75,-42.58,9.804718251943807,63.45864243741746,75.02247321366535,-2.700607503985839,-1.772055403117439,-2.5900851521568127,-0.021362186809392263,-0.007622693715469612,-0.49603681399631666,-0.0005609130445227365,-0.00020753988336026446,-0.012651911026253584
0.297,-0.42,-0.3,-9.97,-0.96,-0.54,-0.82,-50.72,3.84,-45.27,9.804718251943807,63.45864243741746,75.02247321366535,-3.306338078003658,-2.1793974751798095,-3.2040330014035554,-0.025664742058011048,-0.009548599398184688,-0.6158937102078399,-0.0008672863411184887,-0.00031686341954062177,-0.01976599701814689
0.309,-0.43,-0.18,-10.09,-1.03,-0.52,-0.78,-50.72,3.84,-45.27,9.983351140774325,68.0928549849395,78.67693215665024,-3.9349596330163363,-2.5912883960296202,-3.8254644405909253,-0.03018242506906077,-0.011771586276637727,-0.7386420259882266,-0.0012353662432722976,-0.00045380800773268075,-0.02859905273630035
0.323,-0.43,-0.18,-10.09,-1.03,-0.52,-0.78,-50.72,3.84,-45.27,10.10076234746665,68.0928549849395,79.79761573579614,-4.58777649842529,-3.00489124921879,-4.44906432740815,-0.034883365062922035,-0.014034411629615013,-0.8638304483332235,-0.0016682380812620664,-0.0006226343421297357,-0.03919254648885387
0.334,-0.23,0.06,-9.87,-1.11,-0.52,-0.8,-50.72,3.84,-45.27,10.10076234746665,68.0928549849395,79.79761573579614,-5.259949612151265,-3.419863648279447,-5.074398972329259,-0.03973091064303253,-0.0163291077622117,-0.9909709559299086,-0.0021685300993986006,-0.0008239137801906576,-0.051581473920163295
0.34600000000000003,-0.23,0.06,-9.87,-1.11,-0.52,-0.8,-50.72,3.84,-45.27,9.87286179382655,68.0928549849395,83.86544344901637,-5.95393585648493,-3.8359565848713206,-5.702647014831532,-0.04443764532409732,-0.018336966878233798,-1.1194217871704912,-0.002738344893130546,-0.0010581034078825432,-0.0657938315457133
0.359,-0.27,0.08,-10.05,-1.07,-0.51,-0.88,-50.72,3.84,-45.27,9.87286179382655,68.0928549849395,83.86544344901637,-6.666099709658334,-4.252983302739208,-6.333322888651441,-0.049027037589290695,-0.02010579514711041,-1.2489645547809884,-0.003375662973548729,-0.001321089451501522,-0.08184841183174203
0.373,-0.29,0.04,-10.14,-0.93,-0.52,-0.96,-50.72,3.84,-45.27,10.053944499548424,68.0928549849395,84.58456218019691,-7.391116224087234,-4.67016804513073,-6.971109866034842,-0.053561268889758186,-0.0216503021594351,-1.3796298480236575,-0.004078801433228839,-0.0016094437662943686,-0.09976087516678125
0.384,-0.29,0.04,-10.14,-0.93,-0.52,-0.96,-50.72,3.84,-45.27,10.144224958073437,68.0928549849395,82.1730149218048,-8.118932030077637,-5.088075185344573,-7.619687660889193,-0.05806870772164453,-0.023043510525654516,-1.5113495037063727,-0.004846969161843209,-0.0019199491702619022,-0.119547320645999
0.396,-0.41,-0.23,-10.19,-0.87,-0.51,-0.98,-50.72,3.84,-45.27,10.144224958073437,68.0928549849395,82.1730149218048,-8.849173888754674,-5.506608403671097,-8.2776174975517,-0.06255292641409389,-0.02430559339858269,-1.643982940170461,-0.005679781905804116,-0.0022504357607910923,-0.14122286977822984
0.40800000000000003,-0.41,-0.23,-10.19,-0.87,-0.51,-0.98,-50.72,3.84,-45.27,10.200838200853887,68.0928549849395,80.56935693247912,-9.57845706532167,-5.9251758606444085,-8.94475753019996,-0.06712439136575135,-0.02569496019761584,-1.777460753102091,-0.00657690664533553,-0.0025990229556173126,-0.16480062787113037
0.422,-0.45,-0.26,-10.19,-1.03,-0.56,-0.97,-49.61,5.58,-45.6,10.200838200853887,68.0928549849395,80.56935693247912,-10.306894345909217,-6.3437735281884144,-9.62002420636506,-0.07177283831082773,-0.027196636343212198,-1.9116836040933163,-0.00753959465327238,-0.0029675362418216554,-0.19029270484604136
