time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.001,9.59,-0.2,-0.85,-0.0,0.0,-0.0,6.0,33.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,9.59,-0.18,-0.89,-0.0,0.0,-0.0,6.0,37.0,-27.0,9.629672891640713,44.339598554790726,0.0,0.0,0.0,0.0,0.1356193480861244,-0.002828349282296651,-0.012020484449760765,0.0,0.0,0.0
0.025,9.59,-0.18,-0.89,-0.0,0.0,-0.0,6.0,37.0,-27.0,9.632891570032333,46.195237849804386,0.0,0.0,0.0,0.0,0.2712386961722488,-0.005373863636363637,-0.02460663875598086,0.0019178944291246482,-3.9997798313339896e-05,-0.00016999064283169455
0.088,9.58,-0.19,-0.88,-0.0,-0.0,-0.0,6.0,37.0,-27.0,9.632891570032333,46.195237849804386,0.0,0.0,0.0,0.0,0.40685804425837324,-0.007919377990430623,-0.037192793062200954,0.005753683287373945,-0.00011599361510868569,-0.0005179714881577516
0.1,9.6,-0.18,-0.84,-0.0,0.0,-0.0,6.0,37.0,-27.0,9.622208686159327,46.195237849804386,0.0,0.0,0.0,0.0,0.5423359748803829,-0.010606309808612442,-0.04963752990430622,0.01150736657474789,-0.0002279874503860374,-0.001043942535978171
0.111,9.6,-0.19,-0.84,-0.0,0.0,-0.0,6.0,37.0,-27.0,9.63836085649422,46.195237849804386,0.0,0.0,0.0,0.0,0.6780967404306221,-0.013151824162679428,-0.06151659688995215,0.019176944401330817,-0.00037797919406106205,-0.0017459038963772862
0.123,9.6,-0.19,-0.84,-0.0,0.0,-0.0,6.0,37.0,-27.0,9.63855279593363,46.195237849804386,0.0,0.0,0.0,0.0,0.8138575059808613,-0.015838755980861246,-0.0733956638755981,0.028766416546954058,-0.0005639689562180926,-0.002615856009692429
0.135,9.59,-0.16,-0.83,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.63855279593363,46.195237849804386,0.0,0.0,0.0,0.0,0.9496182715311005,-0.018525687799043063,-0.08527473086124403,0.04027578301161761,-0.0007879566267727961,-0.003653798875923599
0.148,9.59,-0.16,-0.83,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.627180272540864,42.86023798347368,0.0,0.0,0.0,0.0,1.0852376196172249,-0.020788367224880384,-0.09701238038277513,0.05370504379532148,-0.0010499422057251725,-0.004859732495070797
0.16,9.58,-0.19,-0.82,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.627180272540864,42.86023798347368,0.0,0.0,0.0,0.0,1.2208569677033494,-0.023051046650717704,-0.10875002990430623,0.06905219900815,-0.0013439260233282207,-0.006231656977218355
0.171,9.6,-0.18,-0.85,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.616906987176282,42.86023798347368,0.0,0.0,0.0,0.0,1.356334898325359,-0.02573797846889952,-0.12034626196172249,0.08631724865010318,-0.0016699080795819408,-0.007769572322366274
0.183,9.6,-0.18,-0.85,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.63923752171301,42.86023798347368,0.0,0.0,0.0,0.0,1.4920956638755982,-0.028283492822966508,-0.13236674641148324,0.10549819283126532,-0.0020338880442333338,-0.009471478640598887
0.197,9.6,-0.2,-0.83,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.63923752171301,42.86023798347368,0.0,0.0,0.0,0.0,1.6278564294258375,-0.030829007177033494,-0.144387230861244,0.1265990313314678,-0.002433866027366733,-0.011343375601663194
0.209,9.6,-0.2,-0.83,-0.0,0.0,-0.0,6.0,35.0,-24.0,9.637888772962677,42.86023798347368,0.0,0.0,0.0,0.0,1.7636171949760768,-0.03365735645933014,-0.1561248803827751,0.14961976415071057,-0.002869842028982138,-0.013385263205559196
