time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.002,9.58,-0.3,-0.83,-0.0,0.0,-0.0,31.0,13.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,9.58,-0.3,-0.83,-0.0,0.0,-0.0,31.0,13.0,-2.0,9.620566511385906,33.67491648096547,0.0,0.0,0.0,0.0,0.1934986606334842,-0.006059457013574661,-0.016764497737556564,0.0,0.0,0.0
0.025,9.58,-0.3,-0.84,-0.0,0.0,-0.0,29.0,14.0,0.0,9.620566511385906,33.67491648096547,0.0,0.0,0.0,0.0,0.3869973212669684,-0.012118914027149322,-0.03352899547511313,0.003908322720976231,-0.0001223900643311972,-0.0003386125113163122
0.088,9.59,-0.3,-0.8,-0.0,0.0,-0.0,29.0,14.0,0.0,9.621434404494996,32.202484376209235,0.0,0.0,0.0,0.0,0.5804959819004526,-0.018178371040723985,-0.050495475113122176,0.011724968162928692,-0.0003671701929935916,-0.0010158375339489366
0.099,9.6,-0.3,-0.81,-0.0,0.0,-0.0,29.0,14.0,0.0,9.627985251338933,32.202484376209235,0.0,0.0,0.0,0.0,0.7741966244343893,-0.024237828054298645,-0.06665402714932128,0.02344993632585738,-0.0007343403859871832,-0.0020357547367089134
0.111,9.6,-0.3,-0.81,-0.0,0.0,-0.0,29.0,14.0,0.0,9.638781043264755,32.202484376209235,0.0,0.0,0.0,0.0,0.9680992488687785,-0.030297285067873304,-0.08301456108597287,0.03908730687857334,-0.0012239006433119718,-0.0033820454443520822
0.123,9.58,-0.3,-0.8,-0.0,0.0,-0.0,29.0,14.0,0.0,9.638781043264755,32.202484376209235,0.0,0.0,0.0,0.0,1.1620018733031676,-0.036356742081447964,-0.09937509502262445,0.058641159489887615,-0.0018358509649679577,-0.005058789325689483
0.134,9.58,-0.31,-0.84,-0.0,0.0,-0.0,31.0,11.0,-2.0,9.618024745237454,32.202484376209235,0.0,0.0,0.0,0.0,1.355500533936652,-0.04241619909502262,-0.11553364705882355,0.0821114941598002,-0.0025701913509551407,-0.007065986380721118
0.146,9.58,-0.31,-0.84,-0.0,0.0,-0.0,31.0,11.0,-2.0,9.621751399823216,32.95451410656816,0.0,0.0,0.0,0.0,1.5489991945701362,-0.04867763800904977,-0.1325001266968326,0.109490151550689,-0.003426921801273521,-0.009399556940635944
0.158,9.58,-0.31,-0.82,0.0,0.0,-0.0,31.0,11.0,-2.0,9.621751399823216,32.95451410656816,0.0,0.0,0.0,0.0,1.7424978552036205,-0.054939076923076924,-0.14946660633484163,0.14077713166255404,-0.004410121984734138,-0.012075819680678123
0.17,9.58,-0.31,-0.82,0.0,0.0,-0.0,31.0,11.0,-2.0,9.620025987490886,32.95451410656816,0.0,0.0,0.0,0.0,1.9359965158371049,-0.06120051583710408,-0.1660291221719457,0.17597243449539532,-0.0055197919013369925,-0.015094774600847653
0.182,9.58,-0.3,-0.82,-0.0,0.0,-0.0,31.0,11.0,-2.0,9.620025987490886,32.95451410656816,0.0,0.0,0.0,0.0,2.129495176470589,-0.06746195475113123,-0.1825916380090498,0.2150760600492128,-0.006755931551082084,-0.018448262363522455
0.195,9.56,-0.32,-0.82,0.0,0.0,-0.01,31.0,11.0,-2.0,9.619708935305683,32.95451410656816,0.0,0.0,0.0,0.0,2.3229938371040735,-0.07352141176470589,-0.19915415384615387,0.2580880083240066,-0.008118540933969413,-0.02213628296870253
0.20600000000000002,9.56,-0.32,-0.82,0.0,0.0,-0.01,31.0,11.0,-2.0,9.600437490031378,32.95451410656816,0.5729577951308232,0.0,0.0,-0.011572710433959136,2.5160885339366525,-0.07998483257918552,-0.21571666968325795,0.30500827931977653,-0.009603540381187938,-0.02615883641638788
