time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.002,9.52,-0.18,-1.25,0.0,0.01,-0.0,32.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014,9.6,-0.21,-0.98,0.01,0.02,-0.0,32.0,39.0,35.0,9.603400439427691,61.40032573203501,0.5729577951308232,0.0,0.008612918486954132,0.0,0.14310824408468245,-0.0027058281444582812,-0.01879047322540473,0.0,0.0,0.0
0.026000000000000002,9.6,-0.21,-0.98,0.01,0.02,-0.0,32.0,39.0,35.0,9.652175920485494,61.40032573203501,1.2811725781509187,0.008612918486954132,0.025838755460862395,0.0,0.2874190784557908,-0.005862627646326276,-0.03352220423412204,0.0021512573030463287,-4.0675033040791924e-05,-0.0002824655072277217
0.077,9.54,-0.2,-1.21,0.0,0.03,-0.01,34.0,36.0,32.0,9.652175920485494,61.40032573203501,1.2811725781509187,0.017225836973908264,0.04306459243477066,0.0,0.4317299128268991,-0.009019427148194271,-0.04825393524283935,0.00647184970160156,-0.0001288042712958411,-0.0007863839721219772
0.155,9.84,0.61,-1.54,-0.02,0.19,-0.01,34.0,36.0,32.0,9.618508200339592,58.957611891934704,1.811851635761533,0.017225836973908264,0.06890334789563306,-0.008612918486954132,0.575138804483188,-0.012025902864259029,-0.06644311332503114,0.012961777195665693,-0.0002643877147651475,-0.0015117553946827665
0.234,10.23,-0.01,-2.86,-0.01,0.74,0.01,29.0,36.0,40.0,9.978441762118972,58.957611891934704,10.961328040453393,0.0,0.23254879914776155,-0.017225836973908264,0.723057409713574,-0.00285615193026152,-0.08959297633872977,0.0216074814408918,-0.0004451656393908894,-0.0025105534282399908
0.311,9.83,-0.15,-1.72,-0.01,1.71,0.04,29.0,36.0,40.0,10.622269060798638,61.1310068623117,42.40661880575287,-0.008612918486954132,0.8699047671823672,-0.008612918486954132,0.8768386425902863,-0.003006475716064758,-0.1325855790784558,0.032476754159014534,-0.0004881003964895031,-0.003857348966701768
0.39,9.35,0.02,-0.01,-0.0,2.75,0.09,29.0,39.0,56.0,9.980470930772755,61.1310068623117,98.00425918736573,-0.017225836973908264,2.3427138284515236,0.025838755460862395,1.0246069240348692,-0.005261332503113326,-0.15844127023661272,0.04565772458828894,-0.0005332948776459386,-0.0058504255857005725
0.48,7.27,-0.23,3.94,0.02,3.22,0.09,16.0,39.0,82.0,9.350026737929683,74.14849964766651,157.64775213557255,-0.017225836973908264,4.71126641236391,0.10335502184344958,1.1651596637608965,-0.00496068493150685,-0.15859159402241596,0.06106000376640215,-0.0006123852196697006,-0.008232174742644722
0.491,7.27,-0.23,3.94,0.02,3.22,0.09,16.0,39.0,82.0,8.272206477113587,92.20086767487604,184.5680178509724,0.0,7.4846261651631405,0.18087128822603676,1.2744450560398504,-0.008418132004981321,-0.09936402241594025,0.07857512493857871,-0.0006869561135778192,-0.010616183623646693
