time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.001,-8.92,0.43,2.79,0.04,-0.05,-0.03,-73.0,12.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,-8.92,0.43,2.79,0.04,-0.05,-0.03,-73.0,12.0,45.0,9.356035485182813,86.59099260315706,4.051423422706978,0.03296090873697319,-0.041201135921216485,-0.02472068155272989,-0.12828663316582917,0.006184221105527639,0.04012552763819096,0.0,0.0,0.0
0.025,-8.82,0.82,3.14,0.03,0.41,-0.01,-73.0,12.0,45.0,9.356035485182813,86.59099260315706,4.051423422706978,0.06592181747394638,-0.08240227184243297,-0.04944136310545978,-0.25657326633165833,0.012368442211055278,0.08025105527638192,-0.00184500675437489,8.89409085629151e-05,0.0005770817090477514
0.084,-11.23,0.79,-2.9,-0.03,0.64,0.12,-73.0,13.0,37.0,9.398106192207024,86.59099260315706,23.56103889447547,0.09064249902667626,0.25544704271154217,-0.05768159028970308,-0.3834217085427136,0.024161608040201007,0.1254102512562814,-0.0055350202631246695,0.0002668227256887453,0.0017312451271432542
0.096,-11.23,0.79,-2.9,-0.03,0.64,0.12,-73.0,13.0,37.0,11.625274190314826,82.86736390159881,37.347883716751475,0.06592181747394638,0.7828215825031132,0.041201135921216485,-0.5449305527638192,0.03552331658291458,0.0837027135678392,-0.011049356594025405,0.0006143127870508322,0.0035348840170702765
0.107,-11.11,1.45,-3.19,-0.11,0.04,0.02,-73.0,13.0,37.0,11.625274190314826,82.86736390159881,37.347883716751475,0.041201135921216485,1.310196122294684,0.14008386213213606,-0.7064393969849248,0.046885025125628144,0.04199517587939699,-0.0188864985136739,0.0011252059129819958,0.00473868887250322
0.11900000000000001,-8.85,-0.8,-1.95,-0.06,-0.48,-0.12,-73.0,13.0,37.0,11.649493551223589,82.86736390159881,6.803496860818383,-0.0494413631054598,1.3431570310316572,0.15656431650062264,-0.8662224120603017,0.06773879396984925,-0.003883115577889444,-0.029046446022070155,0.0017995021034822357,0.0053426596934420855
0.13,-8.85,-0.8,-1.95,-0.06,-0.48,-0.12,-73.0,13.0,37.0,9.09752713653551,82.86736390159881,28.556069360871728,-0.09888272621091959,0.9476261261879789,0.05768159028970307,-0.9935023115577891,0.05623326633165829,-0.0319278391959799,-0.04150437840054545,0.0027737153112295148,0.0052868130764374644
0.14300000000000002,-9.59,0.97,0.81,0.02,-0.32,-0.04,-73.0,13.0,37.0,9.09752713653551,82.86736390159881,28.556069360871728,-0.14832408931637936,0.5520952213443007,-0.04120113592121649,-1.1207822110552765,0.04472773869346733,-0.05997256281407035,-0.055792838780838884,0.003582457061185324,0.004827629781066135
0.155,-9.59,0.97,0.81,0.02,-0.32,-0.04,-73.0,13.0,37.0,9.672905458030694,82.86736390159881,18.512832925871344,-0.13184363494789275,0.28840795144851517,-0.07416204465818968,-1.2587047236180906,0.05867819095477386,-0.04832321608040201,-0.07191182716295044,0.004225727353349663,0.003965109807328098
0.166,-9.62,0.1,0.44,-0.04,-0.2,0.01,-73.0,13.0,37.0,9.672905458030694,82.86736390159881,18.512832925871344,-0.11536318057940616,0.024720681552729662,-0.10712295339516287,-1.3966272361809047,0.0726286432160804,-0.03667386934673367,-0.09001440464533725,0.0050696317880861595,0.0032701296846039244
0.178,-9.62,0.1,0.44,-0.04,-0.2,0.01,-73.0,13.0,37.0,9.630576306743018,82.86736390159881,11.70012926405045,-0.14832408931637936,-0.14008386213213628,-0.09888272621091956,-1.5349812060301509,0.07406683417085426,-0.030345829145728642,-0.11010057122799931,0.006114170365394814,0.002742689412893614
0.191,-9.72,0.01,0.09,-0.02,-0.0,0.01,-75.0,12.0,40.0,9.630576306743018,82.86736390159881,11.70012926405045,-0.18128499805335255,-0.3048884058170022,-0.09064249902667626,-1.673335175879397,0.07550502512562812,-0.024017788944723617,-0.1321765320906038,0.007179392874927401,0.0023062584429686117
0.202,-9.31,0.38,1.5,0.06,0.2,-0.02,-75.0,12.0,40.0,9.720421801547504,85.84287972802403,1.2811725781509187,-0.19776545242183913,-0.3048884058170022,-0.08240227184243296,-1.8131273366834173,0.07564884422110552,-0.022723417085427133,-0.1562422872331507,0.008265299316683922,0.001960836774828918
0.213,-9.31,0.38,1.5,0.06,0.2,-0.02,-75.0,12.0,40.0,9.437716884925083,85.84287972802403,12.018464103225366,-0.14832408931637936,-0.14008386213213628,-0.09888272621091955,-1.9470229145728646,0.08111396984924622,-0.0011505527638190904,-0.18231852058786396,0.009353274151662837,0.001634030645690765
0.225,-10.56,0.46,-1.7,0.04,0.26,0.02,-75.0,12.0,40.0,9.437716884925083,85.84287972802403,12.018464103225366,-0.09888272621091958,0.024720681552729662,-0.11536318057940614,-2.080918492462312,0.08657909547738693,0.020422311557788952,-0.21032042803262546,0.0105198479290927,0.001617483499911618
0.23800000000000002,-10.56,0.46,-1.7,0.04,0.26,0.02,-75.0,12.0,40.0,10.705848868725917,85.84287972802403,15.115664787260181,-0.06592181747394639,0.2389665883430554,-0.09888272621091955,-2.2327914572864325,0.09319477386934673,-0.004026934673366827,-0.2402480095674352,0.01176502064897351,0.0019111953374914773
0.25,-10.48,0.63,-1.99,-0.0,0.05,0.01,-75.0,12.0,40.0,10.705848868725917,85.84287972802403,15.115664787260181,-0.0329609087369732,0.45321249513338113,-0.08240227184243296,-2.384664422110553,0.09981045226130653,-0.028476180904522606,-0.2723598143450923,0.013105339457084416,0.001853280327264463
0.262,-9.75,-0.06,0.29,0.02,-0.1,-0.02,-75.0,12.0,40.0,10.685850457497523,85.84287972802403,2.9215229778371645,-0.0329609087369732,0.4944136310545976,-0.07416204465818965,-2.5353868341708545,0.1088710552763819,-0.057096180904522606,-0.30665584236559684,0.014540804353425418,0.0014437384692305752
0.273,-9.75,-0.06,0.29,0.02,-0.1,-0.02,-75.0,12.0,40.0,9.754496399097189,85.84287972802403,5.9543520705553545,-0.016480454368486608,0.41201135921216464,-0.09064249902667625,-2.675610452261307,0.10800814070351758,-0.05292542713567838,-0.34311954648316967,0.016106578022777204,0.0006225863599404058
0.28700000000000003,-10.11,0.68,-0.52,0.02,-0.03,-0.01,-75.0,12.0,40.0,9.754496399097189,85.84287972802403,5.9543520705553545,-1.3877787807814457e-17,0.32960908736973166,-0.10712295339516284,-2.8158340703517593,0.10714522613065326,-0.04875467336683416,-0.381599933992576,0.017659941332794627,-0.00013858234590035572
0.299,-10.5,0.21,-1.41,-0.01,-0.09,0.0,-73.0,12.0,43.0,10.14617661979132,85.84287972802403,2.1438117664609555,0.01648045436848658,0.3048884058170018,-0.11536318057940614,-2.9612351758793976,0.11692492462311557,-0.05623326633165828,-0.4220970048938159,0.019200894283477692,-0.0008397676482917093
0.309,-10.5,0.21,-1.41,-0.01,-0.09,0.0,-73.0,12.0,43.0,10.59632955319907,85.56868586112562,5.188353502807639,0.008240227184243283,0.2307263611588121,-0.11536318057940614,-3.112245226130654,0.11994512562814069,-0.07651175879396985,-0.46468522134289547,0.020882497973283506,-0.0016485093982475186
0.321,-10.61,0.4,-1.49,-0.0,-0.28,-0.01,-73.0,12.0,43.0,10.59632955319907,85.56868586112562,5.188353502807639,-1.3877787807814457e-17,0.1565643165006224,-0.11536318057940614,-3.2632552763819103,0.12296532663316581,-0.0967902512562814,-0.5094452506754881,0.02260753792075958,-0.002748894592560794
0.334,-10.61,0.4,-1.49,-0.0,-0.28,-0.01,-73.0,12.0,43.0,10.721576376634175,85.56868586112562,16.053046392380544,-1.3877787807814457e-17,-0.07416204465818993,-0.12360340776364945,-3.415847336683418,0.1287180904522613,-0.11821929648241206,-0.5563770928915938,0.024376014125905916,-0.004140923231231534
0.34600000000000003,-10.5,0.35,-1.14,0.01,-0.54,-0.02,-73.0,12.0,43.0,10.721576376634175,85.56868586112562,16.053046392380544,-1.3877787807814457e-17,-0.3048884058170023,-0.13184363494789275,-3.5684393969849255,0.13447085427135677,-0.1396483417085427,-0.6055035003166588,0.026227226059947983,-0.005841142460038888
0.358,-10.5,0.35,-1.14,0.01,-0.54,-0.02,-73.0,12.0,43.0,10.56750207002582,85.56868586112562,30.96623539984204,0.008240227184243283,-0.7498606737661404,-0.14832408931637936,-3.719449447236182,0.1395045226130653,-0.15604371859296481,-0.6568244729506831,0.028161173722885787,-0.007849552278982853
0.369,-10.49,0.51,-1.11,-0.01,-0.78,-0.01,-73.0,12.0,43.0,10.56750207002582,85.56868586112562,30.96623539984204,0.01648045436848658,-1.1948329417152785,-0.16480454368486597,-3.8704594974874382,0.14453819095477385,-0.17243909547738692,-0.7103172584682206,0.03016751514860736,-0.010093758925279663
0.382,-10.53,0.2,-1.21,-0.02,-1.03,-0.01,-73.0,12.0,43.0,10.560885379550335,85.56868586112562,44.69805302937867,0.008240227184243283,-1.8375706620862557,-0.17304477086910927,-4.021325728643217,0.15187296482412058,-0.18840301507537688,-0.7659818568692711,0.0322462503371127,-0.012573762398929319
0.394,-10.53,0.2,-1.21,-0.02,-1.03,-0.01,-73.0,12.0,43.0,10.601179179695059,85.56868586112562,59.02855800290623,-0.00824022718424331,-2.6863140620633152,-0.18128499805335258,-4.172767236180905,0.1547493467336683,-0.20580512562814068,-0.8238161997606123,0.034430473579960104,-0.015283357520264638
0.405,-10.43,0.3,-0.92,0.0,-1.3,-0.02,-73.0,12.0,43.0,10.601179179695059,85.56868586112562,59.02855800290623,-0.024720681552729905,-3.535057462040375,-0.18952522523759588,-4.324208743718594,0.15762572864321603,-0.2232072361809045,-0.8838285607151336,0.03665606468725537,-0.018243228221509554
