time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr
0.002,9.58,-0.18,-0.89,-0.0,-0.02,-0.0,74.0,51.0,-15.0,9.622936142363203,1.1459155902616465
0.013,9.57,-0.19,-0.96,-0.0,-0.01,-0.0,74.0,51.0,-15.0,9.619906444451527,0.5729577951308232
0.025,9.58,-0.18,-0.91,0.0,0.01,-0.0,74.0,51.0,-15.0,9.624806491561271,0.5729577951308232
0.076,9.61,-0.17,-0.84,0.0,0.01,-0.0,72.0,51.0,-13.0,9.648139717064632,0.5729577951308232
0.153,9.55,-0.13,-0.99,-0.02,-0.02,-0.0,72.0,51.0,-13.0,9.602057071273844,1.620569369082791
0.231,9.58,0.05,-0.77,-0.01,0.01,-0.0,74.0,51.0,-15.0,9.611024919330925,0.8102846845413955
0.308,10.15,-0.09,-2.01,-0.31,0.21,0.04,74.0,49.0,-15.0,10.347497281951805,21.57549397885632
0.386,8.95,-2.99,4.08,-0.76,3.34,0.01,74.0,49.0,-15.0,10.280515551274654,196.26041818612535
0.475,7.48,-1.49,6.78,-1.75,4.32,-0.7,74.0,54.0,22.0,10.204846887631387,270.050393047068
0.486,6.74,-0.91,6.23,-1.87,3.8,-0.97,74.0,54.0,22.0,9.223264064310422,248.94208506046482
0.498,6.74,-0.91,6.23,-1.87,3.8,-0.97,74.0,54.0,22.0,9.223264064310422,248.94208506046482
0.51,6.15,-0.99,5.87,-1.92,3.47,-1.2,74.0,54.0,22.0,8.559176362244209,237.39612771179864
0.524,5.45,-1.53,5.19,-1.89,3.35,-1.36,74.0,54.0,22.0,7.679811195595891,233.7513325114222
0.535,5.45,-1.53,5.19,-1.89,3.35,-1.36,74.0,54.0,22.0,7.679811195595891,233.7513325114222
0.547,5.35,-1.54,5.34,-1.75,3.45,-1.47,74.0,54.0,22.0,7.714253042258854,237.10970724469746
0.559,5.35,-1.54,5.34,-1.75,3.45,-1.47,74.0,54.0,22.0,7.714253042258854,237.10970724469746
0.572,4.29,-0.83,5.59,-1.56,3.64,-1.55,55.0,60.0,72.0,7.095146228232368,243.66339652152806
0.583,3.2,-0.25,5.5,-1.4,3.79,-1.61,55.0,60.0,72.0,6.3680844843641955,249.19514738070677
0.594,3.2,-0.25,5.5,-1.4,3.79,-1.61,55.0,60.0,72.0,6.3680844843641955,249.19514738070677
0.606,3.17,-0.56,5.46,-1.24,3.87,-1.65,55.0,60.0,72.0,6.3383041896078165,251.29931507104416
0.618,3.17,-0.56,5.46,-1.24,3.87,-1.65,55.0,60.0,72.0,6.3383041896078165,251.29931507104416
0.632,2.89,-0.54,5.47,-1.04,3.83,-1.65,55.0,60.0,72.0,6.210040257518465,246.25856676218788
0.643,2.24,-0.26,5.77,-0.83,3.7,-1.62,55.0,60.0,72.0,6.195006053265807,236.25947856362225
0.655,2.24,-0.26,5.77,-0.83,3.7,-1.62,55.0,60.0,72.0,6.195006053265807,236.25947856362225
0.666,1.74,-0.4,7.32,-0.61,3.42,-1.58,55.0,60.0,72.0,7.534586916347838,218.6635456752818
0.68,1.74,-0.4,7.32,-0.61,3.42,-1.58,55.0,60.0,72.0,7.534586916347838,218.6635456752818
0.691,1.1,0.14,8.38,-0.45,2.86,-1.52,17.0,60.0,90.0,8.453046787993074,187.35369464598386
0.702,1.1,0.14,8.38,-0.45,2.86,-1.52,17.0,60.0,90.0,8.453046787993074,187.35369464598386
0.714,1.39,1.16,8.5,-0.37,2.24,-1.47,17.0,60.0,90.0,8.690667408202893,154.96787271197834
0.727,2.59,2.91,8.75,-0.29,1.71,-1.39,17.0,60.0,90.0,9.578032156972537,127.35010094602602
0.739,2.59,2.91,8.75,-0.29,1.71,-1.39,17.0,60.0,90.0,9.578032156972537,127.35010094602602
0.751,2.78,3.89,9.37,-0.19,1.17,-1.24,17.0,60.0,90.0,10.519382111131812,98.28522760590502
0.762,2.78,3.89,9.37,-0.19,1.17,-1.24,17.0,60.0,90.0,10.519382111131812,98.28522760590502
0.774,20.71,4.02,20.39,-0.14,0.57,-1.07,17.0,60.0,90.0,29.339676208165628,69.92432893998692
0.787,7.33,3.83,10.55,-0.36,1.33,-0.53,17.0,60.0,90.0,13.405234052414006,84.5845621801969
0.799,7.33,3.83,10.55,-0.36,1.33,-0.53,17.0,60.0,90.0,13.405234052414006,84.5845621801969
0.811,0.34,0.63,7.71,-0.37,1.78,-0.12,1.0,60.0,98.0,7.743164727680795,104.39316184565915
0.823,0.34,0.63,7.71,-0.37,1.78,-0.12,1.0,60.0,98.0,7.743164727680795,104.39316184565915
0.837,0.31,1.04,8.01,-0.23,1.15,-0.19,1.0,60.0,98.0,8.083180067275503,68.07114780170505
0.848,0.69,1.51,14.02,-0.32,0.87,-0.17,1.0,60.0,98.0,14.117953109427726,53.99804255785973
0.86,0.69,1.51,14.02,-0.32,0.87,-0.17,1.0,60.0,98.0,14.117953109427726,53.99804255785973
0.872,-0.49,-0.28,7.41,-0.4,1.05,-0.18,1.0,60.0,98.0,7.431460152621422,65.19897194458059
0.885,-0.99,-0.47,5.36,-0.12,1.83,-0.24,1.0,60.0,98.0,5.4708865826299125,105.97241264949655
0.896,-0.99,-0.47,5.36,-0.12,1.83,-0.24,1.0,60.0,98.0,5.4708865826299125,105.97241264949655
0.908,0.04,-1.55,19.18,0.18,1.83,-0.23,1.0,60.0,98.0,19.24256999467587,106.1782160671874
0.92,0.04,-1.55,19.18,0.18,1.83,-0.23,1.0,60.0,98.0,19.24256999467587,106.1782160671874
0.931,-2.41,0.18,10.57,0.13,0.85,-0.17,1.0,60.0,98.0,10.842757951739031,50.22131139978349
0.945,0.35,0.15,5.95,0.12,-0.04,-0.21,-12.0,58.0,93.0,5.962172422867357,14.046233005176362
0.957,0.35,0.15,5.95,0.12,-0.04,-0.21,-12.0,58.0,93.0,5.962172422867357,14.046233005176362
0.969,-0.14,0.68,12.72,-0.09,-0.18,-0.14,-12.0,58.0,93.0,12.73893245134772,14.046233005176363
0.98,-0.14,0.68,12.72,-0.09,-0.18,-0.14,-12.0,58.0,93.0,12.73893245134772,14.046233005176363
0.994,-0.82,0.07,10.36,-0.01,0.03,-0.03,-12.0,58.0,93.0,10.392636816515816,2.497465127889139
1.006,0.68,0.43,9.64,-0.01,-0.01,-0.01,-12.0,58.0,93.0,9.673515389970701,0.9923920117592256
1.017,0.68,0.43,9.64,-0.01,-0.01,-0.01,-12.0,58.0,93.0,9.673515389970701,0.9923920117592256
1.029,-0.46,-0.01,9.74,-0.01,-0.01,0.02,-12.0,58.0,93.0,9.750861500400875,1.4034542422206169
1.042,-0.46,-0.01,9.74,-0.01,-0.01,0.02,-12.0,58.0,93.0,9.750861500400875,1.4034542422206169
1.053,0.36,-0.55,10.3,-0.0,-0.04,-0.01,-12.0,58.0,93.0,10.320954413231366,2.362365508345388
1.065,0.11,-0.48,9.81,-0.0,-0.03,-0.0,-14.0,60.0,90.0,9.8223520604792,1.7188733853924696
1.077,0.11,-0.48,9.81,-0.0,-0.03,-0.0,-14.0,60.0,90.0,9.8223520604792,1.7188733853924696
1.09,0.18,-0.38,9.61,-0.0,-0.04,-0.01,-14.0,60.0,90.0,9.619194352959088,2.362365508345388
1.102,0.18,-0.38,9.61,-0.0,-0.04,-0.01,-14.0,60.0,90.0,9.619194352959088,2.362365508345388
1.113,0.34,0.01,9.87,0.01,-0.01,-0.0,-14.0,60.0,90.0,9.875859456270122,0.8102846845413955
1.124,0.16,0.08,9.76,0.01,0.01,-0.0,-14.0,60.0,90.0,9.761639206608693,0.8102846845413955
1.136,0.16,0.08,9.76,0.01,0.01,-0.0,-14.0,60.0,90.0,9.761639206608693,0.8102846845413955
1.149,-0.37,0.4,10.12,-0.01,-0.0,0.0,-14.0,60.0,90.0,10.134658356353212,0.5729577951308232
1.16,-0.37,0.4,10.12,-0.01,-0.0,0.0,-14.0,60.0,90.0,10.134658356353212,0.5729577951308232
1.172,0.0,0.3,9.54,0.0,-0.02,-0.01,-14.0,60.0,90.0,9.544715815570413,1.2811725781509187
1.183,0.0,0.3,9.54,0.0,-0.02,-0.01,-14.0,60.0,90.0,9.544715815570413,1.2811725781509187
1.187,0.06,0.02,9.73,-0.0,-0.0,-0.0,-10.0,57.0,93.0,9.730205547674727,0.0
1.265,-0.16,0.15,9.95,0.0,0.02,0.0,-10.0,57.0,93.0,9.952416791915418,1.1459155902616465
1.343,0.08,0.06,9.86,-0.0,-0.0,-0.0,-12.0,61.0,93.0,9.8605070863521,0.0
1.42,0.11,0.19,9.8,-0.01,-0.02,-0.0,-12.0,61.0,93.0,9.802458875200651,1.2811725781509187
1.51,0.1,0.08,9.84,0.0,0.0,-0.0,-10.0,58.0,93.0,9.84083329804951,0.0
1.522,0.1,0.08,9.84,0.0,0.0,-0.0,-10.0,58.0,93.0,9.84083329804951,0.0
1.534,0.08,-0.02,9.83,0.0,0.01,0.0,-10.0,58.0,93.0,9.830345873874428,0.5729577951308232
1.545,0.12,-0.1,9.83,0.0,0.01,0.0,-10.0,58.0,93.0,9.831241020339192,0.5729577951308232
1.558,0.12,-0.1,9.83,0.0,0.01,0.0,-10.0,58.0,93.0,9.831241020339192,0.5729577951308232
1.57,0.04,-0.14,9.86,0.0,0.01,0.0,-8.0,58.0,95.0,9.861074992109124,0.5729577951308232
1.581,0.04,-0.14,9.86,0.0,0.01,0.0,-8.0,58.0,95.0,9.861074992109124,0.5729577951308232
1.593,0.05,-0.16,9.87,0.0,0.0,-0.0,-8.0,58.0,95.0,9.871423402934349,0.0
1.604,0.05,-0.16,9.87,0.0,0.0,-0.0,-8.0,58.0,95.0,9.871423402934349,0.0
1.617,0.04,-0.11,9.84,0.0,0.0,-0.0,-8.0,58.0,95.0,9.840696113588713,0.0
1.629,0.06,-0.09,9.83,0.0,-0.0,-0.0,-8.0,58.0,95.0,9.830595098975444,0.0
1.641,0.06,-0.09,9.83,0.0,-0.0,-0.0,-8.0,58.0,95.0,9.830595098975444,0.0
1.652,0.06,-0.14,9.87,0.0,0.0,-0.0,-8.0,58.0,95.0,9.871175208656767,0.0
1.665,0.08,-0.25,9.87,0.0,0.0,-0.0,-8.0,58.0,95.0,9.873489757932601,0.0
1.676,0.08,-0.25,9.87,0.0,0.0,-0.0,-8.0,58.0,95.0,9.873489757932601,0.0
1.688,0.03,-0.32,9.86,-0.0,0.01,0.0,-10.0,57.0,95.0,9.865236945963336,0.5729577951308232
