time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.002,9.58,-0.18,-0.89,-0.0,-0.02,-0.0,74.0,51.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,9.57,-0.19,-0.96,-0.0,-0.01,-0.0,74.0,51.0,-15.0,9.622936142363203,91.11531155629113,1.1459155902616465,0.0,-0.016336845538705094,0.0,0.13657810539523213,-0.002566185696361355,-0.012688362609786702,0.0,0.0,0.0
0.025,9.58,-0.18,-0.91,0.0,0.01,-0.0,74.0,51.0,-15.0,9.619906444451527,91.11531155629113,0.5729577951308232,0.0,-0.02450526830805764,0.0,0.27301364491844415,-0.005274937264742785,-0.026374686323713932,0.0019471376694521019,-3.6585050156720075e-05,-0.00018089274799711595
0.076,9.61,-0.17,-0.84,0.0,0.01,-0.0,72.0,51.0,-13.0,9.624806491561271,91.11531155629113,0.5729577951308232,0.0,-0.01633684553870509,0.0,0.4095917503136763,-0.00784112296110414,-0.039348180677540784,0.005839380505569821,-0.00011178765325664468,-0.000556905763496739
0.153,9.55,-0.13,-0.99,-0.02,-0.02,-0.0,72.0,51.0,-13.0,9.648139717064632,89.1852005660132,0.5729577951308232,0.0,-0.008168422769352543,0.0,0.5465975533249686,-0.01026474278544542,-0.05132371392722711,0.011678761011139642,-0.00022357530651328936,-0.001117876532566447
0.231,9.58,0.05,-0.77,-0.01,0.01,-0.0,74.0,51.0,-15.0,9.602057071273844,89.1852005660132,1.620569369082791,-0.016336845538705094,-0.02450526830805764,0.0,0.6827479611041405,-0.0121180991217064,-0.06543773525721457,0.01947137669452102,-0.00036991550714016966,-0.0018495775357008485
0.308,10.15,-0.09,-2.01,-0.31,0.21,0.04,74.0,49.0,-15.0,9.611024919330925,91.11531155629113,0.8102846845413955,-0.02450526830805764,-0.01633684553870509,0.0,0.8193260664993727,-0.011405269761606024,-0.07641530740276037,0.029205032538995042,-0.0005426782439913478,-0.0027824963146972108
0.386,8.95,-2.99,4.08,-0.76,3.34,0.01,74.0,49.0,-15.0,10.347497281951805,90.01111042532472,21.57549397885632,-0.27772637415798657,0.15520003261769835,0.03267369107741019,0.9640304265997491,-0.012688362609786702,-0.10507104767879549,0.04088582605292117,-0.0007052784669101037,-0.0038719178082528755
0.47500000000000003,7.48,-1.49,6.78,-1.75,4.32,-0.7,74.0,54.0,22.0,10.280515551274654,90.01111042532472,196.26041818612535,-0.8985265046287803,2.883453237581449,0.040842113846762736,1.0916268820577164,-0.05531555834378922,-0.04690417189460477,0.05462960989512901,-0.0008861712149072197,-0.005369872361891914
0.486,6.74,-0.91,6.23,-1.87,3.8,-0.97,74.0,54.0,22.0,10.204846887631387,94.21252570651102,270.050393047068,-2.328000489265476,6.412211873941749,-0.5309474800079155,1.1982661543287327,-0.07655787327478045,0.049755489335006294,0.07019248373124043,-0.0016747822960631858,-0.006038565778645298
0.498,6.74,-0.91,6.23,-1.87,3.8,-0.97,74.0,54.0,22.0,9.223264064310422,94.21252570651102,248.94208506046482,-3.855495547134402,9.516212526295718,-1.3232844886351125,1.2943555520702634,-0.0895313676286073,0.1385740276035132,0.08727566965164221,-0.0027662362924053352,-0.005329222306162225
0.51,6.15,-0.99,5.87,-1.92,3.47,-1.2,74.0,54.0,22.0,9.223264064310422,94.21252570651102,248.94208506046482,-5.382990605003329,12.620213178649685,-2.1156214972623095,1.3904449498117941,-0.10250486198243416,0.2273925658720201,0.10572876245013452,-0.004042648042317569,-0.0033536295976993404
0.524,5.45,-1.53,5.19,-1.89,3.35,-1.36,74.0,54.0,22.0,8.559176362244209,94.21252570651102,237.39612771179864,-6.951327776719017,15.454655879615018,-3.095832229584615,1.4781229611041404,-0.11661888331242162,0.3110787327478043,0.12555176212671734,-0.005504017545799888,-0.00011178765325664444
0.535,5.45,-1.53,5.19,-1.89,3.35,-1.36,74.0,54.0,22.0,7.679811195595891,94.21252570651102,233.7513325114222,-8.495159680126648,18.191077507348123,-4.206737726216561,1.5558213613550815,-0.13843146173149315,0.3850704203262234,0.1466247510169881,-0.007166604825144167,0.004323133426852423
0.547,5.35,-1.54,5.34,-1.75,3.45,-1.47,74.0,54.0,22.0,7.679811195595891,94.21252570651102,233.7513325114222,-10.03899158353428,20.927499135081227,-5.317643222848508,1.6335197616060226,-0.16024404015056468,0.4590621079046425,0.16880545392589288,-0.009140165030820567,0.00981292345314692
0.559,5.35,-1.54,5.34,-1.75,3.45,-1.47,74.0,54.0,22.0,7.714253042258854,94.21252570651102,237.10970724469746,-11.468465568170975,23.745604990507857,-6.518401369943333,1.709792503136763,-0.18219918444165628,0.5351922835633627,0.1920938708534317,-0.011424698162829088,0.01635758242562685
0.5720000000000001,4.29,-0.83,5.59,-1.56,3.64,-1.55,55.0,60.0,72.0,7.714253042258854,94.21252570651102,237.10970724469746,-12.89793955280767,26.563710845934487,-7.7191595170381575,1.7860652446675032,-0.2041543287327479,0.611322459222083,0.21646967677173967,-0.014022236723956215,0.023987597886089472
0.583,3.2,-0.25,5.5,-1.4,3.79,-1.61,55.0,60.0,72.0,7.095146228232368,108.66922287382016,243.66339652152806,-14.172213504826669,29.537016733978813,-8.985265046287802,1.8472260037641155,-0.21598729611041415,0.6910167816813051,0.24193287168081684,-0.016932780714201946,0.03270296983453479
0.594,3.2,-0.25,5.5,-1.4,3.79,-1.61,55.0,60.0,72.0,6.3680844843641955,108.66922287382016,249.19514738070677,-15.315792692536025,32.632848963563426,-10.300381112153563,1.8928470828105395,-0.21955144291091602,0.7694280112923465,0.26826801028529584,-0.020012022435725887,0.042554510840624914
0.606,3.17,-0.56,5.46,-1.24,3.87,-1.65,55.0,60.0,72.0,6.3680844843641955,108.66922287382016,249.19514738070677,-16.45937188024538,35.72868119314804,-11.615497178019323,1.9384681618569637,-0.2231155897114179,0.8478392409033879,0.29525354978144985,-0.023142076726911938,0.05352392837928149
0.618,3.17,-0.56,5.46,-1.24,3.87,-1.65,55.0,60.0,72.0,6.3383041896078165,108.66922287382016,251.29931507104416,-17.472256303645096,38.889860804887476,-12.963286934962493,1.9836615432873275,-0.23109927854454212,0.925680207026349,0.3228894901692789,-0.026322943587760102,0.0656112224505045
0.632,2.89,-0.54,5.47,-1.04,3.83,-1.65,55.0,60.0,72.0,6.3383041896078165,108.66922287382016,251.29931507104416,-18.48514072704481,42.05104041662691,-14.311076691905663,2.0288549247176912,-0.23908296737766635,1.00352117314931,0.35116973394042356,-0.029617630604651394,0.07880826304314803
