time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
0.002,-10.28,0.41,-3.1,0.19,-0.12,-0.02,-84.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,-9.86,-0.12,-3.14,0.32,-0.26,-0.03,-84.0,25.0,11.0,10.745068636355935,88.32893070789434,12.926517056639726,0.15361869294561298,-0.09702233238670292,-0.016170388731117154,-0.14506443368828653,0.005785643756050338,-0.043745111326234265,0.0,0.0,0.0
0.025,-9.86,-0.12,-3.14,0.32,-0.26,-0.03,-84.0,25.0,11.0,10.348603770557649,88.32893070789434,23.686105741911376,0.41234491264348744,-0.30723738589122596,-0.04042597182779288,-0.28420211035818,0.0040922846079380435,-0.08805467570183931,-0.0020470515487649105,8.164310651688845e-05,-0.0006173015370789127
0.08600000000000001,-11.1,-0.36,-1.51,0.73,-0.9,-0.03,-78.0,25.0,8.0,10.348603770557649,88.32893070789434,23.686105741911376,0.6710711323413618,-0.5174524393957489,-0.06468155492446861,-0.4233397870280735,0.002398925459825749,-0.13236424007744435,-0.006057520244496943,0.00013939066966298027,-0.0018598697923603372
0.098,-10.96,-0.12,-1.6,0.85,-1.07,-0.09,-78.0,25.0,8.0,11.2080194503757,82.29823813423954,66.41863573686065,1.261290321027138,-1.245119932296021,-0.08893713802114435,-0.5799755082284608,-0.002681151984511133,-0.15367234269119073,-0.012031406087196099,0.00017324268943827548,-0.0037277047658442735
0.109,-10.96,-0.12,-1.6,0.85,-1.07,-0.09,-78.0,25.0,8.0,11.076822649117391,82.29823813423954,78.46593725590122,1.948531842099617,-2.110235729410789,-0.16170388731117152,-0.7346356437560504,-0.004374511132623427,-0.17625046466602132,-0.020215629691693944,0.00013540807910118082,-0.005896225326744067
0.121,-10.05,0.25,-1.51,0.97,-1.2,-0.14,-78.0,25.0,8.0,11.076822649117391,82.29823813423954,78.46593725590122,2.635773363172096,-2.975351526525557,-0.2344706366011987,-0.88929577928364,-0.0060678702807357215,-0.1988285866408519,-0.03058231292405788,7.367792539328954e-05,-0.008383353132587815
0.134,-10.27,-0.17,-0.65,1.08,-1.38,-0.17,-78.0,25.0,8.0,10.16587920447612,82.29823813423954,88.77148553000107,3.420037216631278,-3.945574850392586,-0.3476633577190188,-1.0311146079380447,-0.002540038722168442,-0.22013668925459828,-0.04313145578428791,-1.1947771685398375e-05,-0.01118908818337552
0.145,-10.27,-0.17,-0.65,1.08,-1.38,-0.17,-78.0,25.0,8.0,10.291953167402191,82.29823813423954,100.87474829277842,4.293238208111604,-5.061331672839669,-0.4851116619335146,-1.1760379283639886,-0.004938964181994193,-0.2293090513068732,-0.05768185040182216,-4.7791086741593316e-05,-0.014295508821579081
0.157,-10.2,-0.29,0.24,1.16,-1.77,-0.2,-78.0,25.0,8.0,10.291953167402191,82.29823813423954,100.87474829277842,5.16643919959193,-6.177088495286753,-0.6225599661480105,-1.3209612487899325,-0.007337889641819943,-0.23848141335914813,-0.07427730527284042,-0.0001174864215730835,-0.017531363653041122
0.168,-10.2,-0.29,0.24,1.16,-1.77,-0.2,-78.0,25.0,8.0,10.206943714942295,82.29823813423954,121.79228420769547,6.1043217459967245,-7.608167897990621,-0.7842638534591819,-1.4648967763794776,-0.011430174249757986,-0.23509469506292355,-0.09291782039734268,-0.0002210337761798689,-0.020896652677761647
