time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr
8.079,0.3,-4.47,14.92,0.16,1.14,-0.04,-41.0,63.0,87.0,15.578103222151277,65.99717770628969
8.093,3.35,-2.45,6.28,0.23,1.03,-0.12,-42.0,66.0,87.0,15.578103222151277,65.99717770628969
8.105,3.02,-8.78,15.05,-0.04,0.58,-0.13,-42.0,66.0,87.0,7.527509548316761,60.85772033261885
8.116,3.02,-8.78,15.05,-0.04,0.58,-0.13,-42.0,66.0,87.0,17.683644986257782,34.13309206062598
8.127,-0.57,-0.25,6.38,-0.02,-0.2,-0.23,-42.0,66.0,87.0,17.683644986257782,34.13309206062598
8.139,-0.57,-0.25,6.38,-0.02,-0.2,-0.23,-42.0,66.0,87.0,6.4102886050473575,17.501023754514925
8.151,-1.59,5.36,9.33,-0.11,-0.27,-0.25,-42.0,66.0,87.0,6.4102886050473575,17.501023754514925
8.163,2.03,2.85,10.13,-0.17,0.18,-0.19,-42.0,66.0,87.0,10.876883744896789,22.00486165888648
8.174,2.03,2.85,10.13,-0.17,0.18,-0.19,-42.0,66.0,87.0,10.717289769340008,17.88142439771351
8.188,1.54,0.72,9.71,0.03,0.44,-0.24,-42.0,66.0,87.0,10.717289769340008,17.88142439771351
8.199,1.54,0.72,9.71,0.03,0.44,-0.24,-42.0,66.0,87.0,9.857692427743931,28.7679592748245
8.211,-1.92,-2.25,7.38,0.09,0.83,-0.31,-46.0,64.0,82.0,9.857692427743931,28.7679592748245
8.222,-1.92,-2.25,7.38,0.09,0.83,-0.31,-46.0,64.0,82.0,7.950679216268255,51.0254222539541
8.235,-1.42,-3.05,4.68,0.02,0.76,-0.39,-46.0,64.0,82.0,7.950679216268255,51.0254222539541
8.247,0.11,-0.1,10.7,0.02,0.62,-0.45,-46.0,64.0,82.0,5.763792154476079,48.956888342127854
8.258,0.11,-0.1,10.7,0.02,0.62,-0.45,-46.0,64.0,82.0,10.701032660449176,43.90890763116178
8.27,1.61,3.53,9.82,-0.01,0.67,-0.47,-46.0,64.0,82.0,10.701032660449176,43.90890763116178
8.283,2.29,5.29,13.07,0.12,0.72,-0.58,-46.0,64.0,82.0,10.55866468830221,46.89511673802367
8.295,2.29,5.29,13.07,0.12,0.72,-0.58,-46.0,64.0,82.0,14.28471560794964,53.41736870560182
8.307,-3.27,-0.62,8.22,0.25,0.68,-0.73,-46.0,64.0,82.0,14.28471560794964,53.41736870560182
8.318,-3.27,-0.62,8.22,0.25,0.68,-0.73,-46.0,64.0,82.0,8.868241088288027,58.92836801611278
8.33,-2.5,-4.73,10.37,0.53,0.37,-0.91,-46.0,64.0,82.0,8.868241088288027,58.92836801611278
8.343,1.67,-15.37,12.99,1.12,0.09,-1.32,-46.0,64.0,82.0,11.668753146759082,63.95348646852361
8.355,1.67,-15.37,12.99,1.12,0.09,-1.32,-46.0,64.0,82.0,20.193214206757673,99.32021345703146
8.367,6.84,-21.26,11.6,2.14,-0.12,-1.86,-46.0,64.0,82.0,20.193214206757673,99.32021345703146
8.379,6.84,-21.26,11.6,2.14,-0.12,-1.86,-46.0,64.0,82.0,25.16611213517098,162.59892133853344
8.392,5.93,-17.74,16.28,3.08,-0.61,-3.15,-46.0,64.0,82.0,25.16611213517098,162.59892133853344
8.404,0.82,5.6,12.73,5.13,-0.36,-4.48,-46.0,64.0,82.0,24.79739704081862,254.82777009106033
8.415,0.82,5.6,12.73,5.13,-0.36,-4.48,-46.0,64.0,82.0,13.931450032211293,390.77611838860025
8.427,-13.72,33.31,-1.0,7.64,-1.65,-5.08,-46.0,64.0,82.0,13.931450032211293,390.77611838860025
8.441,-13.72,33.31,-1.0,7.64,-1.65,-5.08,-46.0,64.0,82.0,36.03879160016329,534.1076180008066
8.453,-75.41,36.57,-0.65,9.21,-6.24,-7.78,-46.0,64.0,82.0,36.03879160016329,534.1076180008066
8.465,-49.76,58.71,14.58,8.21,-13.39,-13.55,-55.0,76.0,66.0,83.81202479358197,777.8102021215069
8.477,-49.76,58.71,14.58,8.21,-13.39,-13.55,-55.0,76.0,66.0,78.32942039872374,1188.5231612222788
8.49,-9.69,47.04,1.62,1.64,-21.05,-16.13,-55.0,76.0,66.0,78.32942039872374,1188.5231612222788
8.502,-9.69,47.04,1.62,1.64,-21.05,-16.13,-55.0,76.0,66.0,48.054990375610316,1522.3532822940413
8.514,-11.1,48.06,7.3,-5.48,-22.21,-15.27,-55.0,76.0,66.0,48.054990375610316,1522.3532822940413
8.525,-9.06,50.28,5.33,-11.25,-21.81,-12.11,-55.0,76.0,66.0,49.86244679114735,1575.8812266233374
8.538,-9.06,50.28,5.33,-11.25,-21.81,-12.11,-55.0,76.0,66.0,51.367021521594964,1567.9487062479882
8.549,-9.87,50.67,0.11,-14.88,-20.68,-7.24,-55.0,76.0,66.0,51.367021521594964,1567.9487062479882
8.561,-9.87,50.67,0.11,-14.88,-20.68,-7.24,-55.0,76.0,66.0,51.62245538522941,1517.5210940272555
8.573,-11.22,48.21,-0.5,-16.25,-19.97,-1.58,-55.0,76.0,66.0,51.62245538522941,1517.5210940272555
8.586,-11.22,45.49,-3.76,-15.42,-20.55,4.03,34.0,3.0,-10.0,49.500934334616346,1477.9199492809291
