time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,posAngX,posAngY,posAngZ
3.105,0.21,-0.71,9.56,-0.02,-0.06,-0.04,13.43,7.95,-118.77,9.588628681933617,4.28762353292191,0.0,0.0,0.0
3.157,0.07,-0.79,9.72,0.01,0.05,-0.03,13.43,7.95,-118.77,9.7523022922795,3.3896640283427946,-0.05958761069360567,-0.178762832080817,-0.11917522138721134
3.209,0.13,-0.81,9.56,0.02,0.05,-0.03,14.81,7.26,-118.43,9.595134183532819,3.5319490554146764,-0.029793805346802836,-0.029793805346802843,-0.20855663742761985
3.263,-2.4,-1.04,11.3,-0.03,0.59,0.07,14.81,7.26,-118.43,11.598775797471044,34.084969814702134,0.03208563652732587,0.12490479933851892,-0.3013758002388129
3.315,0.23,0.97,9.97,-0.06,-0.31,-0.05,14.29,8.81,-117.27,10.019715564825182,18.316735761898194,-0.05729577951308263,1.8827393147998859,-0.09281916281119304
3.367,0.18,-1.09,9.71,-0.05,0.19,-0.02,14.29,8.81,-117.27,9.77264549648661,11.31500983872564,-0.23605861159389963,0.9591313490489981,-0.2417881895452072
3.4210000000000003,-0.57,-0.47,9.59,-0.04,0.42,0.01,14.29,8.81,-117.27,9.618414630280814,24.179905106039836,-0.39075721627922266,1.5469860468532257,-0.3036676314193364
3.473,-0.34,-0.05,9.69,-0.0,-0.12,-0.05,15.33,7.43,-117.6,9.696091996263236,7.4484513367007015,-0.5099324376664329,2.7983258714189336,-0.2738738260725338
3.527,-0.19,0.0,9.78,-0.01,-0.07,-0.05,15.33,7.43,-117.6,9.781845429161104,4.961960058796128,-0.5099324376664329,2.4270492201741583,-0.42857243075785684
3.58,-0.24,-1.16,9.54,0.01,0.07,-0.04,14.64,8.47,-117.27,9.613261673334394,4.654731131878351,-0.5402992008083665,2.214481878180623,-0.5804062464675248
3.632,-0.31,-0.83,9.56,0.0,0.07,-0.04,14.64,8.47,-117.27,9.600968701125945,4.619333423241533,-0.5105053954615636,2.423038515608243,-0.6995814678547362
3.685,1.67,-3.85,9.6,0.13,-0.02,-0.09,14.64,8.47,-117.27,10.47718473636883,9.131444644211468,-0.5105053954615636,2.635605857601778,-0.8210485204224706
3.738,-0.26,-2.26,9.5,0.14,-0.06,-0.05,16.19,7.6,-117.43,9.768582292226442,9.185212201974531,-0.11573747461642686,2.574872331317911,-1.094349388699873
3.79,-0.23,-0.42,9.73,0.05,-0.34,-0.07,16.19,7.6,-117.43,9.741776018776044,20.094406710610905,0.30137580023881283,2.396109499237094,-1.2433184154338872
3.843,-0.23,-0.45,9.75,0.06,0.07,-0.03,14.81,8.29,-116.77,9.76308865062691,5.555031925210726,0.4532096159484808,1.3636395524113516,-1.4558857574274224
3.8970000000000002,-0.41,-1.36,9.55,0.08,0.05,-0.03,14.81,8.29,-116.77,9.655060849109136,5.671992791789768,0.6388479415708684,1.5802175989708038,-1.5487049202386163
3.9490000000000003,-0.43,2.0,9.57,0.06,0.08,-0.03,16.36,6.39,-117.27,9.786204575830203,5.981854997835371,0.8771983843452911,1.729186625704818,-1.6380863362790248
4.002,-0.4,-1.97,9.53,-0.07,-0.08,-0.03,16.36,6.39,-117.27,9.739702254175945,6.32852569483156,1.0593989631968912,1.9721207308402848,-1.7291866257048247
4.055,-0.41,-0.45,9.52,-0.06,-0.57,-0.08,14.12,6.57,-116.77,9.539444428267299,33.1573799721711,0.846831621203356,1.729186625704816,-1.8202869151306256
4.107,0.33,-1.29,9.75,-0.05,-0.74,-0.11,14.12,6.57,-116.77,9.840503035922502,42.9603739506141,0.6680687891225374,0.030939720937040116,-2.05863735790505
4.16,0.32,-0.78,9.67,0.0,0.06,-0.04,14.12,6.57,-116.77,9.706683264637824,4.131657418041949,0.5162349734128695,-2.2162007515660456,-2.3926717524663195
4.214,0.22,-1.32,9.52,-0.03,-0.03,-0.04,13.43,8.98,-117.77,9.613594541065272,3.3408893411844587,0.5162349734128695,-2.030562425943658,-2.516430636214578
4.265,0.56,0.32,9.81,-0.02,-0.13,-0.05,13.43,8.98,-117.77,9.831179990214807,8.062230815985892,0.4285724307578548,-2.1182249685986725,-2.633314026421264
4.319,0.31,-0.88,9.6,-0.02,-0.1,-0.04,12.57,8.47,-117.27,9.64523198269487,6.27643817783151,0.3666929888837256,-2.520441340780512,-2.788012631106587
4.372,0.55,-0.35,9.75,-0.02,-0.29,-0.06,12.57,8.47,-117.27,9.771770566279173,17.006329393376888,0.3059594625998584,-2.824108972199848,-2.9094796836743217
4.424,0.62,-1.14,9.62,-0.01,-0.06,-0.03,12.57,8.47,-117.27,9.707131399131258,3.885988832981127,0.24637185190625221,-3.688129327257138,-3.08824251575514
4.477,0.64,-0.83,9.69,-0.01,0.15,-0.02,11.88,6.39,-118.6,9.746517326717271,8.689335190350876,0.21600508876431862,-3.8703299061087395,-3.1793428051809407
4.531,0.34,-0.97,9.58,-0.01,0.21,-0.01,11.88,6.39,-118.6,9.634983134391051,12.059366538318677,0.18506536782725452,-3.4062340920527783,-3.241222247055069
4.582,0.41,-0.82,9.6,0.03,-0.01,-0.04,13.6,8.12,-117.93,9.64367668475048,2.9215229778371645,0.15584452027558246,-2.792596293467665,-3.270443094606741
4.636,0.45,-0.81,9.65,0.01,0.07,-0.03,13.6,8.12,-117.93,9.694384972756136,4.400972331777296,0.24866368308677628,-2.8235360144047297,-3.3942019783549995
4.69,0.34,-0.82,9.61,0.04,0.11,-0.03,13.6,8.12,-117.93,9.650911874014806,6.923075379495118,0.2796034040238409,-2.6069579678452772,-3.4870211411661933
