time,ax,ay,az,gx,gy,gz,mx,my,mz
2563.00,-0.13,-0.67,9.80,0.02,0.06,0.01,15.15,7.95,-115.77
2614.00,-0.16,-0.72,9.76,-0.01,-0.03,0.00,14.29,8.12,-115.27
2665.00,0.02,-0.76,9.56,-0.02,-0.06,-0.00,14.29,8.12,-115.27
2717.00,0.09,-0.77,9.53,-0.02,-0.05,-0.00,14.29,8.12,-115.27
2768.00,0.08,-0.79,9.61,-0.01,-0.03,-0.00,15.67,8.12,-114.94
2819.00,-0.95,0.40,7.48,0.01,0.36,0.10,15.67,8.12,-114.94
2872.00,0.89,-3.19,11.23,-0.10,0.28,0.06,15.67,8.12,-114.94
2922.00,-0.39,1.51,9.67,-0.04,0.09,0.02,14.29,8.47,-114.94
2973.00,-0.34,-1.37,9.68,-0.06,0.37,0.03,14.29,8.47,-114.94
3026.00,-0.68,-1.80,9.47,-0.03,0.47,0.05,16.88,8.98,-115.44
3077.00,-0.96,-0.14,9.66,-0.00,0.31,0.02,16.88,8.98,-115.44
3128.00,-1.02,-0.75,9.49,0.00,0.26,0.01,17.56,8.98,-114.44
3180.00,-1.12,-1.21,9.52,-0.01,0.21,0.02,17.56,8.98,-114.44
3231.00,-1.19,-0.49,9.60,0.00,0.15,0.01,17.56,8.98,-114.44
3283.00,-1.29,-1.25,9.40,-0.00,0.14,0.00,18.25,8.98,-114.77
3335.00,-1.34,-0.60,9.54,-0.00,0.07,0.00,18.25,8.98,-114.77
3386.00,-0.70,-0.79,10.02,0.04,0.04,-0.00,17.74,9.85,-113.94
3437.00,-1.50,-0.57,9.49,0.07,0.05,0.01,17.74,9.85,-113.94
3490.00,-1.41,-0.76,9.48,0.01,-0.04,-0.00,17.74,9.85,-113.94
3540.00,-1.38,-0.49,9.49,-0.05,-0.03,-0.00,18.42,9.16,-114.61
3591.00,-1.33,-0.91,9.54,-0.04,0.01,-0.00,18.42,9.16,-114.61
3644.00,-1.31,-1.28,9.54,-0.01,0.02,-0.00,19.63,9.68,-113.44
3695.00,-1.38,-0.51,9.57,0.06,0.00,0.01,19.63,9.68,-113.44
3746.00,-1.36,-0.68,9.48,0.04,-0.01,0.00,19.63,9.68,-113.44
3799.00,-1.35,-0.74,9.53,0.00,0.02,0.00,19.29,7.26,-114.11
3850.00,-1.37,-0.75,9.59,0.03,0.05,0.00,19.29,7.26,-114.11
3901.00,-1.47,-0.82,9.49,0.07,0.05,0.01,19.46,9.50,-114.94
3953.00,-1.44,-0.69,9.46,0.07,-0.03,0.01,19.46,9.50,-114.94
4004.00,-1.33,-0.26,9.59,0.00,-0.01,0.00,18.25,8.64,-114.11
4055.00,-1.42,-1.03,9.45,0.00,0.11,0.01,18.25,8.64,-114.11
4108.00,-1.52,-0.18,9.51,-0.03,0.02,-0.00,18.25,8.64,-114.11
4159.00,-1.46,-0.85,9.46,-0.00,0.00,-0.00,19.29,7.60,-113.78
4210.00,-1.46,-0.63,9.52,-0.02,-0.04,-0.01,19.29,7.60,-113.78
4263.00,-1.42,-0.85,9.49,-0.00,-0.01,-0.00,18.94,8.98,-114.44
4314.00,-1.45,-0.71,9.49,-0.01,-0.02,0.00,18.94,8.98,-114.44
4365.00,-1.41,-0.86,9.51,-0.00,-0.08,-0.00,18.94,8.98,-114.44
4417.00,-1.33,-0.68,9.54,0.00,-0.10,-0.00,18.94,8.64,-114.44
4468.00,-1.32,-0.71,9.49,0.01,-0.08,-0.00,18.94,8.64,-114.44
4519.00,-1.18,-0.83,9.58,-0.00,-0.18,-0.01,18.42,8.12,-114.27
4572.00,-1.17,-0.63,9.53,0.01,-0.15,-0.01,18.42,8.12,-114.27
4623.00,-1.04,-0.73,9.55,0.01,-0.11,-0.00,18.42,8.12,-115.94
4674.00,-1.04,-0.61,9.57,0.01,-0.08,-0.00,18.42,8.12,-115.94
4726.00,-1.02,-0.75,9.56,0.01,-0.05,-0.00,18.42,8.12,-115.94
