time,ax,ay,az,gx,gy,gz,mx,my,mz
2742.00,0.14,-0.71,9.61,-0.01,-0.02,-0.00,13.26,7.78,-110.28
2793.00,0.12,-0.69,9.63,-0.01,-0.02,-0.00,11.71,9.68,-109.78
2843.00,0.15,-0.70,9.63,-0.01,-0.01,0.00,11.71,9.68,-109.78
2894.00,0.15,-0.71,9.63,0.00,-0.00,0.00,11.71,9.68,-109.78
2944.00,0.14,-0.69,9.62,0.00,0.01,0.00,12.40,9.33,-111.78
2994.00,0.14,-0.69,9.63,0.01,0.01,0.00,12.40,9.33,-111.78
3046.00,0.11,-0.69,9.59,0.00,0.01,0.00,12.91,7.78,-110.28
3097.00,0.11,-0.68,9.62,0.00,0.00,0.00,12.91,7.78,-110.28
3148.00,0.11,-0.70,9.60,-0.00,-0.01,0.00,12.57,9.85,-110.28
3199.00,0.12,-0.69,9.62,-0.00,-0.01,0.00,12.57,9.85,-110.28
3250.00,0.14,-0.70,9.64,-0.00,-0.00,0.00,12.57,9.85,-110.28
3301.00,0.14,-0.69,9.63,0.00,0.00,0.00,11.54,8.81,-109.62
3353.00,0.12,-0.69,9.62,0.00,0.00,0.00,11.54,8.81,-109.62
3403.00,0.12,-0.69,9.60,0.00,0.00,0.00,12.74,8.29,-110.45
3454.00,0.11,-0.68,9.65,0.00,0.00,0.00,12.74,8.29,-110.45
3506.00,0.11,-0.68,9.62,-0.00,-0.00,0.00,12.74,8.29,-110.45
3557.00,0.13,-0.70,9.62,-0.00,-0.00,0.00,12.40,8.64,-109.78
3608.00,0.13,-0.69,9.61,-0.00,-0.00,0.00,12.40,8.64,-109.78
3660.00,0.11,-0.69,9.63,-0.00,0.00,0.00,12.57,9.16,-111.61
3711.00,0.13,-0.69,9.64,0.00,0.00,0.00,12.57,9.16,-111.61
3762.00,0.13,-0.68,9.63,0.00,0.00,0.00,12.57,9.16,-111.61
3814.00,0.13,-0.69,9.62,-0.00,0.00,0.00,12.74,8.29,-110.78
3864.00,0.12,-0.68,9.62,0.00,-0.00,0.00,12.74,8.29,-110.78
3916.00,0.13,-0.69,9.61,-0.00,0.00,0.00,11.88,8.81,-110.95
3968.00,0.11,-0.69,9.61,0.00,-0.00,-0.00,11.88,8.81,-110.95
4018.00,0.12,-0.69,9.63,-0.00,0.00,0.00,11.88,8.81,-110.95
4069.00,0.12,-0.68,9.64,-0.00,0.00,0.00,12.57,8.81,-110.28
4121.00,0.12,-0.70,9.64,-0.00,0.00,0.00,12.57,8.81,-110.28
4172.00,0.11,-0.69,9.64,0.00,-0.00,0.00,12.23,8.47,-110.95
4223.00,0.11,-0.69,9.62,-0.00,0.00,0.00,12.23,8.47,-110.95
4275.00,0.12,-0.68,9.63,-0.00,-0.00,0.00,12.23,8.47,-110.95
4326.00,0.12,-0.68,9.63,-0.00,-0.00,0.00,12.05,9.68,-110.45
