time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,posAngX,posAngY,posAngZ
3.581,-0.1,-0.82,9.82,-0.01,-0.02,0.0,12.91,7.78,-114.94,9.854684165410884,1.2811725781509187,0.0,0.0,0.0
3.633,0.03,-0.8,9.63,-0.0,-0.0,0.01,14.98,8.47,-115.27,9.6632189253892,0.5729577951308232,-0.029793805346802836,-0.05958761069360567,0.0
3.685,0.02,-0.79,9.62,0.0,0.01,0.01,14.98,8.47,-115.27,9.65240384567492,0.8102846845413955,-0.029793805346802836,-0.05958761069360567,0.029793805346802836
3.738,0.05,-0.8,9.53,0.01,0.01,-0.0,13.6,8.12,-114.61,9.563649930857988,0.8102846845413955,-0.029793805346802836,-0.029220847551672077,0.06016056848873643
3.79,0.01,-0.79,9.57,0.0,0.01,-0.0,13.6,8.12,-114.61,9.602556951145877,0.5729577951308232,0.0,0.0005729577951307588,0.06016056848873643
3.842,2.01,0.43,4.53,-0.07,-0.61,-0.02,13.43,7.95,-114.77,4.97452510296209,35.19845332531576,0.0,0.030366763141933595,0.06016056848873643
3.895,-0.44,-0.05,11.12,0.01,1.79,0.15,13.43,7.95,-114.77,11.128813952978097,102.92050937292768,-0.21256734199353516,-1.8220057885160157,-0.0005729577951307588
3.947,1.07,-1.08,11.95,-0.14,-0.67,0.02,13.43,7.95,-114.77,12.046318939825559,39.23401454759004,-0.18277353664673232,3.511085368561691,0.4463341224069117
3.998,-0.03,-1.6,9.28,-0.04,0.18,0.01,13.43,7.95,-115.11,9.416968726718805,10.580344821195597,-0.5918654023701414,1.5532885825996618,0.5047758175102559
4.051,-0.3,-0.76,9.57,-0.02,0.01,0.01,13.43,7.95,-115.11,9.604816500069118,1.403454242220617,-0.7133324549378758,2.0998903191544667,0.5351425806521894
4.102,-0.21,-1.2,9.54,0.0,-0.04,-0.0,15.33,8.47,-115.61,9.617468481882328,2.291831180523293,-0.77177415004122,2.1291111667061386,0.5643634282038615
4.154,-0.25,-0.64,9.63,0.01,-0.12,-0.01,15.33,8.47,-115.61,9.654480824984843,6.923075379495116,-0.77177415004122,2.0099359453189285,0.5643634282038615
4.207,-0.11,-0.67,9.62,0.0,-0.07,-0.0,15.33,8.47,-115.61,9.643930733886467,4.010704565915763,-0.7414073868992863,1.6455347876157254,0.5339966650619279
4.259,-0.13,-0.8,9.55,-0.02,-0.13,-0.01,14.12,7.6,-115.11,9.584330962565932,7.557832393630091,-0.7414073868992863,1.4369781501881038,0.5339966650619279
4.312,0.07,-0.92,9.6,-0.02,-0.26,-0.02,14.12,7.6,-115.11,9.644236620904735,14.984790767334834,-0.8021409131831535,1.0422102293429671,0.5036299019199943
