time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,posAngX,posAngY,posAngZ
2.8080000000000003,0.22,-0.81,9.65,-0.01,-0.02,-0.04,10.85,10.54,-117.6,9.686433812296453,2.6256224662019982,0.0,0.0,0.0
2.859,0.26,-0.83,9.65,-0.02,-0.03,-0.04,10.85,10.54,-117.6,9.689117606882476,3.0854721543118906,-0.02922084755167182,-0.05844169510334364,-0.11688339020668728
2.912,0.33,-0.84,9.59,-0.02,-0.04,-0.04,10.85,10.54,-117.6,9.632372501102726,3.437746770784939,-0.089954373835539,-0.1495419845291444,-0.23835044277442166
2.964,-0.81,0.32,10.59,-0.04,-0.14,-0.05,10.16,8.47,-117.27,10.625751738112461,8.820573138706937,-0.1495419845291447,-0.26871720591635573,-0.357525664161633
3.016,0.97,0.56,10.39,-0.13,-0.59,-0.17,10.16,8.47,-117.27,10.450196170407521,35.95966380918523,-0.26871720591635606,-0.6858304807715954,-0.5064946908956471
3.068,4.06,0.67,5.49,0.05,0.32,0.04,8.44,9.5,-118.27,6.860947456437777,18.69809819944934,-0.6560366754247929,-2.4436649962329624,-1.0129893817912954
3.121,-3.78,-1.56,14.46,0.26,0.72,0.24,8.44,9.5,-118.27,15.027095527745873,45.965358335028334,-0.5042028597151249,-1.4719285756910874,-0.891522329223561
3.173,3.62,-0.78,5.56,-0.14,-0.52,-0.14,8.44,9.5,-118.27,6.680299394488244,31.880352036381844,0.27043607930174884,0.6732254092787167,-0.176471000900293
3.225,-1.46,-1.64,10.91,0.08,0.45,0.18,8.61,7.95,-118.77,11.128760038746456,28.14500261605662,-0.14667719555349085,-0.8760524687550308,-0.5935842757555327
3.278,0.39,-2.19,9.39,-0.03,-0.11,-0.04,8.61,7.95,-118.77,9.64988600968944,6.923075379495118,0.09625690958197791,0.4904518726319811,-0.046982539200728035
3.33,0.92,-0.92,9.65,0.0,-0.11,-0.04,7.4,8.81,-118.6,9.73731482494019,6.7062990535138605,0.006875493541569411,0.1627200138171499,-0.16615776058793938
3.382,0.86,-0.92,9.63,0.0,-0.01,-0.03,7.4,8.81,-118.6,9.711997734760857,1.811851635761533,0.006875493541569411,-0.1650118449976813,-0.2853329819751507
3.436,0.88,-0.07,9.72,-0.02,0.23,-0.01,8.78,9.85,-116.94,9.760005122949476,13.240160840814099,0.006875493541569411,-0.19595156593474564,-0.3781521447863438
3.487,0.26,-0.06,9.54,-0.02,0.06,-0.02,8.78,9.85,-116.94,9.54373092663451,3.800572054316517,-0.05156620156177474,0.47612792775371215,-0.4073729923380159
3.539,-0.31,1.16,9.96,-0.05,-0.42,-0.06,8.78,9.85,-116.94,10.032113436360257,24.476767737533137,-0.1111538122553804,0.6548907598345292,-0.46696060303162157
3.591,-0.18,0.36,9.72,-0.01,0.56,0.08,7.58,9.68,-119.1,9.728329764147595,32.416451265349195,-0.2601228389893946,-0.5964490647311896,-0.6457234351124386
3.642,0.67,-2.63,9.17,0.07,-0.51,-0.08,7.58,9.68,-119.1,9.563195072777717,29.848846600717877,-0.2893436865410664,1.0399183981624325,-0.411956654699064
3.694,0.96,-3.85,9.3,0.02,0.09,-0.0,7.4,9.5,-119.93,10.1110879731115,5.282409864361135,-0.08078704911344656,-0.47956567452451204,-0.6503070974734867
3.745,0.58,-4.05,9.2,0.03,0.38,-0.01,7.4,9.5,-119.93,10.068708953982133,21.847655327098778,-0.02234535401010241,-0.2165780465594634,-0.6503070974734867
3.797,0.65,-0.94,9.61,-0.01,0.03,-0.04,7.4,9.5,-119.93,9.677716672852124,2.9215229778371645,0.0670360620303061,0.9155865566190444,-0.6801009028202896
3.85,0.66,-1.81,9.33,-0.01,-0.1,-0.05,8.95,8.64,-120.76,9.52683578109752,6.431435299382866,0.036669298888372504,1.0066868460448453,-0.801567955388024
