time,ax,ay,az,gx,gy,gz,mx,my,mz
2576.00,0.23,-0.89,9.63,0.01,0.01,0.00,12.40,7.26,-117.10
2626.00,0.26,-0.87,9.67,-0.01,-0.01,0.00,12.57,7.08,-116.94
2677.00,0.28,-0.91,9.66,-0.01,-0.01,0.00,12.57,7.08,-116.94
2728.00,0.30,-0.91,9.62,-0.00,-0.00,0.00,13.43,6.22,-118.43
2778.00,0.31,-0.90,9.57,0.00,0.00,0.00,13.43,6.22,-118.43
2830.00,0.30,-0.91,9.61,0.00,0.01,0.00,13.43,6.22,-118.43
2880.00,0.28,-0.89,9.62,0.00,0.01,0.00,12.91,7.78,-116.94
2931.00,0.27,-0.90,9.63,-0.00,-0.00,0.00,12.91,7.78,-116.94
2983.00,0.31,-0.91,9.59,-0.00,-0.01,-0.00,13.26,7.43,-117.93
3034.00,0.30,-0.91,9.58,-0.00,-0.00,0.00,13.26,7.43,-117.93
3085.00,0.29,-0.90,9.60,0.00,0.00,0.00,13.26,7.43,-117.93
3137.00,0.28,-0.90,9.60,0.00,0.00,0.00,12.40,8.64,-117.43
3187.00,0.25,-0.90,9.63,0.00,0.00,0.00,12.40,8.64,-117.43
3239.00,0.30,-0.88,9.60,-0.00,-0.00,0.00,12.74,6.57,-117.77
3291.00,0.29,-0.89,9.61,0.00,-0.00,0.00,12.74,6.57,-117.77
3341.00,0.30,-0.90,9.61,-0.00,0.00,0.00,12.74,6.57,-117.77
3392.00,0.30,-0.89,9.60,0.00,0.00,0.00,12.74,8.29,-117.43
3445.00,0.29,-0.90,9.62,-0.00,-0.00,0.00,12.74,8.29,-117.43
3495.00,0.29,-0.89,9.61,0.00,-0.00,0.00,13.43,6.57,-117.10
3546.00,0.30,-0.90,9.60,0.00,0.00,0.00,13.43,6.57,-117.10
3598.00,0.30,-0.89,9.63,0.00,0.00,0.00,13.43,6.57,-117.10
3649.00,0.30,-0.91,9.62,0.00,0.00,0.00,13.78,6.22,-117.10
3700.00,0.29,-0.90,9.60,-0.00,-0.00,0.00,13.78,6.22,-117.10
3752.00,0.29,-0.88,9.62,-0.00,-0.00,0.00,11.88,7.08,-116.94
3802.00,0.30,-0.89,9.62,0.00,-0.00,0.00,11.88,7.08,-116.94
3854.00,0.30,-0.90,9.61,-0.00,0.00,0.00,12.57,7.43,-118.27
3906.00,0.29,-0.88,9.61,-0.00,-0.00,0.00,12.57,7.43,-118.27
3956.00,0.29,-0.89,9.62,0.00,-0.00,0.00,12.57,7.43,-118.27
4007.00,0.28,-0.88,9.61,0.00,-0.00,0.00,13.95,7.43,-116.94
4059.00,0.29,-0.88,9.62,-0.00,-0.00,0.00,13.95,7.43,-116.94
4110.00,0.29,-0.89,9.62,-0.00,-0.00,0.00,13.60,6.74,-116.94
4161.00,0.28,-0.89,9.61,-0.00,-0.00,0.00,13.60,6.74,-116.94
4213.00,0.29,-0.90,9.61,-0.00,0.00,0.00,13.60,6.74,-116.94
4264.00,1.11,2.38,9.25,-0.03,0.29,0.03,12.91,7.08,-116.27
4315.00,0.14,-2.24,9.74,-0.05,0.15,0.02,12.91,7.08,-116.27
4367.00,0.19,0.18,9.73,-0.05,0.13,0.02,14.46,7.60,-116.77
4418.00,-0.04,-3.22,9.35,-0.06,0.32,0.04,14.46,7.60,-116.77
4469.00,-0.24,-1.94,9.53,-0.04,0.31,0.04,14.46,7.60,-116.77
4522.00,-0.43,-0.55,9.63,-0.02,0.18,0.02,16.01,7.78,-117.60
4572.00,-0.37,-1.81,9.45,0.01,0.10,0.01,16.01,7.78,-117.60
4624.00,-0.49,-0.68,9.63,-0.01,0.08,0.01,16.19,8.29,-116.44
4677.00,-0.45,-0.63,9.64,0.01,-0.09,-0.02,16.19,8.29,-116.44
4727.00,-1.01,0.22,10.63,-0.04,-0.43,-0.09,16.19,8.29,-116.44
4779.00,-0.50,-1.27,9.53,0.07,0.02,0.02,13.95,8.12,-117.27
4829.00,-0.23,-0.36,9.62,0.08,-0.21,-0.03,13.95,8.12,-117.27
4879.00,0.01,-0.12,9.64,0.02,-0.05,-0.01,13.60,7.08,-117.27
4932.00,-0.28,-1.46,9.53,-0.01,0.32,0.03,13.60,7.08,-117.27
4982.00,-0.38,-1.44,9.54,-0.01,0.13,0.02,13.60,7.08,-117.27
5033.00,-0.35,-1.01,9.54,-0.02,-0.09,-0.01,16.36,7.43,-117.27
5085.00,-0.24,-0.78,9.63,-0.03,-0.31,-0.03,16.36,7.43,-117.27
5135.00,0.12,-0.09,9.76,-0.00,-0.17,-0.03,15.84,7.95,-117.77
5187.00,-0.09,-0.57,9.53,-0.01,0.05,-0.00,15.84,7.95,-117.77
5239.00,0.19,-2.22,9.66,-0.02,-0.34,-0.04,13.95,6.74,-117.27
5290.00,0.30,-1.28,9.61,0.01,-0.24,-0.01,13.95,6.74,-117.27
5341.00,0.18,-0.05,9.67,-0.04,0.23,0.04,13.95,6.74,-117.27
5394.00,0.14,-1.56,9.54,-0.02,0.07,0.01,14.81,7.26,-117.10
5444.00,0.02,-1.08,9.58,-0.00,0.02,0.00,14.81,7.26,-117.10
5496.00,0.76,-2.07,9.50,0.12,-0.14,-0.03,13.95,7.78,-116.94
5549.00,0.15,-0.36,9.60,0.09,0.18,0.02,13.95,7.78,-116.94
5599.00,0.12,-1.34,9.68,0.04,0.12,0.01,13.95,7.78,-116.94
5651.00,-0.11,0.19,9.70,0.05,0.42,0.03,14.12,7.60,-118.10
5703.00,-0.39,-1.32,9.44,0.06,0.17,0.02,14.12,7.60,-118.10
5753.00,-0.34,-0.93,9.57,0.05,-0.00,0.00,15.84,5.87,-116.77
5805.00,-0.35,0.20,9.61,-0.02,0.04,0.00,15.84,5.87,-116.77
5857.00,-0.25,-0.97,9.57,-0.08,-0.08,-0.00,15.15,6.57,-117.10
5908.00,-0.34,-0.95,9.65,-0.09,-0.07,0.00,15.15,6.57,-117.10
5959.00,-0.04,-1.49,9.66,-0.02,-0.25,-0.02,15.15,6.57,-117.10
6011.00,0.00,-0.68,9.67,0.01,-0.14,-0.01,15.67,6.39,-116.60
6062.00,-0.04,-1.82,9.48,0.03,-0.11,-0.01,15.67,6.39,-116.60
6113.00,0.05,-0.53,9.64,0.02,0.00,0.00,14.12,6.57,-117.10
6166.00,-0.00,-1.26,9.59,-0.01,0.07,0.01,14.12,6.57,-117.10
6217.00,-0.11,-0.93,9.63,0.01,0.07,0.01,14.12,6.57,-117.10
6268.00,-0.10,-1.07,9.54,0.02,0.03,0.00,15.50,5.87,-116.77
6321.00,-0.02,-0.82,9.66,-0.03,-0.06,-0.00,15.50,5.87,-116.77
6371.00,0.01,-0.77,9.62,0.00,-0.08,-0.01,13.78,8.98,-117.43
6423.00,0.01,-1.32,9.59,-0.02,0.04,0.01,13.78,8.98,-117.43
6475.00,0.03,-0.32,9.60,0.04,-0.08,-0.01,13.78,8.98,-117.43
6525.00,-0.00,-0.86,9.53,-0.01,0.01,0.00,14.64,7.43,-116.94
6577.00,0.05,-1.36,9.67,-0.04,-0.36,-0.03,14.64,7.43,-116.94
6629.00,0.47,0.25,9.78,0.02,-0.32,-0.03,13.60,8.12,-115.94
6680.00,0.20,-1.19,9.70,-0.06,0.04,0.00,13.60,8.12,-115.94
6732.00,0.34,-0.57,9.65,0.04,-0.18,-0.01,13.60,8.12,-115.94
6784.00,0.45,-1.39,9.63,0.01,0.09,0.00,13.78,6.91,-117.43
6835.00,0.15,-0.79,9.69,0.01,0.10,0.01,13.78,6.91,-117.43
6887.00,0.27,-0.94,9.63,0.01,0.02,0.00,14.46,6.91,-118.10
6940.00,-0.05,-0.91,9.54,0.00,0.35,0.02,14.46,6.91,-118.10
6990.00,0.01,-0.68,9.69,0.04,0.11,0.01,14.46,6.91,-118.10
7042.00,-0.11,-1.03,9.57,-0.00,-0.05,-0.01,16.01,7.43,-115.94
7093.00,0.13,-1.23,9.59,0.01,-0.20,-0.01,16.01,7.43,-115.94
7144.00,0.22,-1.06,9.64,-0.02,-0.09,0.00,14.64,6.39,-116.94
7195.00,0.26,-1.45,9.80,0.08,0.16,0.01,14.64,6.39,-116.94
7246.00,-0.08,-1.03,9.46,0.15,0.22,0.01,15.33,7.08,-116.27
7297.00,-0.20,-0.88,9.67,0.04,-0.16,-0.01,15.33,7.08,-116.27
7350.00,-0.75,-7.50,8.99,0.31,-1.40,-0.04,15.33,7.08,-116.27
7400.00,1.86,-3.68,14.28,3.95,-0.89,0.63,10.85,5.01,-116.60
7452.00,3.43,11.97,20.52,7.63,-0.30,-0.96,10.85,5.01,-116.60
7505.00,4.10,4.01,-2.91,3.67,2.73,-0.18,12.57,-18.83,-104.96
7555.00,3.15,-0.24,-1.68,1.20,18.87,0.69,12.57,-18.83,-104.96
7607.00,4.13,0.55,0.74,1.83,20.21,1.37,12.57,-18.83,-104.96
7659.00,4.16,0.38,-1.45,1.89,20.04,3.00,7.58,-15.90,-70.19
7710.00,4.38,0.53,-2.34,0.99,20.01,3.69,7.58,-15.90,-70.19
7761.00,-15.55,-4.17,-4.21,0.73,-5.80,1.64,-22.56,-11.58,-93.98
7814.00,-0.89,6.57,-19.10,2.79,-1.77,7.10,-22.56,-11.58,-93.98
7865.00,-52.68,5.12,27.01,0.86,-5.21,2.73,-22.56,-11.58,-93.98
7917.00,4.74,1.78,-12.00,0.26,-9.65,-1.29,-28.76,14.00,-71.03
7969.00,2.22,-15.81,91.83,2.78,-4.41,0.16,-28.76,14.00,-71.03
8020.00,4.86,1.32,-7.22,-0.77,-2.01,-0.11,-7.06,16.07,-53.73
8072.00,0.59,-0.22,-18.70,0.44,0.79,0.08,-7.06,16.07,-53.73
8124.00,-2.65,1.60,-3.52,-0.34,-1.02,-0.08,-5.34,16.41,-52.73
8174.00,-1.85,1.05,-10.40,0.04,0.14,0.01,-5.34,16.41,-52.73
8226.00,-1.74,1.01,-10.43,-0.03,-0.03,-0.00,-5.34,16.41,-52.73
8278.00,-1.88,0.96,-10.50,0.01,0.02,0.00,-3.79,16.24,-52.23
8329.00,-2.29,0.92,-9.30,0.02,0.03,0.00,-3.79,16.24,-52.23
8381.00,-1.97,0.88,-9.90,0.03,0.08,0.01,-4.65,17.11,-52.40
8433.00,-2.18,0.73,-8.91,0.02,0.10,0.01,-4.65,17.11,-52.40
8484.00,-2.35,0.63,-10.61,-0.08,-0.13,-0.01,-4.65,17.11,-52.40
8536.00,-2.28,0.98,-9.04,-0.05,0.11,0.01,-5.68,16.41,-53.06
8588.00,-1.66,0.91,-10.71,-0.04,0.34,0.03,-5.68,16.41,-53.06
8639.00,-2.04,1.04,-9.17,-0.09,0.56,0.05,-6.20,15.55,-52.56
8690.00,-1.48,1.08,-9.98,-0.04,0.86,0.08,-6.20,15.55,-52.56
8743.00,-0.43,1.11,-10.26,-0.02,0.86,0.08,-10.16,15.72,-54.39
8793.00,-0.44,1.13,-10.14,-0.02,0.71,0.07,-10.16,15.72,-54.39
8845.00,0.12,1.15,-10.31,0.00,0.71,0.07,-10.16,15.72,-54.39
8897.00,1.00,1.09,-9.98,-0.00,0.35,0.04,-10.85,14.69,-55.06
8948.00,0.94,1.09,-10.22,-0.00,-0.13,-0.01,-10.85,14.69,-55.06
9000.00,-0.06,1.12,-10.19,-0.01,-0.49,-0.05,-11.02,15.20,-54.23
9052.00,-0.52,1.10,-10.00,-0.01,-0.32,-0.03,-11.02,15.20,-54.23
9103.00,-0.37,1.11,-10.01,0.00,0.19,0.02,-11.02,15.20,-54.23
9155.00,0.09,1.12,-10.15,0.01,0.36,0.04,-11.88,15.38,-53.73
9208.00,0.66,1.12,-10.16,0.00,0.16,0.02,-11.88,15.38,-53.73
9259.00,0.30,1.09,-10.20,-0.00,-0.22,-0.02,-12.05,14.86,-55.22
9310.00,-0.08,1.10,-10.12,-0.01,-0.25,-0.02,-12.05,14.86,-55.22
9362.00,-0.23,1.11,-10.05,-0.00,-0.01,-0.00,-12.05,14.86,-55.22
9412.00,-0.03,1.12,-10.14,0.00,0.15,0.02,-10.85,16.41,-56.39
9465.00,0.37,1.12,-10.17,0.00,0.11,0.01,-10.85,16.41,-56.39
9516.00,0.34,1.11,-10.17,-0.00,-0.03,-0.00,-12.40,15.90,-54.23
9567.00,0.01,1.10,-10.09,-0.00,-0.11,-0.01,-12.40,15.90,-54.23
9619.00,-0.01,1.11,-10.11,0.00,0.02,0.00,-11.71,14.86,-54.56
9670.00,0.12,1.11,-10.17,0.00,0.07,0.01,-11.71,14.86,-54.56
9722.00,0.22,1.10,-10.15,0.00,0.01,0.00,-11.71,14.86,-54.56
9774.00,0.14,1.12,-10.15,-0.00,-0.04,-0.00,-11.71,14.51,-54.56
9825.00,0.04,1.10,-10.12,-0.00,-0.02,-0.00,-11.71,14.51,-54.56
9877.00,0.10,1.10,-10.15,0.00,0.02,0.00,-12.57,15.38,-53.39
9929.00,0.14,1.11,-10.13,0.00,0.01,0.00,-12.57,15.38,-53.39
9980.00,0.10,1.11,-10.12,-0.00,-0.01,-0.00,-12.57,15.38,-53.39
10032.00,0.09,1.12,-10.13,-0.00,-0.01,-0.00,-12.57,15.72,-54.39
10084.00,0.11,1.10,-10.13,-0.00,0.01,0.00,-12.57,15.72,-54.39
10135.00,0.12,1.10,-10.15,-0.00,0.00,0.00,-11.36,15.55,-55.56
10187.00,0.10,1.10,-10.11,0.00,-0.01,0.00,-11.36,15.55,-55.56
10239.00,0.10,1.09,-10.13,0.00,0.00,0.00,-11.36,15.55,-55.56
10290.00,0.12,1.10,-10.12,-0.00,0.00,0.00,-11.02,16.93,-53.56
