time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized
64.47,-1.47,-2.73,9.74,0.02,0.08,0.13,10.221614353907118,8.820573138706937,-0.07585316169850162,-0.14087015744007444,0.5025916972404122,8.366853930836552e-05,0.00033467415723346206,0.0005438455055043759
64.48,-1.47,-2.73,9.74,0.02,0.08,0.13,10.221614353907118,8.820573138706937,-0.07585316169850162,-0.14087015744007444,0.5025916972404122,8.366853930836552e-05,0.00033467415723346206,0.0005438455055043759
64.49,0.25,-3.0,9.92,0.03,0.02,0.12,10.366720792999105,7.17914059586413,0.012900197567772385,-0.1548023708132686,0.5118798394892082,0.00012550280896254828,8.366853930836552e-05,0.0005020112358501931
64.5,0.25,-3.0,9.92,0.03,0.02,0.12,10.366720792999105,7.17914059586413,0.012900197567772385,-0.1548023708132686,0.5118798394892082,0.00012550280896254828,8.366853930836552e-05,0.0005020112358501931
64.51,-0.26,-2.65,9.75,0.0,0.15,0.14,10.10705694057375,11.756111063421203,-0.013416205470483281,-0.1367420942183873,0.5031077051431231,0.0,0.0006275140448127413,0.0005856797751585587
64.52000000000001,-0.7300000000003339,-2.3649999999997977,9.119999999999552,-0.0100000000000071,0.2050000000000391,0.1299999999999929,9.449895502067276,13.920044712912752,-0.037668576897912594,-0.12203586899111633,0.47059920727231347,-4.1834269654212465e-05,0.0008576025279109101,0.0005438455055043461
64.53,-1.2,-2.08,8.49,-0.02,0.26,0.12,8.823066360398748,16.446982800531156,-0.06192094832530745,-0.10732964376386625,0.4380907094015502,-8.366853930836552e-05,0.0010876910110087519,0.0005020112358501931
64.54,-1.2,-2.08,8.49,-0.02,0.26,0.12,8.823066360398748,16.446982800531156,-0.06192094832530745,-0.10732964376386625,0.4380907094015502,-8.366853930836552e-05,0.0010876910110087519,0.0005020112358501931
64.55,-1.22,-0.28,9.63,-0.01,0.27,0.1,9.711009216348218,16.506753982869398,-0.06295296413072923,-0.014448221275905074,0.49691561031059234,-4.183426965418276e-05,0.0011295252806629347,0.0004183426965418276
64.56,-1.22,-0.28,9.63,-0.01,0.27,0.1,9.711009216348218,16.506753982869398,-0.06295296413072923,-0.014448221275905074,0.49691561031059234,-4.183426965418276e-05,0.0011295252806629347,0.0004183426965418276
64.57,-0.49,0.5,10.17,-0.03,0.1,0.07,10.19406690187974,7.201967809577154,-0.025284387232833876,0.02580039513554477,0.5247800370569806,-0.00012550280896254828,0.0004183426965418276,0.00029283988757927937
64.58,-0.25,-0.31,9.535,-0.025,0.05,0.075,9.543313103948755,5.359529416152388,-0.012900197567772385,-0.015996244984037757,0.4920135352348388,-0.0001045856741354569,0.0002091713482709138,0.00031375702240637066
64.59,-0.01,-1.12,8.9,-0.02,0.0,0.08,8.97020066665178,4.724731016690776,-0.0005160079027108955,-0.057792885103620295,0.45924703341269696,-8.366853930836552e-05,0.0,0.00033467415723346206
64.6,-0.01,-1.12,8.9,-0.02,0.0,0.08,8.97020066665178,4.724731016690776,-0.0005160079027108955,-0.057792885103620295,0.45924703341269696,-8.366853930836552e-05,0.0,0.00033467415723346206
64.61,-0.4,-4.38,10.82,-0.04,-0.01,0.08,11.679760271512425,5.156620156177409,-0.020640316108435818,-0.2260114613873722,0.5583205507331889,-0.00016733707861673103,-4.183426965418276e-05,0.00033467415723346206
64.62,-1.43,-6.61,10.3,-0.04,0.13,0.07,12.321809931986454,8.764568933511494,-0.07378913008765804,-0.3410812236919019,0.5314881397922223,-0.00016733707861673103,0.0005438455055043759,0.00029283988757927937
64.63000000000001,-1.43,-6.61,10.3,-0.04,0.13,0.07,12.321809931986454,8.764568933511494,-0.07378913008765804,-0.3410812236919019,0.5314881397922223,-0.00016733707861673103,0.0005438455055043759,0.00029283988757927937
64.64,-1.43,-6.61,10.3,-0.04,0.13,0.07,12.321809931986454,8.764568933511494,-0.07378913008765804,-0.3410812236919019,0.5314881397922223,-0.00016733707861673103,0.0005438455055043759,0.00029283988757927937
64.65,-0.71,-7.47,7.51,-0.05,0.27,0.07,10.6162658218415,16.236050933214734,-0.036636561092473575,-0.3854579033250389,0.38752193493588244,-0.0002091713482709138,0.0011295252806629347,0.00029283988757927937
64.66,-0.71,-7.47,7.51,-0.05,0.27,0.07,10.6162658218415,16.236050933214734,-0.036636561092473575,-0.3854579033250389,0.38752193493588244,-0.0002091713482709138,0.0011295252806629347,0.00029283988757927937
64.67,0.14,-7.13,10.49,-0.05,0.31,0.04,12.684502355236488,18.136625823762717,0.007224110637952537,-0.3679136346328684,0.5412922899437294,-0.0002091713482709138,0.0012968623592796655,0.00016733707861673103
64.68,-0.1800000000002273,-6.694999999999691,9.5049999999993,-0.0449999999999964,0.2499999999999573,0.0349999999999964,11.627572833570325,14.691647882834664,-0.009288142248807847,-0.34546729086492856,0.49046551152666995,-0.00018825421344380734,0.0010458567413543904,0.0001464199437896246
64.69,-0.5,-6.26,8.52,-0.04,0.19,0.03,10.584328037244498,11.256834595500342,-0.02580039513554477,-0.3230209470970205,0.4396387331096829,-0.00016733707861673103,0.0007948511234294724,0.00012550280896254828
64.7,-0.5,-6.26,8.52,-0.04,0.19,0.03,10.584328037244498,11.256834595500342,-0.02580039513554477,-0.3230209470970205,0.4396387331096829,-0.00016733707861673103,0.0007948511234294724,0.00012550280896254828
64.71,-0.62,-7.57,9.01,-0.04,0.04,0.02,11.784286147238618,3.437746770784939,-0.031992489968075515,-0.39061798235214784,0.46492312034251676,-0.00016733707861673103,0.00016733707861673103,8.366853930836552e-05
