time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_filter,ay_filter,az_filter,gx_filter,gy_filter,gz_filter,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
5.2,0.14,1.52,10.2,3.437746770784939,-9.740282517223996,22.345354010102106,12.0,16.0,-100.0,10.313583276436953,24.617190177032146,0.007581116122162977,0.08230926075491232,0.5523384603290169,0.0003656412713212923,-0.001035983602076995,0.0023766682635884,0.14,1.52,10.2,3.437746770784939,-9.740282517223996,22.345354010102106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.22,0.14,1.52,10.2,3.437746770784939,-9.740282517223996,22.345354010102106,12.0,16.0,-100.0,10.313583276436953,24.617190177032146,0.007581116122162977,0.08230926075491232,0.5523384603290169,0.0003656412713212923,-0.001035983602076995,0.0023766682635884,0.14,1.52,10.2,3.437746770784939,-9.740282517223996,22.345354010102106,0.058441695103343946,-0.16558480279280788,0.3798710181717357,0.0023799999999999993,0.02583999999999999,0.17339999999999994,0.0,0.0,0.0
5.23,0.19,0.71,12.76,4.010704565915763,0.5729577951308232,25.210142985756224,12.0,16.0,-100.0,12.781150182984316,25.533611987189207,0.01028865759436404,0.0384470889052551,0.6909645837057113,0.0004265814832081744,6.094021188688205e-05,0.00268136932302281,0.15666666666666668,1.25,11.053333333333333,3.6287327024952134,-6.302535746439056,23.300283668653478,0.11688339020668789,-0.33116960558561576,0.7597420363434714,0.004759999999999999,0.05167999999999998,0.3467999999999999,4.0459999999999975e-05,0.0004392799999999997,0.0029477999999999983
5.24,1.74,3.53,3.3,6.875493541569878,5.729577951308232,26.35605857601787,12.0,16.0,-100.0,5.136000389408085,27.834192975596967,0.094222443232597,0.19115242793739506,0.17869773716527015,0.0007312825426425846,0.0006094021188688206,0.0028032497467965745,0.5525,1.8199999999999998,9.114999999999998,4.440422912263879,-3.294507322002234,24.064227395494576,0.18506536782725586,-0.3214293230683918,1.188314467101327,0.007989999999999997,0.06374999999999997,0.5637199999999998,0.00012137999999999993,0.001317839999999999,0.008843399999999994
5.25,1.74,3.53,3.3,6.875493541569878,5.729577951308232,26.35605857601787,12.0,16.0,-100.0,5.136000389408085,27.834192975596967,0.094222443232597,0.19115242793739506,0.17869773716527015,0.0007312825426425846,0.0006094021188688206,0.0028032497467965745,0.79,2.162,7.951999999999998,4.927437038125079,-1.4896902673401409,24.522593631599236,0.3019487580339437,-0.22402649789615187,1.6363674628936307,0.037569999999999985,0.12375999999999995,0.6198199999999997,0.0002572099999999998,0.002401589999999998,0.018426639999999987
5.27,-3.3,4.37,12.02,-4.010704565915763,4.583662361046586,28.07493196141034,12.0,16.0,-100.0,13.208607042379601,28.727991861474628,-0.17869773716527015,0.23663912467037293,0.6508929699171355,-0.0004265814832081744,0.0004875216950950564,0.0029860703824572204,0.10833333333333339,2.53,8.629999999999997,3.4377467707849387,-0.4774648292756864,25.114650019901088,0.41883214824063164,-0.12662367272391195,2.0844204586859343,0.06714999999999997,0.18376999999999993,0.6759199999999996,0.0008958999999999993,0.004505509999999997,0.02896357999999998
5.28,5.88,2.22,14.2,8.594366926962348,9.740282517223996,28.07493196141034,12.0,16.0,-100.0,15.528773293470415,30.93441531738435,0.31840687713084503,0.12021484136572722,0.7689417781051019,0.0009141031783032308,0.001035983602076995,0.0029860703824572204,0.9328571428571429,2.4857142857142853,9.425714285714283,4.174406793095997,0.982213363081411,25.537547440116693,0.3506501706200637,-0.04870141258612001,2.5616943020299097,0.011049999999999997,0.2580599999999999,0.8802599999999996,0.0020374499999999984,0.007629599999999995,0.04045421999999997
5.29,5.88,2.22,14.2,8.594366926962348,9.740282517223996,28.07493196141034,12.0,16.0,-100.0,15.528773293470415,30.93441531738435,0.31840687713084503,0.12021484136572722,0.7689417781051019,0.0009141031783032308,0.001035983602076995,0.0029860703824572204,1.55125,2.4524999999999997,10.022499999999999,4.726901809829291,2.076972007349234,25.854720505278397,0.49675440837842355,0.11688339020668786,3.038968145373885,0.11100999999999997,0.2957999999999999,1.1216599999999994,0.002225299999999998,0.012016619999999992,0.055418639999999963
5.3,-4.59,-1.63,11.23,15.469860468532227,17.188733853924695,25.210142985756224,12.0,16.0,-100.0,12.240829220277522,34.20994685437537,-0.2485523071480576,-0.08826585199375465,0.6081138146563588,0.0016453857209458155,0.0018282063566064616,0.00268136932302281,0.8688888888888889,1.9988888888888887,10.156666666666666,5.920563883018506,3.75605665696873,25.783100780887043,0.6428586461367835,0.28246819299949577,3.5162419887178604,0.21096999999999994,0.3335399999999999,1.3630599999999993,0.0041124699999999965,0.01704521999999999,0.07448685999999995
5.32,-4.59,-1.63,11.23,15.469860468532227,17.188733853924695,25.210142985756224,12.0,16.0,-100.0,12.240829220277522,34.20994685437537,-0.2485523071480576,-0.08826585199375465,0.6081138146563588,0.0016453857209458155,0.0018282063566064616,0.00268136932302281,0.32300000000000006,1.636,10.264,6.875493541569878,5.099324376664327,25.725805001373963,0.9058462741018312,0.5746766685162155,3.944814419475716,0.13293999999999995,0.3058299999999999,1.5539699999999992,0.007698959999999994,0.022715399999999986,0.09765887999999992
