time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gy_normalized_1,gz_normalized_1,ax_filter,ay_filter,az_filter,gx_filter,gy_filter,gz_filter,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
23.244,0.41,-1.41,9.81,-2.291831180523293,1.1459155902616465,1.7188733853924696,36.0,-1.0,56.0,9.919289289056954,3.0854721543118906,0.022939588720698265,-0.07888980511264526,0.548871622805,-0.00021334397523071165,0.00010667198761535583,0.00016000798142303373,0.023948598130841117,-0.04525032092426187,0.23093220338983053,-0.004796163069544365,0.0036297640653357535,0.01923076923076923,0.41,-1.41,9.81,-2.291831180523293,1.1459155902616465,1.7188733853924696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.256,0.41,-1.41,9.81,-2.291831180523293,1.1459155902616465,1.7188733853924696,36.0,-1.0,56.0,9.919289289056954,3.0854721543118906,0.022939588720698265,-0.07888980511264526,0.548871622805,-0.00021334397523071165,0.00010667198761535583,0.00016000798142303373,0.023948598130841117,-0.04525032092426187,0.23093220338983053,-0.004796163069544365,0.0036297640653357535,0.01923076923076923,0.41,-1.41,9.81,-2.291831180523293,1.1459155902616465,1.7188733853924696,-0.03475943957126994,0.01737971978563497,0.026069579678452453,0.006218333333333333,-0.021384999999999998,0.148785,0.0,0.0,0.0
23.268,-0.16,0.24,9.29,-2.864788975654116,6.302535746439056,1.7188733853924696,36.0,-8.0,39.0,9.294476854562607,7.1332670232637465,-0.008952034622711519,0.013428051934067278,0.5197775102811876,-0.0002666799690383896,0.0005866959318844571,0.00016000798142303373,-0.009345794392523364,0.007702182284980744,0.21869114877589454,-0.005995203836930456,0.019963702359346643,0.01923076923076923,0.21999999999999997,-0.86,9.636666666666667,-2.482817112233567,2.8647889756541165,1.7188733853924696,-0.06951887914253987,0.03475943957126994,0.052139159356904906,0.012436666666666665,-0.042769999999999996,0.29757,9.431138888888886e-05,-0.0003243391666666666,0.0022565725
23.281,0.15,0.93,8.82,0.5729577951308232,10.313240312354818,1.7188733853924696,36.0,-8.0,39.0,8.87016347087245,10.471185801540924,0.008392532458792049,0.052033701244510705,0.4934809085769725,5.333599380767791e-05,0.0009600478885382024,0.00016000798142303373,0.008761682242990653,0.029845956354300388,0.20762711864406783,0.0011990407673860913,0.032667876588021776,0.01923076923076923,0.20249999999999999,-0.4125,9.432500000000001,-1.7188733853924696,4.726901809829291,1.7188733853924696,-0.1129681786066273,0.1303478983922623,0.07820873903535736,0.010009999999999998,-0.03913,0.4384683333333333,0.00028293416666666656,-0.0009730174999999998,0.0067697174999999995
23.292,0.15,0.93,8.82,0.5729577951308232,10.313240312354818,1.7188733853924696,36.0,-8.0,39.0,8.87016347087245,10.471185801540924,0.008392532458792049,0.052033701244510705,0.4934809085769725,5.333599380767791e-05,0.0009600478885382024,0.00016000798142303373,0.008761682242990653,0.029845956354300388,0.20762711864406783,0.0011990407673860913,0.032667876588021776,0.01923076923076923,0.192,-0.14399999999999996,9.31,-1.260507149287811,5.844169510334397,1.7188733853924696,-0.10427831871380983,0.286765376462977,0.10427831871380981,0.012284999999999997,-0.025025,0.5722383333333333,0.00043475249999999985,-0.0015664891666666665,0.013419820555555554
23.303,0.66,-0.48,9.71,1.1459155902616465,8.594366926962348,1.7188733853924696,36.0,-8.0,39.0,9.744234192587944,8.839162354560498,0.03692714281868502,-0.026856103868134557,0.5432766011658053,0.00010667198761535583,0.0008000399071151687,0.00016000798142303373,0.038551401869158876,-0.015404364569961488,0.22857815442561208,0.0023980815347721825,0.02722323049001815,0.01923076923076923,0.27,-0.19999999999999996,9.376666666666667,-0.8594366926962348,6.302535746439055,1.7188733853924696,-0.09558845882099234,0.4431828545336917,0.13034789839226227,0.014559999999999997,-0.01092,0.7060083333333333,0.0006210749999999998,-0.0019460349999999998,0.022098768611111107
23.314,0.66,-0.48,9.71,1.1459155902616465,8.594366926962348,1.7188733853924696,36.0,-8.0,39.0,9.744234192587944,8.839162354560498,0.03692714281868502,-0.026856103868134557,0.5432766011658053,0.00010667198761535583,0.0008000399071151687,0.00016000798142303373,0.038551401869158876,-0.015404364569961488,0.22857815442561208,0.0023980815347721825,0.02722323049001815,0.01923076923076923,0.32571428571428573,-0.23999999999999996,9.424285714285714,-0.5729577951308232,6.629940200799526,1.7188733853924698,-0.07820873903535738,0.573530752925954,0.1564174780707147,0.024569999999999995,-0.018199999999999997,0.8532766666666667,0.0008419016666666664,-0.0021116549999999996,0.032806561666666664
23.328,-0.51,-1.58,10.38,2.291831180523293,0.5729577951308232,0.5729577951308232,36.0,-8.0,39.0,10.511940829361627,2.4308540536241865,-0.028534610359892968,-0.08840134189927626,0.5807632461484098,0.00021334397523071165,5.333599380767791e-05,5.333599380767791e-05,-0.029789719626168224,-0.050706033376123234,0.24435028248587573,0.004796163069544365,0.0018148820326678767,0.00641025641025641,0.22125000000000003,-0.4075,9.54375,-0.21485917317405873,5.8728174000909386,1.575633936609764,-0.060829019249722414,0.7038786513182163,0.18248705774916715,0.03457999999999999,-0.025479999999999996,1.000545,0.0012145466666666663,-0.002387688333333333,0.04574792444444444
23.339,0.57,-1.93,9.65,0.5729577951308232,-12.605071492878112,0.0,36.0,-8.0,39.0,9.857601128063562,12.618086541768907,0.03189162334340979,-0.10798391763645769,0.5399195881822885,5.333599380767791e-05,-0.0011733918637689142,0.0,0.03329439252336448,-0.061938382541720155,0.227165725047081,0.0011990407673860913,-0.039927404718693285,0.0,0.26,-0.5766666666666667,9.555555555555555,-0.1273239544735163,3.8197186342054885,1.400563499208679,-0.026069579678452477,0.7125685112110337,0.19117691764198463,0.026844999999999994,-0.049443333333333325,1.157975,0.0017390099999999994,-0.0027741349999999996,0.06092285694444444
23.351,0.57,-1.93,9.65,0.5729577951308232,-12.605071492878112,0.0,36.0,-8.0,39.0,9.857601128063562,12.618086541768907,0.03189162334340979,-0.10798391763645769,0.5399195881822885,5.333599380767791e-05,-0.0011733918637689142,0.0,0.03329439252336448,-0.061938382541720155,0.227165725047081,0.0011990407673860913,-0.039927404718693285,0.0,0.29100000000000004,-0.712,9.565000000000001,-0.057295779513082346,2.1772396214971286,1.2605071492878113,-0.017379719785634993,0.521391593569049,0.19117691764198463,0.035489999999999994,-0.07871499999999998,1.3043333333333333,0.002146159166666666,-0.0035240255555555548,0.07848547777777777
