time,ax,ay,az,gx,gy,gz,mx,my,mz,thetaGyrx,thetaGyry,thetaGyrz,VelocityX,VelocityY,VelocityZ,posX,posY,posZ,normAccel,normGyr
0.0,-0.0130533854166666,-0.0097330729166666,-0.4900065104166666,0.0011839690031828,0.0001215051721643,0.0002882215711805,0.5980000019073486,0.0466666656235853,-0.8420000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02260912675244519,0.0020506944680992872
23.87999999895692,-0.0130533854166666,-0.009814453125,-0.49013671875,0.0011839690031828,0.0001271565755208,0.0002882215711805,0.5980000019073486,0.0479999989271163,-0.8420000076293945,2.8273179794770287e-05,2.901543511156744e-06,6.882731119489702e-06,-0.00031171484373638267,-0.00023242578123984603,-0.011701355468238882,0.0,0.0,0.0,0.02260912675244519,0.0020506944680992872
50.61000000312925,-0.012939453125,-0.0099283854166666,-0.48994140625,0.0011783175998263,0.0001158537688078,0.0002882215711805,0.5959999998410542,0.0506666655341784,-0.8386666735013326,5.992067125478645e-05,6.300438775358267e-06,1.4586893718347023e-05,-0.0006606318359783439,-0.0004947661133120453,-0.024802709962471393,-8.332137774374087e-06,-6.212741133510842e-06,-0.0003127772317148472,0.022411790234655882,0.0020409059503517643
83.10999999940395,-0.0128092447916666,-0.0098958333333333,-0.4899088541666667,0.0011811433015046,0.0001158537688078,0.0002995243778935,0.5986666679382324,0.0499999988824129,-0.8400000095367431,9.821599324475163e-05,1.0065686261180178e-05,2.3954094780639562e-05,-0.0010811640624926405,-0.0008174386393167237,-0.040725805663771215,-2.9802672441209215e-05,-2.2292639814309165e-05,-0.00111886530540277,0.022186262785753568,0.0020458002092256125
107.04999999701975,-0.0128743489583333,-0.0098795572916666,-0.4898763020833333,0.0012009232132523,0.0001356336805555,0.0003164785879629,0.5993333339691163,0.0499999988824129,-0.8413333455721538,0.00012649256387995566,1.283922548616269e-05,3.112470838669583e-05,-0.001387817382774599,-0.0010543448892931292,-0.05245422363135317,-5.568574009470532e-05,-4.186212083760259e-05,-0.0020938410928963546,0.022299026510204725,0.002080060021341857
130.04500000178814,-0.012744140625,-0.00986328125,-0.489599609375,0.0012065746166087,0.0001328079788773,0.0003193042896412,0.6006666660308838,0.0499999988824129,-0.8413333455721538,0.00015410779317441876,1.5958121971183166e-05,3.8402133518411804e-05,-0.0016838630371328633,-0.0012815253092621122,-0.06371892920009534,-8.759860081822488e-05,-6.610678157192562e-05,-0.0033000259655494428,0.022073499061302588,0.0020898485390892074
155.35500000044703,-0.0127766927083333,-0.00986328125,-0.489404296875,0.0012037489149305,0.0001215051721643,0.0003221299913194,0.6033333341280619,0.0499999988824129,-0.8380000114440918,0.00018464619671916682,1.931949191638952e-05,4.648372508880236e-05,-0.002006417236334522,-0.0015311649576863844,-0.07611069531271998,-0.0001302171742857994,-9.854218714763102e-05,-0.004912752063518402,0.022129880923528078,0.002084954280215532
179.70500000193715,-0.0126627604166666,-0.0100748697916666,-0.4894368489583333,0.0012065746166087,0.0001102023654513,0.0003051757812499,0.6006666660308838,0.0513333321859439,-0.8360000093777974,0.00021395748279951822,2.227814285877128e-05,5.432759037790976e-05,-0.0023175297038014768,-0.0017713358561385819,-0.08802768994235549,-0.00017907343399353482,-0.0001358260538695761,-0.006766047494496547,0.021932544405738597,0.0020898485390892074
212.964999999851,-0.0126302083333333,-0.010205078125,-0.4896484375,0.0012037489149305,0.0001102023654513,0.0002995243778935,0.6,0.0533333322654167,-0.8340000073115031,0.0002540881545454065,2.594347353345162e-05,6.447773686164478e-05,-0.0027386931152333913,-0.002106426025388395,-0.10430635953768862,-0.0002561544719371372,-0.00019474068444105003,-0.00969384846179565,0.021876162543513107,0.002084954280215532
241.05500000342727,-0.0126627604166666,-0.01015625,-0.4899088541666667,0.0012037489149305,0.0001102023654513,0.0002966986762152,0.5979999979337056,0.0539999989171822,-0.8353333433469137,0.0002879014615701092,2.9039057979372752e-05,7.289137663774438e-05,-0.003093475667361893,-0.0023930866699561413,-0.11806058414881473,-0.00033308436155383747,-0.0002539101915017432,-0.012623814101582352,0.021932544405738597,0.002084954280215532
