time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized
61.61,-0.3,-0.22,11.54,0.06,-0.42,0.3,11.545994976614184,29.771760352776766,-0.013049883392209293,-0.009569914487620148,0.5019855144869841,0.00015342997672594848,-0.0010740098370816394,0.0007671498836297424
61.62,0.0449999999998774,0.0849999999998916,10.6950000000003,0.0500000000000035,-0.5699999999999467,0.3099999999999964,10.69543243632563,37.28630431176799,0.001957482508826061,0.003697466961121251,0.46522834293227433,0.00012785831393829936,-0.001457584778896374,0.0007927215464173913
61.63,0.39,0.39,9.85,0.04,-0.72,0.32,9.865429539558832,45.201976419702156,0.016964848409872082,0.016964848409872082,0.42847117137753843,0.00010228665115063232,-0.0018411597207113816,0.0008182932092050585
61.64,0.39,0.39,9.85,0.04,-0.72,0.32,9.865429539558832,45.201976419702156,0.016964848409872082,0.016964848409872082,0.42847117137753843,0.00010228665115063232,-0.0018411597207113816,0.0008182932092050585
61.65,0.89,1.69,10.23,0.03,-0.45,0.38,10.406781442886173,33.789940049282194,0.03871465406355423,0.07351434310944568,0.4450010236743369,7.671498836297424e-05,-0.0011507248254446136,0.0009717231859310071
61.66,-0.53,2.41,9.23,0.07,0.15,0.47,9.55415616368081,28.55032078117365,-0.023054793992903083,0.104834063250748,0.40150141236697257,0.00017900163951360657,0.0003835749418148712,0.0012018681510199297
61.67,-0.53,2.41,9.23,0.07,0.15,0.47,9.55415616368081,28.55032078117365,-0.023054793992903083,0.104834063250748,0.40150141236697257,0.00017900163951360657,0.0003835749418148712,0.0012018681510199297
61.68,-0.765,2.135,9.545,0.08,0.3299999999999999,0.48,9.810732643386018,33.687774565843014,-0.033277202650133696,0.09287167014122279,0.4152037899287923,0.00020457330230126464,0.0008438648719927164,0.0012274398138075878
61.69,-1.0,1.86,9.86,0.09,0.51,0.49,10.08361046451121,40.849118322320855,-0.04349961130736431,0.08090927703169762,0.42890616749061206,0.0002301449650889227,0.001304154802170562,0.001253011476595246
61.7,-1.0,1.86,9.86,0.09,0.51,0.49,10.08361046451121,40.849118322320855,-0.04349961130736431,0.08090927703169762,0.42890616749061206,0.0002301449650889227,0.001304154802170562,0.001253011476595246
61.71,-1.02,0.88,10.05,0.07,0.45,0.46,10.13988658713696,37.08767801649115,-0.044369603533511597,0.03827965795048059,0.43717109363901135,0.00017900163951360657,0.0011507248254446136,0.0011762964882322717
61.72,-0.03,2.24,9.71,0.03,0.09,0.4,9.965068991231322,23.55407126489993,-0.0013049883392209293,0.09743912932849606,0.4223812257945075,7.671498836297424e-05,0.0002301449650889227,0.0010228665115063233
61.73,-0.03,2.24,9.71,0.03,0.09,0.4,9.965068991231322,23.55407126489993,-0.0013049883392209293,0.09743912932849606,0.4223812257945075,7.671498836297424e-05,0.0002301449650889227,0.0010228665115063233
61.74,-0.03,2.24,9.71,0.03,0.09,0.4,9.965068991231322,23.55407126489993,-0.0013049883392209293,0.09743912932849606,0.4223812257945075,7.671498836297424e-05,0.0002301449650889227,0.0010228665115063233
61.75,-0.85,3.06,10.92,0.02,-0.23,0.38,11.372444767946774,25.475690675569954,-0.03697466961125966,0.13310881060053478,0.4750157554764183,5.114332557531616e-05,-0.0005881482441161359,0.0009717231859310071
61.76,0.34,3.12,11.41,0.0,-0.29,0.4,11.833769475530609,28.307826303654377,0.014789867844503866,0.13571878727897665,0.49633056501702677,0.0,-0.0007415782208420843,0.0010228665115063233
61.77,0.34,3.12,11.41,0.0,-0.29,0.4,11.833769475530609,28.307826303654377,0.014789867844503866,0.13571878727897665,0.49633056501702677,0.0,-0.0007415782208420843,0.0010228665115063233
61.78,0.34,3.12,11.41,0.0,-0.29,0.4,11.833769475530609,28.307826303654377,0.014789867844503866,0.13571878727897665,0.49633056501702677,0.0,-0.0007415782208420843,0.0010228665115063233
61.79,0.81,4.15,10.72,0.02,-0.08,0.44,11.523758067575006,25.649062215651348,0.03523468515896509,0.18052338692556189,0.4663158332149454,5.114332557531616e-05,-0.00020457330230126464,0.0011251531626569554
61.8,0.81,4.15,10.72,0.02,-0.08,0.44,11.523758067575006,25.649062215651348,0.03523468515896509,0.18052338692556189,0.4663158332149454,5.114332557531616e-05,-0.00020457330230126464,0.0011251531626569554
61.81,-0.42,4.51,8.41,0.05,0.1,0.47,9.552203934171422,27.680444398396876,-0.018269836749093007,0.19618324699621303,0.36583173109493383,0.0001278583139382904,0.0002557166278765808,0.0012018681510199297
61.82,0.425,5.029999999999999,10.05,0.075,0.13,0.4599999999999999,11.246511681405929,27.72340232901617,0.01848733480562983,0.21880304487604244,0.43717109363901135,0.0001917874709074356,0.00033243161623955505,0.0011762964882322715
61.83,1.27,5.55,11.69,0.1,0.16,0.45,13.002749709196127,27.957757276609232,0.05524450636035267,0.24142284275587192,0.5085104561830888,0.0002557166278765808,0.00040914660460252927,0.0011507248254446136
