time,ax,ay,az,gx,gy,gz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gy_normalized_1,gz_normalized_1
16.172,-0.68,-1.64,12.41,0.07,0.06,-0.19,12.536351143773853,12.10013071047267,-0.028276515989682026,-0.06819630326923311,0.5160464168116969,0.0002643542357842339,0.0002265893449579147,-0.0007175329257000634,-0.007881316643486324,-0.014847003440159334,0.1505702499393351,0.007486631016042781,0.009787928221859706,-0.01873767258382643
16.183,1.35,-4.18,10.66,0.01,0.21,-0.22,11.529548993781153,17.435247862049092,0.05613720086186873,-0.17381740711304536,0.4432759712500152,3.776489082631912e-05,0.0007930627073527016,-0.0008308275981790207,0.01564673157162726,-0.03784175267065001,0.12933753943217666,0.0010695187165775401,0.03425774877650897,-0.021696252465483234
16.195,0.87,-1.11,12.89,-0.13,0.38,-0.25,12.966923305086679,27.10520358035756,0.036177307222093176,-0.046157254041980955,0.5360063104514725,-0.0004909435807421486,0.0014350658514001267,-0.0009441222706579781,0.010083449235048678,-0.010048886474741989,0.15639407910701286,-0.013903743315508022,0.06199021207177814,-0.024654832347140037
16.2059999999999,0.87,-1.11,12.89,-0.13,0.38,-0.25,12.966923305086679,27.10520358035756,0.036177307222093176,-0.046157254041980955,0.5360063104514725,-0.0004909435807421486,0.0014350658514001267,-0.0009441222706579781,0.010083449235048678,-0.010048886474741989,0.15639407910701286,-0.013903743315508022,0.06199021207177814,-0.024654832347140037
16.218,-0.82,3.23,8.81,-0.06,0.5,-0.32,9.419203788006712,34.1859482917204,-0.034098151634616554,0.1343134509509896,0.3663472145133803,-0.0002265893449579147,0.0018882445413159561,-0.001208476506442212,-0.009503940658321743,0.02924135433641137,0.106891531181752,-0.006417112299465241,0.08156606851549755,-0.03155818540433925
16.23,-0.82,3.23,8.81,-0.06,0.5,-0.32,9.419203788006712,34.1859482917204,-0.034098151634616554,0.1343134509509896,0.3663472145133803,-0.0002265893449579147,0.0018882445413159561,-0.001208476506442212,-0.009503940658321743,0.02924135433641137,0.106891531181752,-0.006417112299465241,0.08156606851549755,-0.03155818540433925
16.242,-4.39,0.02,13.89,0.05,0.18,-0.36,14.567244077038046,23.238365789722216,-0.18254986058044717,0.0008316622349906478,0.5775894222010048,0.00018882445413159562,0.0006797680348737442,-0.0013595360697474883,-0.050880853036624936,0.00018106101756291872,0.16852705653967484,0.005347593582887701,0.02936378466557912,-0.03550295857988165
16.254,2.43,-5.42,4.54,0.1,-0.17,-0.39,7.476155429095893,25.04028779491648,0.10104696155136371,-0.22538046568246553,0.18878732734287704,0.00037764890826319123,-0.0006420031440474251,-0.0014728307422264457,0.02816411682892907,-0.04906753575955097,0.055083717544285364,0.010695187165775402,-0.02773246329526917,-0.038461538461538464
16.267,2.43,-5.42,4.54,0.1,-0.17,-0.39,7.476155429095893,25.04028779491648,0.10104696155136371,-0.22538046568246553,0.18878732734287704,0.00037764890826319123,-0.0006420031440474251,-0.0014728307422264457,0.02816411682892907,-0.04906753575955097,0.055083717544285364,0.010695187165775402,-0.02773246329526917,-0.038461538461538464
16.279,1.78,-2.38,18.76,0.05,-0.1,-0.37,18.993956933719737,22.146134396136823,0.07401793891416765,-0.09896780596388707,0.7800991764212276,0.00018882445413159562,-0.00037764890826319123,-0.0013973009605738075,0.020630505331478907,-0.021546261089987327,0.22761465663673866,0.005347593582887701,-0.016313213703099513,-0.03648915187376726
16.291,1.78,-2.38,18.76,0.05,-0.1,-0.37,18.993956933719737,22.146134396136823,0.07401793891416765,-0.09896780596388707,0.7800991764212276,0.00018882445413159562,-0.00037764890826319123,-0.0013973009605738075,0.020630505331478907,-0.021546261089987327,0.22761465663673866,0.005347593582887701,-0.016313213703099513,-0.03648915187376726
16.302,5.61,0.82,12.47,0.02,0.06,-0.42,13.698372166064114,24.335535037104044,0.2332812569148767,0.034098151634616554,0.5185414035166689,7.552978165263825e-05,0.0002265893449579147,-0.0015861254147054031,0.06502086230876217,0.007423501720079667,0.15129822858529485,0.0021390374331550803,0.009787928221859706,-0.04142011834319526
16.315,-0.47,3.29,14.99,0.03,0.16,-0.38,15.353992966000733,23.68610574191138,-0.01954406252228022,0.13680843765596154,0.6233308451254905,0.00011329467247895736,0.000604238253221106,-0.0014350658514001267,-0.005447380621233194,0.02978453738910013,0.18187333171560302,0.0032085561497326204,0.026101141924959218,-0.03747534516765286
16.327,-0.47,3.29,14.99,0.03,0.16,-0.38,15.353992966000733,23.68610574191138,-0.01954406252228022,0.13680843765596154,0.6233308451254905,0.00011329467247895736,0.000604238253221106,-0.0014350658514001267,-0.005447380621233194,0.02978453738910013,0.18187333171560302,0.0032085561497326204,0.026101141924959218,-0.03747534516765286
16.337999999999997,-7.93,9.39,-2.32,0.18,-0.01,-0.33,12.507573705559365,21.54504160802807,-0.3297540761737918,0.39046541932810913,-0.09647281925891513,0.0006797680348737442,-3.776489082631912e-05,-0.0012462413972685312,-0.09191006026889198,0.08500814774579034,-0.02814850764377578,0.019251336898395723,-0.0016313213703099511,-0.03254437869822485
16.35,-7.93,9.39,-2.32,0.18,-0.01,-0.33,12.507573705559365,21.54504160802807,-0.3297540761737918,0.39046541932810913,-0.09647281925891513,0.0006797680348737442,-3.776489082631912e-05,-0.0012462413972685312,-0.09191006026889198,0.08500814774579034,-0.02814850764377578,0.019251336898395723,-0.0016313213703099511,-0.03254437869822485
