time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normGyr,ax_normalized,ay_normalized,az_normalized,gx_normalized,gy_normalized,gz_normalized,ax_normalized_1,ay_normalized_1,az_normalized_1,gx_normalized_1,gy_normalized_1,gz_normalized_1,ax_filter,ay_filter,az_filter,gx_filter,gy_filter,gz_filter,thetaGyrx,thetaGyry,thetaGyrz,vx,vy,vz,posx,posy,posz
7.72,0.73,-0.64,9.77,-0.5729577951308232,-1.1459155902616465,2.291831180523293,-23.0,-100.0,78.0,9.818115908869684,2.6256224662019982,0.06602704910099425,-0.05788672797895386,0.8836770818037175,-0.004373248839379719,-0.008746497678759438,0.017492995357518876,0.7849462365591398,-0.5423728813559322,0.946705426356589,-0.5,-0.5,1.0,0.73,-0.64,9.77,-0.5729577951308232,-1.1459155902616465,2.291831180523293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.73,0.73,-0.64,9.77,-0.5729577951308232,-1.1459155902616465,2.291831180523293,-23.0,-100.0,78.0,9.818115908869684,2.6256224662019982,0.06602704910099425,-0.05788672797895386,0.8836770818037175,-0.004373248839379719,-0.008746497678759438,0.017492995357518876,0.7849462365591398,-0.5423728813559322,0.946705426356589,-0.5,-0.5,1.0,0.73,-0.64,9.77,-0.5729577951308232,-1.1459155902616465,2.291831180523293,-0.007037416396715546,-0.014074832793431092,0.028149665586862185,0.008966304347826087,-0.007860869565217391,0.12000108695652173,0.0,0.0,0.0
7.75,0.24,-0.31,9.67,-0.0,-0.0,2.291831180523293,-18.0,-100.0,81.0,9.677943996531495,2.291831180523293,0.021707522992107698,-0.028038883864805776,0.8746322805570059,-0.0,-0.0,0.017492995357518876,0.25806451612903225,-0.2627118644067797,0.937015503875969,-0.0,-0.0,1.0,0.5666666666666667,-0.53,9.736666666666666,-0.38197186342054884,-0.7639437268410977,2.291831180523293,-0.014074832793431092,-0.028149665586862185,0.05629933117372437,0.017932608695652174,-0.015721739130434783,0.24000217391304346,0.00011012960775047259,-9.655198487712665e-05,0.0014739263941398865
7.76,0.41,-0.44,9.77,0.0,-1.1459155902616465,2.291831180523293,-18.0,-100.0,81.0,9.788493244621462,2.5623451563018373,0.037083685111517314,-0.03979712548553078,0.8836770818037175,0.0,-0.008746497678759438,0.017492995357518876,0.4408602150537634,-0.3728813559322034,0.946705426356589,0.0,-0.5,1.0,0.5275,-0.5075000000000001,9.745000000000001,-0.2864788975654116,-0.8594366926962349,2.291831180523293,-0.014074832793431092,-0.028149665586862185,0.08444899676058655,0.020880434782608696,-0.019529347826086958,0.35877499999999996,0.00033038882325141776,-0.00028965595463137996,0.00442177918241966
7.77,0.41,-0.44,9.77,0.0,-1.1459155902616465,2.291831180523293,-18.0,-100.0,81.0,9.788493244621462,2.5623451563018373,0.037083685111517314,-0.03979712548553078,0.8836770818037175,0.0,-0.008746497678759438,0.017492995357518876,0.4408602150537634,-0.3728813559322034,0.946705426356589,0.0,-0.5,1.0,0.504,-0.49400000000000005,9.75,-0.2291831180523293,-0.9167324722093172,2.291831180523293,-0.014074832793431092,-0.042224498380293275,0.11259866234744874,0.02591630434782609,-0.024933695652173914,0.4787760869565217,0.0005868550330812854,-0.0005295272920604915,0.008828472117202269
7.78,0.58,-0.51,9.69,-0.0,-1.1459155902616465,2.291831180523293,-18.0,-100.0,81.0,9.7207304252304,2.5623451563018373,0.052459847230926934,-0.04612848635822886,0.8764412408063482,-0.0,-0.008746497678759438,0.017492995357518876,0.6236559139784945,-0.4322033898305085,0.9389534883720929,-0.0,-0.5,1.0,0.5166666666666667,-0.49666666666666676,9.74,-0.19098593171027442,-0.954929658551372,2.291831180523293,-0.014074832793431092,-0.05629933117372437,0.1407483279343109,0.03095217391304348,-0.03033804347826087,0.5987771739130434,0.0009051748582230624,-0.0008357781190926276,0.014709091446124763
7.8,0.41,-0.56,9.92,-0.5729577951308232,-0.0,2.291831180523293,-18.0,-100.0,81.0,9.94424959461497,2.362365508345388,0.037083685111517314,-0.05065088698158463,0.8972442836737848,-0.004373248839379719,-0.0,0.017492995357518876,0.4408602150537634,-0.47457627118644075,0.9612403100775193,-0.5,-0.0,1.0,0.5014285714285714,-0.5057142857142858,9.765714285714285,-0.24555334077035282,-0.818511135901176,2.291831180523293,-0.014074832793431092,-0.07037416396715546,0.1688979935211731,0.03807608695652174,-0.036602173913043476,0.717795652173913,0.0012853482986767487,-0.0012084084357277883,0.022063637169187144
7.81,0.41,-0.56,9.92,-0.5729577951308232,-0.0,2.291831180523293,-18.0,-100.0,81.0,9.94424959461497,2.362365508345388,0.037083685111517314,-0.05065088698158463,0.8972442836737848,-0.004373248839379719,-0.0,0.017492995357518876,0.4408602150537634,-0.47457627118644075,0.9612403100775193,-0.5,-0.0,1.0,0.49000000000000005,-0.5125000000000001,9.785,-0.2864788975654116,-0.716197243913529,2.291831180523293,-0.021112249190146638,-0.07037416396715546,0.1970476591080353,0.04311195652173913,-0.04348043478260869,0.8396391304347826,0.0017530219754253308,-0.0016579786153119091,0.030880040288279773
7.82,0.54,-0.52,9.62,-0.5729577951308232,-0.0,2.291831180523293,-18.0,-100.0,81.0,9.649165767049501,2.362365508345388,0.04884192673224232,-0.047032966482900014,0.8701098799336502,-0.004373248839379719,-0.0,0.017492995357518876,0.5806451612903226,-0.44067796610169496,0.9321705426356588,-0.5,-0.0,1.0,0.49555555555555564,-0.5133333333333334,9.766666666666667,-0.3183098861837907,-0.6366197723675814,2.291831180523293,-0.028149665586862185,-0.07037416396715546,0.22519732469489748,0.04814782608695652,-0.05035869565217391,0.961482608695652,0.002282549267485822,-0.0021920317816635157,0.04119299917296786
7.83,0.54,-0.52,9.62,-0.5729577951308232,-0.0,2.291831180523293,-18.0,-100.0,81.0,9.649165767049501,2.362365508345388,0.04884192673224232,-0.047032966482900014,0.8701098799336502,-0.004373248839379719,-0.0,0.017492995357518876,0.5806451612903226,-0.44067796610169496,0.9321705426356588,-0.5,-0.0,1.0,0.5000000000000001,-0.514,9.752,-0.3437746770784939,-0.5729577951308232,2.291831180523293,-0.03518708198357773,-0.07037416396715546,0.25334699028175967,0.054780434782608696,-0.05674565217391304,1.079641304347826,0.0028739301748582228,-0.002810567934782608,0.05300251382325141
